id,left,top,right,bottom,유휴공연장_개수,공연시설_개수,문화공간_개수,문화시설_개수,노인여가복지시설_개수,노인의료복지시설_개수,장애인거주복지시설_개수,장애인지역사회재활시설_개수
2599,956035.230199999990873,1948987.158199999947101,956535.230199999990873,1948487.158199999947101,0,1,3,0,0,0,0,0
2616,956035.230199999990873,1940487.158199999947101,956535.230199999990873,1939987.158199999947101,0,0,0,0,0,0,0,0
2617,956035.230199999990873,1939987.158199999947101,956535.230199999990873,1939487.158199999947101,0,0,0,0,0,0,0,0
2608,956035.230199999990873,1944487.158199999947101,956535.230199999990873,1943987.158199999947101,0,0,1,1,0,0,0,0
2609,956035.230199999990873,1943987.158199999947101,956535.230199999990873,1943487.158199999947101,3,3,0,2,0,0,0,0
2610,956035.230199999990873,1943487.158199999947101,956535.230199999990873,1942987.158199999947101,2,2,1,2,0,0,0,0
2611,956035.230199999990873,1942987.158199999947101,956535.230199999990873,1942487.158199999947101,0,1,0,0,0,0,0,0
2612,956035.230199999990873,1942487.158199999947101,956535.230199999990873,1941987.158199999947101,1,1,0,1,0,0,0,0
2613,956035.230199999990873,1941987.158199999947101,956535.230199999990873,1941487.158199999947101,0,0,0,0,0,0,0,0
2614,956035.230199999990873,1941487.158199999947101,956535.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
2615,956035.230199999990873,1940987.158199999947101,956535.230199999990873,1940487.158199999947101,0,0,0,0,0,0,0,0
2505,955535.230199999990873,1965487.158199999947101,956035.230199999990873,1964987.158199999947101,0,0,0,0,0,0,0,0
2506,955535.230199999990873,1964987.158199999947101,956035.230199999990873,1964487.158199999947101,0,0,0,0,0,0,0,0
2507,955535.230199999990873,1964487.158199999947101,956035.230199999990873,1963987.158199999947101,0,0,0,0,0,0,0,0
2508,955535.230199999990873,1963987.158199999947101,956035.230199999990873,1963487.158199999947101,0,0,0,0,0,0,0,0
2509,955535.230199999990873,1963487.158199999947101,956035.230199999990873,1962987.158199999947101,0,0,0,0,0,0,0,0
2510,955535.230199999990873,1962987.158199999947101,956035.230199999990873,1962487.158199999947101,0,0,0,0,0,0,0,0
2511,955535.230199999990873,1962487.158199999947101,956035.230199999990873,1961987.158199999947101,0,0,0,0,0,0,0,0
2520,955535.230199999990873,1957987.158199999947101,956035.230199999990873,1957487.158199999947101,0,0,0,0,0,0,0,0
2521,955535.230199999990873,1957487.158199999947101,956035.230199999990873,1956987.158199999947101,0,0,0,0,0,0,0,0
2522,955535.230199999990873,1956987.158199999947101,956035.230199999990873,1956487.158199999947101,0,1,1,2,0,0,0,0
2523,955535.230199999990873,1956487.158199999947101,956035.230199999990873,1955987.158199999947101,0,0,0,0,0,0,0,0
2524,955535.230199999990873,1955987.158199999947101,956035.230199999990873,1955487.158199999947101,0,0,0,0,0,0,0,0
2525,955535.230199999990873,1955487.158199999947101,956035.230199999990873,1954987.158199999947101,0,1,2,2,0,0,0,0
2526,955535.230199999990873,1954987.158199999947101,956035.230199999990873,1954487.158199999947101,1,7,4,6,0,0,1,0
2527,955535.230199999990873,1954487.158199999947101,956035.230199999990873,1953987.158199999947101,12,21,7,38,0,0,0,0
2512,955535.230199999990873,1961987.158199999947101,956035.230199999990873,1961487.158199999947101,0,0,0,0,0,0,0,0
2513,955535.230199999990873,1961487.158199999947101,956035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
2514,955535.230199999990873,1960987.158199999947101,956035.230199999990873,1960487.158199999947101,0,0,0,0,0,0,0,0
2515,955535.230199999990873,1960487.158199999947101,956035.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
2516,955535.230199999990873,1959987.158199999947101,956035.230199999990873,1959487.158199999947101,0,0,0,0,0,0,0,0
2517,955535.230199999990873,1959487.158199999947101,956035.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
2518,955535.230199999990873,1958987.158199999947101,956035.230199999990873,1958487.158199999947101,0,0,0,0,0,0,0,0
2519,955535.230199999990873,1958487.158199999947101,956035.230199999990873,1957987.158199999947101,0,0,0,0,0,0,0,0
2536,955535.230199999990873,1949987.158199999947101,956035.230199999990873,1949487.158199999947101,0,0,0,0,0,0,0,0
2537,955535.230199999990873,1949487.158199999947101,956035.230199999990873,1948987.158199999947101,0,0,0,0,0,0,0,0
2538,955535.230199999990873,1948987.158199999947101,956035.230199999990873,1948487.158199999947101,1,7,8,1,0,0,0,0
2539,955535.230199999990873,1948487.158199999947101,956035.230199999990873,1947987.158199999947101,0,0,0,0,0,0,0,0
2540,955535.230199999990873,1947987.158199999947101,956035.230199999990873,1947487.158199999947101,0,0,0,0,0,0,0,0
2541,955535.230199999990873,1947487.158199999947101,956035.230199999990873,1946987.158199999947101,0,0,0,0,0,0,0,0
2542,955535.230199999990873,1946987.158199999947101,956035.230199999990873,1946487.158199999947101,0,0,0,0,0,0,0,0
2543,955535.230199999990873,1946487.158199999947101,956035.230199999990873,1945987.158199999947101,0,0,0,0,0,0,0,0
2528,955535.230199999990873,1953987.158199999947101,956035.230199999990873,1953487.158199999947101,10,23,5,35,0,0,0,0
2529,955535.230199999990873,1953487.158199999947101,956035.230199999990873,1952987.158199999947101,3,3,3,2,0,0,0,0
2530,955535.230199999990873,1952987.158199999947101,956035.230199999990873,1952487.158199999947101,2,4,3,6,0,0,0,0
2531,955535.230199999990873,1952487.158199999947101,956035.230199999990873,1951987.158199999947101,1,1,0,0,0,0,0,0
2532,955535.230199999990873,1951987.158199999947101,956035.230199999990873,1951487.158199999947101,0,3,1,0,0,0,0,0
2533,955535.230199999990873,1951487.158199999947101,956035.230199999990873,1950987.158199999947101,1,2,0,3,0,0,0,0
2534,955535.230199999990873,1950987.158199999947101,956035.230199999990873,1950487.158199999947101,0,1,1,2,0,1,0,0
2535,955535.230199999990873,1950487.158199999947101,956035.230199999990873,1949987.158199999947101,0,0,1,0,0,0,0,0
2552,955535.230199999990873,1941987.158199999947101,956035.230199999990873,1941487.158199999947101,0,0,0,0,0,0,0,0
2553,955535.230199999990873,1941487.158199999947101,956035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
2554,955535.230199999990873,1940987.158199999947101,956035.230199999990873,1940487.158199999947101,0,0,0,0,0,0,0,0
2544,955535.230199999990873,1945987.158199999947101,956035.230199999990873,1945487.158199999947101,0,0,0,0,0,0,0,0
2545,955535.230199999990873,1945487.158199999947101,956035.230199999990873,1944987.158199999947101,0,1,0,0,0,0,0,0
2546,955535.230199999990873,1944987.158199999947101,956035.230199999990873,1944487.158199999947101,0,0,0,0,0,0,0,0
2547,955535.230199999990873,1944487.158199999947101,956035.230199999990873,1943987.158199999947101,0,0,0,0,0,0,0,0
2548,955535.230199999990873,1943987.158199999947101,956035.230199999990873,1943487.158199999947101,0,0,0,0,0,0,0,0
2549,955535.230199999990873,1943487.158199999947101,956035.230199999990873,1942987.158199999947101,0,0,0,0,0,0,0,0
2550,955535.230199999990873,1942987.158199999947101,956035.230199999990873,1942487.158199999947101,0,0,0,0,0,0,0,0
2551,955535.230199999990873,1942487.158199999947101,956035.230199999990873,1941987.158199999947101,0,0,0,1,0,0,0,0
2445,955035.230199999990873,1964987.158199999947101,955535.230199999990873,1964487.158199999947101,0,0,0,0,0,0,0,0
2446,955035.230199999990873,1964487.158199999947101,955535.230199999990873,1963987.158199999947101,0,0,0,0,0,0,0,0
2447,955035.230199999990873,1963987.158199999947101,955535.230199999990873,1963487.158199999947101,0,0,0,0,0,0,0,0
2432,954535.230199999990873,1940987.158199999947101,955035.230199999990873,1940487.158199999947101,0,0,0,0,0,0,0,0
2433,954535.230199999990873,1940487.158199999947101,955035.230199999990873,1939987.158199999947101,0,0,0,0,0,0,0,0
2434,954535.230199999990873,1939987.158199999947101,955035.230199999990873,1939487.158199999947101,0,0,0,0,0,0,0,0
2456,955035.230199999990873,1959487.158199999947101,955535.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
2457,955035.230199999990873,1958987.158199999947101,955535.230199999990873,1958487.158199999947101,0,0,0,0,0,0,0,0
2458,955035.230199999990873,1958487.158199999947101,955535.230199999990873,1957987.158199999947101,0,0,0,0,0,0,0,0
2459,955035.230199999990873,1957987.158199999947101,955535.230199999990873,1957487.158199999947101,0,0,0,0,0,0,0,0
2460,955035.230199999990873,1957487.158199999947101,955535.230199999990873,1956987.158199999947101,0,0,0,0,0,0,0,0
2461,955035.230199999990873,1956987.158199999947101,955535.230199999990873,1956487.158199999947101,0,0,0,1,0,0,0,0
2462,955035.230199999990873,1956487.158199999947101,955535.230199999990873,1955987.158199999947101,0,0,0,0,0,0,0,0
2463,955035.230199999990873,1955987.158199999947101,955535.230199999990873,1955487.158199999947101,0,0,1,0,0,0,0,0
2448,955035.230199999990873,1963487.158199999947101,955535.230199999990873,1962987.158199999947101,0,0,0,0,0,0,0,0
2449,955035.230199999990873,1962987.158199999947101,955535.230199999990873,1962487.158199999947101,0,0,0,0,0,0,0,0
2450,955035.230199999990873,1962487.158199999947101,955535.230199999990873,1961987.158199999947101,0,0,0,0,0,0,0,0
2451,955035.230199999990873,1961987.158199999947101,955535.230199999990873,1961487.158199999947101,0,0,0,0,0,0,0,0
2452,955035.230199999990873,1961487.158199999947101,955535.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
2453,955035.230199999990873,1960987.158199999947101,955535.230199999990873,1960487.158199999947101,0,0,0,0,0,0,0,0
2454,955035.230199999990873,1960487.158199999947101,955535.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
2455,955035.230199999990873,1959987.158199999947101,955535.230199999990873,1959487.158199999947101,0,0,0,0,0,0,0,0
2472,955035.230199999990873,1951487.158199999947101,955535.230199999990873,1950987.158199999947101,1,3,5,3,0,0,0,0
2473,955035.230199999990873,1950987.158199999947101,955535.230199999990873,1950487.158199999947101,0,0,1,0,0,0,0,0
2474,955035.230199999990873,1950487.158199999947101,955535.230199999990873,1949987.158199999947101,0,0,1,0,0,0,0,0
2475,955035.230199999990873,1949987.158199999947101,955535.230199999990873,1949487.158199999947101,0,1,0,0,0,0,0,0
2476,955035.230199999990873,1949487.158199999947101,955535.230199999990873,1948987.158199999947101,0,1,0,1,0,0,0,0
2477,955035.230199999990873,1948987.158199999947101,955535.230199999990873,1948487.158199999947101,0,1,0,1,0,0,0,0
2478,955035.230199999990873,1948487.158199999947101,955535.230199999990873,1947987.158199999947101,0,1,0,0,0,0,0,0
2479,955035.230199999990873,1947987.158199999947101,955535.230199999990873,1947487.158199999947101,0,0,0,0,0,0,0,0
2464,955035.230199999990873,1955487.158199999947101,955535.230199999990873,1954987.158199999947101,0,1,0,1,0,0,0,0
2465,955035.230199999990873,1954987.158199999947101,955535.230199999990873,1954487.158199999947101,0,0,0,0,0,0,0,0
2466,955035.230199999990873,1954487.158199999947101,955535.230199999990873,1953987.158199999947101,1,1,1,2,0,0,0,0
2467,955035.230199999990873,1953987.158199999947101,955535.230199999990873,1953487.158199999947101,0,0,0,0,0,0,0,0
2468,955035.230199999990873,1953487.158199999947101,955535.230199999990873,1952987.158199999947101,0,0,2,0,0,0,0,0
2469,955035.230199999990873,1952987.158199999947101,955535.230199999990873,1952487.158199999947101,0,0,0,0,0,0,0,0
2470,955035.230199999990873,1952487.158199999947101,955535.230199999990873,1951987.158199999947101,0,2,1,3,0,0,0,0
2471,955035.230199999990873,1951987.158199999947101,955535.230199999990873,1951487.158199999947101,3,1,2,0,0,0,0,0
2488,955035.230199999990873,1943487.158199999947101,955535.230199999990873,1942987.158199999947101,0,0,0,0,0,0,0,0
2489,955035.230199999990873,1942987.158199999947101,955535.230199999990873,1942487.158199999947101,0,1,0,0,0,0,1,0
2490,955035.230199999990873,1942487.158199999947101,955535.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,1
2491,955035.230199999990873,1941987.158199999947101,955535.230199999990873,1941487.158199999947101,0,0,0,0,0,0,0,0
2492,955035.230199999990873,1941487.158199999947101,955535.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
2493,955035.230199999990873,1940987.158199999947101,955535.230199999990873,1940487.158199999947101,0,0,0,0,0,0,0,0
2494,955035.230199999990873,1940487.158199999947101,955535.230199999990873,1939987.158199999947101,0,0,0,0,0,0,0,0
2480,955035.230199999990873,1947487.158199999947101,955535.230199999990873,1946987.158199999947101,0,0,0,0,0,0,0,0
2481,955035.230199999990873,1946987.158199999947101,955535.230199999990873,1946487.158199999947101,0,0,0,0,0,0,0,0
2482,955035.230199999990873,1946487.158199999947101,955535.230199999990873,1945987.158199999947101,0,0,2,0,0,0,0,0
2483,955035.230199999990873,1945987.158199999947101,955535.230199999990873,1945487.158199999947101,1,1,0,0,0,0,0,0
2484,955035.230199999990873,1945487.158199999947101,955535.230199999990873,1944987.158199999947101,0,2,0,0,0,0,0,0
2485,955035.230199999990873,1944987.158199999947101,955535.230199999990873,1944487.158199999947101,0,0,0,0,0,0,0,0
2486,955035.230199999990873,1944487.158199999947101,955535.230199999990873,1943987.158199999947101,0,0,1,0,0,0,0,0
2487,955035.230199999990873,1943987.158199999947101,955535.230199999990873,1943487.158199999947101,0,0,0,0,0,0,0,0
2368,954035.230199999990873,1942487.158199999947101,954535.230199999990873,1941987.158199999947101,1,2,0,1,0,0,0,0
2369,954035.230199999990873,1941987.158199999947101,954535.230199999990873,1941487.158199999947101,0,0,1,0,0,0,0,1
2370,954035.230199999990873,1941487.158199999947101,954535.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
2371,954035.230199999990873,1940987.158199999947101,954535.230199999990873,1940487.158199999947101,0,0,0,0,0,0,0,0
2372,954035.230199999990873,1940487.158199999947101,954535.230199999990873,1939987.158199999947101,0,0,0,0,0,0,0,0
2373,954035.230199999990873,1939987.158199999947101,954535.230199999990873,1939487.158199999947101,0,0,0,0,0,0,0,0
2392,954535.230199999990873,1960987.158199999947101,955035.230199999990873,1960487.158199999947101,0,0,0,0,0,0,0,0
2393,954535.230199999990873,1960487.158199999947101,955035.230199999990873,1959987.158199999947101,0,0,0,0,0,0,0,0
2394,954535.230199999990873,1959987.158199999947101,955035.230199999990873,1959487.158199999947101,0,0,0,0,0,0,0,0
2395,954535.230199999990873,1959487.158199999947101,955035.230199999990873,1958987.158199999947101,0,0,0,0,0,0,0,0
2396,954535.230199999990873,1958987.158199999947101,955035.230199999990873,1958487.158199999947101,0,0,0,0,0,0,0,0
2397,954535.230199999990873,1958487.158199999947101,955035.230199999990873,1957987.158199999947101,0,0,0,0,0,0,0,0
2398,954535.230199999990873,1957987.158199999947101,955035.230199999990873,1957487.158199999947101,0,0,0,0,0,0,0,0
2399,954535.230199999990873,1957487.158199999947101,955035.230199999990873,1956987.158199999947101,0,0,0,0,0,0,0,0
2388,954535.230199999990873,1962987.158199999947101,955035.230199999990873,1962487.158199999947101,0,0,0,0,0,0,0,0
2389,954535.230199999990873,1962487.158199999947101,955035.230199999990873,1961987.158199999947101,0,0,0,0,0,0,0,0
2390,954535.230199999990873,1961987.158199999947101,955035.230199999990873,1961487.158199999947101,0,0,0,0,0,0,0,0
2391,954535.230199999990873,1961487.158199999947101,955035.230199999990873,1960987.158199999947101,0,0,0,0,0,0,0,0
2408,954535.230199999990873,1952987.158199999947101,955035.230199999990873,1952487.158199999947101,0,4,13,20,0,0,0,1
2409,954535.230199999990873,1952487.158199999947101,955035.230199999990873,1951987.158199999947101,1,4,2,6,0,0,0,0
2410,954535.230199999990873,1951987.158199999947101,955035.230199999990873,1951487.158199999947101,3,4,3,3,0,0,0,1
2411,954535.230199999990873,1951487.158199999947101,955035.230199999990873,1950987.158199999947101,0,1,6,3,0,0,0,3
2412,954535.230199999990873,1950987.158199999947101,955035.230199999990873,1950487.158199999947101,0,0,0,0,0,0,0,0
2413,954535.230199999990873,1950487.158199999947101,955035.230199999990873,1949987.158199999947101,0,0,1,0,0,0,0,0
2414,954535.230199999990873,1949987.158199999947101,955035.230199999990873,1949487.158199999947101,0,0,0,0,0,0,0,0
2415,954535.230199999990873,1949487.158199999947101,955035.230199999990873,1948987.158199999947101,0,1,0,0,0,0,0,0
2400,954535.230199999990873,1956987.158199999947101,955035.230199999990873,1956487.158199999947101,0,0,0,0,0,0,0,0
2401,954535.230199999990873,1956487.158199999947101,955035.230199999990873,1955987.158199999947101,0,0,0,0,0,0,0,0
2402,954535.230199999990873,1955987.158199999947101,955035.230199999990873,1955487.158199999947101,0,1,0,0,0,0,0,0
2403,954535.230199999990873,1955487.158199999947101,955035.230199999990873,1954987.158199999947101,0,0,0,0,0,1,0,0
2404,954535.230199999990873,1954987.158199999947101,955035.230199999990873,1954487.158199999947101,0,0,0,0,0,0,0,0
2405,954535.230199999990873,1954487.158199999947101,955035.230199999990873,1953987.158199999947101,0,0,0,1,0,0,0,0
2406,954535.230199999990873,1953987.158199999947101,955035.230199999990873,1953487.158199999947101,0,3,7,3,0,0,0,0
2407,954535.230199999990873,1953487.158199999947101,955035.230199999990873,1952987.158199999947101,1,8,10,4,1,0,0,0
2424,954535.230199999990873,1944987.158199999947101,955035.230199999990873,1944487.158199999947101,0,1,2,0,0,0,0,0
2425,954535.230199999990873,1944487.158199999947101,955035.230199999990873,1943987.158199999947101,0,1,0,0,0,0,0,0
2426,954535.230199999990873,1943987.158199999947101,955035.230199999990873,1943487.158199999947101,2,1,0,0,0,0,0,0
2427,954535.230199999990873,1943487.158199999947101,955035.230199999990873,1942987.158199999947101,0,0,0,0,0,0,1,0
2428,954535.230199999990873,1942987.158199999947101,955035.230199999990873,1942487.158199999947101,0,0,0,0,0,0,0,0
2429,954535.230199999990873,1942487.158199999947101,955035.230199999990873,1941987.158199999947101,0,0,0,0,0,0,0,0
2430,954535.230199999990873,1941987.158199999947101,955035.230199999990873,1941487.158199999947101,0,0,0,0,0,0,0,0
2431,954535.230199999990873,1941487.158199999947101,955035.230199999990873,1940987.158199999947101,0,0,0,0,0,0,0,0
2416,954535.230199999990873,1948987.158199999947101,955035.230199999990873,1948487.158199999947101,0,3,1,0,0,0,0,0
2417,954535.230199999990873,1948487.158199999947101,955035.230199999990873,1947987.158199999947101,3,1,1,1,0,0,0,0
2418,954535.230199999990873,1947987.158199999947101,955035.230199999990873,1947487.158199999947101,0,0,0,0,0,0,0,0
2419,954535.230199999990873,1947487.158199999947101,955035.230199999990873,1946987.158199999947101,0,0,0,0,0,0,0,0
