주제분류,문화시설명,주소,위도,경도
공연장,상명아트센터,서울특별시 종로구 홍지문2길 20,37.60410891,126.9551595
기타,뚝섬전망문화콤플렉스,서울  광진구 자양동 97-5,37.53052501,127.0650304
기타,동대문구체육관,서울  동대문구 답십리동 2-294 ),37.5724191,127.0639379
공연장,중랑문화체육관,서울  중랑구 면목동 ),37.5792934,127.0957856
기타,개운산스포츠센터,서울  성북구,37.5967823,127.0261534
기타,운현궁,서울  종로구 삼일대로 464,37.576125,126.98705
문화원,창동스포츠문화컴플렉스,서울  도봉구,37.6582937,127.0508618
문화원,양천문화원,서울특별시 양천구 목동남로 106,37.51076244,126.8702069
공연장,강서구 문화관광,서울  강서구 화곡동 980-16 ),37.550937,126.849642
미술관,스튜디오 콘크리트,서울특별시 용산구 한남대로 162,37.54245141,127.0025167
기타,중구청소년수련관,서울특별시 중구 동호로5길 19,37.5518563,127.0125662
기타,중구여성플라자,"서울특별시 중구 다산로32길 5, 3층",37.56127687,127.0148314
공연장,강북문화예술회관,서울  강북구 수유동 360-10  ),37.6408544,127.0133421
문화예술회관,관악문화관,서울  관악구 신림동 151-858  ),37.4679596,126.94475
문화예술회관,용산아트홀,서울  용산구 이태원동 ),37.532831,126.9896162
문화예술회관,영등포아트홀,서울 영등포구 국회대로596 영등포구민회관,37.5262451,126.9001286
문화예술회관,강남구민회관,서울  강남구 대치동 509-2    ),37.4938226,127.0642688
도서관,수유문화정보센터,서울  강북구 수유동 605-412 ),37.630129,127.017543
도서관,국회도서관,서울특별시 영등포구 의사당대로 1,37.53291197,126.9164039
미술관,겸재정선미술관,서울특별시 강서구 양천로47길 36,37.57222297,126.838412
기타,영등포구청,서울  영등포구 당산동3가 385-1 ),37.526436,126.896004
기타,중랑구민체육센터,서울  중랑구,37.6151321,127.0874625
도서관,성북정보도서관,서울  성북구 상월곡동 24-348 ),37.6048486,127.0504258
기타,강북웰빙스포츠센터,서울  강북구 번동 318 ),37.6304749,127.0378273
미술관,갤러리 라메르,"서울  종로구 인사동 194 5길 26, 홍익빌딩 (관훈동)",37.5725264,126.9849468
도서관,서초구립반포도서관,서울특별시 서초구 고무래로 34,37.50248707,127.0125134
미술관,셀린박 갤러리,서울특별시 강남구 압구정로32길 30,37.52579008,127.029757
도서관,배봉산 숲속 도서관,서울특별시 동대문구 전농로16길 97,37.57844311,127.0627351
기타,문화공간 이육사,서울특별시 성북구 종암로21가길 36-1,37.59813809,127.0326016
미술관,갤러리 가이아,서울특별시 종로구 인사동길 57-1,37.5750744,126.9834564
문화예술회관,서대문문화체육회관,서울특별시 서대문구 백련사길 39,37.58075973,126.9315574
박물관/기념관,종이나라박물관,서울  중구 장충동1가 62-35,37.5596237,127.0039674
미술관,서울시립 난지미술창작스튜디오,서울특별시 마포구 하늘공원로 108-1,37.56931804,126.8785119
기타,서초여성가족플라자,서울특별시 서초구 잠원로8길 38,37.51355119,127.0121064
공연장,연강홀,서울  종로구 연지동 270 ),37.5717079,127.0011948
도서관,금천구립정보도서관,서울  금천구,37.4734953,126.8921364
공연장,명동난타극장,서울  중구 명동길 26,37.563411,126.9837813
박물관/기념관,뮤지엄김치간,서울 종로구 인사동길 35-4 인사동마루 본관 4~6층,37.5129437,127.0571142
공연장,한전아트센터,서울특별시 서초구 효령로72길 60,37.48560466,127.0280788
문화예술회관,아트온더무브,서울특별시 영등포구 양산로 지하 200,37.52273452,126.9049592
공연장,문화일보홀,서울  중구 충정로1가 68 ),37.5671515,126.9685599
기타,세빛섬,서울특별시 서초구 올림픽대로 2085-14,37.5124362,126.9959623
기타,문학의집서울,서울특별시 중구 퇴계로26길 65,37.55808417,126.9892391
박물관/기념관,서울상상나라,서울  광진구 능동로 216,37.55055,127.077569
도서관,강동구립암사도서관,서울  강동구 암사동 471-37 ),37.5528446,127.1333498
공연장,광진구민체육센터,서울  광진구 구천면로 14,37.5459907,127.106919
도서관,도봉문화정보도서관,서울특별시 도봉구 덕릉로 315,37.6446038,127.043887
박물관/기념관,서대문자연사박물관,서울특별시 서대문구 연희로32길 51,37.57675199,126.9378582
박물관/기념관,경기여고 경운박물관,서울 강남구 삼성로 29 경기여고 100주년기념관 1층,37.4878684,127.0660782
기타,중랑구체육회,서울특별시 중랑구 동일로 619,37.5857545,127.0794754
기타,SETEC전시장(서울무역전시장),서울특별시 강남구 남부순환로 3104,37.4956774,127.0719118
공연장,세종대학교 대양홀,서울특별시 광진구 능동로 209,37.55160931,127.0731836
미술관,국제갤러리,서울특별시 종로구 삼청로 54,37.58072067,126.9805739
미술관,김영섭사진화랑,서울특별시 강남구 강남대로152길 13,37.51737884,127.0205016
기타,평화문화진지,서울특별시 도봉구 마들로 932,37.69080863,127.0472154
미술관,디뮤지엄,서울특별시 성동구 왕십리로 83-21,37.54415475,127.0433578
공연장,허리우드 스카이쇼 공연장,서울특별시 중구 정동길 3,37.56817327,126.9699761
미술관,아웃사이트(out_sight),서울특별시 종로구 창경궁로35가길 12,37.58725869,127.0013681
기타,서울무용센터,서울 서대문구 명지2길 14,37.58305984,126.9278729
기타,성북문화재단,서울특별시 성북구 아리랑로12길 4,37.59915583,127.0147745
미술관,사비나미술관,서울특별시 은평구 진관1로 93,37.63012857,126.9292757
기타,잠실창작스튜디오,서울 송파구 올림픽로25 종합운동장 내,37.51647913,127.0729996
문화원,이마트은평점,서울특별시 은평구 은평로 111,37.60035755,126.920192
공연장,롯데콘서트홀,서울특별시 송파구 올림픽로 300,37.51375196,127.1044469
공연장,용산꿈나무종합타운,,37.5386613,126.965508
기타,서교예술실험센터,서울특별시 마포구 잔다리로6길 33,37.55246841,126.9209402
미술관,인사아트센터,서울특별시 종로구 인사동길 41,37.57395229,126.9847624
미술관,갤러리 도올,서울  종로구 팔판동 27-6 ),37.583204,126.981671
미술관,아트선재센터,서울 종로구 율곡로3길 87 아트선재센터,37.57946353,126.9818392
기타,강서지역정보센터,서울  강서구 등촌동 705-4 ),37.5589789,126.847881
기타,노원구청,서울  노원구 상계동 701-1 ),37.654358,127.056473
도서관,노원어린이도서관,서울  노원구 중계동 356 ),37.6582022,127.0766623
기타,동대문구청 아트갤러리,서울  동대문구 용두동 39-9 ),37.574524,127.03965
문화예술회관,유니버설아트센터,서울특별시 광진구 천호대로 664,37.5509798,127.0870952
도서관,강서구립도서관,서울  강서구,37.5478818,126.8599269
공연장,손기정문화체육센터,서울  중구 만리동2가    손기정로 101,37.5555802,126.9649505
문화원,마포문화원,서울특별시 마포구 백범로 227,37.54223042,126.9554912
공연장,국립극단 소극장 판,서울특별시 용산구 청파로 373,37.55314654,126.9682794
미술관,서울시립 북서울미술관,서울특별시 노원구 동일로 1238,37.64066045,127.0668656
기타,용산구 갈월종합사회복지관,서울특별시 용산구 두텁바위로 25,37.54577435,126.9748244
공연장,광림아트센터 장천홀,서울특별시 강남구 압구정로22길 21,37.52424476,127.0267842
도서관,서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20,37.45200217,127.0544427
도서관,내를 건너서 숲으로 도서관,서울시 은평구 증산로 17길 50 내를건너서숲으로도서관,37.591913,126.908152
박물관/기념관,한양도성박물관,서울특별시 종로구 율곡로 283,37.57285709,127.0085126
공연장,동자아트홀,서울특별시 용산구 한강대로 372,37.55167943,126.9729051
기타,은평구청소년문화의집 신나는애프터센터,"서울특별시 은평구 연서로6길 7 (역촌동, 은평구청소년문화의집)",37.6043735,126.9166272
기타,중랑구민회관,서울  중랑구,37.5738058,127.0850044
박물관/기념관,평강성서유물박물관,서울특별시 구로구 오류로8라길 44,37.49195522,126.8440613
미술관,포스코미술관,서울시 강남구 테헤란로 440 포스코센터 지하 1층 포스코미술관,37.5057694,127.0558879
미술관,필갤러리(Fill Gallery),서울특별시 용산구 유엔빌리지길 24,37.5335833,127.0097801
공연장,서울남산국악당,서울  중구 필동2가 84-1,37.55842868,126.9937073
도서관,구로구립개봉도서관,서울특별시 구로구 개봉로16길 30-11,37.48899216,126.8588934
공연장,일신홀,서울특별시 용산구 한남대로 98,37.53716704,127.0055166
공연장,더줌아트센터,서울특별시 용산구 독서당로 111,37.53612286,127.0073076
공연장,구로 꿈나무극장,서울특별시 구로구 구로동로26길 54 4층(구로동),37.48956474,126.8864738
도서관,서울도서관,서울특별시 중구 세종대로 110,37.56631742,126.9778292
기타,용산공예관,서울특별시 용산구 이태원로 274,37.53902726,127.0020755
도서관,강남구립대치도서관,서울특별시 강남구 삼성로 212,37.49961649,127.0659173
기타,서울특별시여성능력개발원,서울특별시 마포구 마포대로 89,37.54323634,126.9497819
공연장,명동예술극장,서울특별시 중구 명동길 35,37.56397613,126.9842173
도서관,금천구립가산도서관,서울특별시 금천구 가산로5길 43,37.47349155,126.8921298
미술관,가나아트센터,서울  종로구 평창동  평창30길 28,37.6121853,126.9750798
공연장,KT&G상상마당 대치,"서울  강남구 대치동  영동대로 416, 코스모타워 3층",37.5069075,127.0650936
미술관,KT&G 상상마당 갤러리,서울특별시 마포구 어울마당로 65,37.5509577,126.921063
공연장,KT체임버홀,서울시 양천구 목동서로 201,37.52945987,126.8711177
미술관,킵인터치,서울특별시 종로구 북촌로1길 13,37.57731339,126.9849464
기타,상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818557,126.9696776
도서관,구로구립 글마루한옥어린이도서관,서울특별시 구로구 고척로27바길 7,37.50691506,126.8456366
기타,우리은행 본점,서울특별시 중구 소공로 51,37.55943835,126.981751
기타,서울책보고,서울특별시 송파구 신천동 14,37.5223926,127.102983
기타,유담헌,서울특별시 종로구 북촌로 76,37.5835776,126.9853994
도서관,용산 백합어린이도서관,서울특별시 용산구 후암로15길 19-22,37.54872075,126.9768001
기타,성동문화재단,서울특별시 성동구 고산자로10길 9,37.55917988,127.0349607
도서관,용산구 효창사랑 작은도서관,서울특별시 용산구 효창원로 160,37.54229828,126.962833
도서관,금천구립독산도서관,서울특별시 금천구 독산로54길 114,37.46758019,126.9081059
기타,서울생각마루,자양동 97-5,37.53100839,127.0642253
도서관,서울휴먼라이브러리,서울특별시 동대문구 서울시립대로 163 서울시립대학교,37.58388985,127.058782
미술관,동덕아트갤러리,서울특별시 종로구 우정국로 68,37.57493292,126.9833159
미술관,동호갤러리,서울특별시 종로구 인사동7길 12,37.57306784,126.9852192
문화원,국기원,서울 강남구 테헤란로7길 32,37.5019899,127.03031
미술관,토포하우스,서울특별시 종로구 인사동11길 6,37.57409513,126.9843245
문화예술회관,아트하우스 모모,서울특별시 서대문구 이화여대길 52,37.56446452,126.9502888
공연장,폼텍웍스홀,서울특별시 마포구 잔다리로3길 34,37.5506957,126.9179163
박물관/기념관,서울함 공원,서울특별시 마포구 마포나루길 407,37.55578806,126.8939537
도서관,강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.49537384,127.0332825
미술관,코리아나미술관,서울특별시 강남구 언주로 827,37.52406916,127.032811
공연장,여의도한강공원물빛무대,서울 영등포구 여의도동 84-1,37.53287894,126.9291297
박물관/기념관,서울하수도과학관,서울 성동구 용답동 250-7,37.5570865,127.0580683
기타,사각사각 플레이스,서울특별시 송파구 한가람로 65,37.51762763,127.0867365
도서관,강동구립천호도서관,서울특별시 강동구 성안로31마길 1,37.54052196,127.1340837
기타,용산구 남영동 자치회관,서울특별시 용산구 두텁바위로 25,37.54577435,126.9748244
기타,용산구 원효로1동 자치회관,서울특별시 용산구 백범로 350,37.53724193,126.9676267
기타,용산구 원효로2동 자치회관,서울특별시 용산구 효창원로8길 3,37.53435322,126.9515483
기타,용산구 효창동 자치회관,서울특별시 용산구 효창원로 161,37.54250925,126.96184
공연장,홍익대 대학로 아트센터,서울특별시 종로구 대학로 57,37.57655858,127.00145
미술관,공갤러리,서울  종로구 인사동 23-2 2-2 (인사동),37.5727833,126.9865375
박물관/기념관,농업박물관,서울  중구 충정로1가 100-707 ),37.5668447,126.9683226
문화원,장충체육관,서울  중구 장충동2가 220-102,37.5581865,127.00679
박물관/기념관,동국대학교 박물관,서울  중구 필동3가 26,37.5582533,127.0023443
박물관/기념관,몽촌역사관,서울 송파구 올림픽로 424,37.5238852,127.1243709
미술관,갤러리 JJ,서울특별시 강남구 논현로 745,37.5183075,127.0283879
도서관,동대문구 답십리도서관,서울특별시 동대문구 서울시립대로4길 75,37.57319264,127.0503605
문화원,노원문화원,서울특별시 노원구 동일로197길 24,37.62879899,127.0698009
