,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,구,Latitude,Longitude
675,라온아트홀,1,206,라온아트홀,206,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로10길 11 (동숭동),37.5818872,127.0028027
677,라율아트홀,1,60,라율아트홀,60,민간(대학로 외),0,서울,서초구,서울특별시 서초구 반포대로 20 (서초동) 2층,37.4824599,127.0126517
678,라이브 썸데이즈홀 (구. 이수ENT),2,346,"이수아트홀 (폐관)
라이브 썸데이즈홀 (구. 이수스타홀)","200
146",민간(대학로),2011,서울,종로구,서울특별시 종로구 대학로12길 10 지하1층,37.5824967,127.0026436
679,라이브 클럽 Amp,1,0,라이브 클럽 Amp,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 와우산로23길 8(서교동),37.5534693,126.924748
680,라이브앤라우드,1,70,라이브앤라우드,70,민간(대학로 외),2004,서울,마포구,서울특별시 마포구 동교로 191(동교동),37.5579695,126.9285154
683,라이브클럽 빵,1,0,라이브클럽 빵,0,민간(대학로 외),1994,서울,마포구,서울특별시 마포구 와우산로29길 12(서교동),37.5548581,126.9292869
684,라이트 하우스,1,0,라이트 하우스,0,민간(대학로 외),0,서울,성북구,서울특별시 성북구 삼선교로10다길 74(삼선동1가),37.5836747,127.0083701
685,라이트씨어터,1,30,라이트씨어터,30,민간(대학로 외),2017,서울,성북구,서울특별시 성북구 삼선교로14길 44 (삼선동2가),37.5862487,127.0102734
686,라이프 씨어터,1,136,라이프 씨어터,136,민간(대학로),2008,서울,종로구,서울특별시 종로구 창경궁로34길 26 (명륜2가),37.5837125,127.0009745
688,라임스퀘어,1,0,라임스퀘어,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 역삼로5길 5(역삼동),37.4941683,127.0321915
689,라트어린이극장,1,200,라트어린이극장,200,민간(대학로 외),2002,서울,강남구,서울특별시 강남구 논현로 164 (도곡동),37.4878966,127.0418197
691,락포티,1,0,락포티,0,민간(대학로 외),0,서울,용산구,서울특별시 용산구 두텁바위로40길 32(후암동),37.5472991,126.9822905
692,랑씨어터,1,77,랑씨어터,77,민간(대학로 외),2017,서울,동대문구,서울특별시 동대문구 회기로 129 (회기동),37.5915953,127.0509296
693,래리치,1,25,래리치,25,민간(대학로 외),0,서울,용산구,서울특별시 용산구 소월로 138 (후암동),37.5482225,126.9758552
694,레드빅스페이스,1,100,레드빅스페이스,100,민간(대학로 외),2015,서울,마포구,서울특별시 마포구 잔다리로6길 5 (서교동),37.5521401,126.9194351
697,레미어린이극장 [금천],1,194,레미어린이극장 [금천],194,민간(대학로 외),2012,서울,금천구,서울특별시 금천구 두산로 71 (독산동),37.4705934,126.8957132
704,로로스페이스,1,50,로로스페이스,50,민간(대학로 외),2018,서울,서초구,서울특별시 서초구 사평대로8길 6-3 (반포동),37.4976858,126.9910924
706,로얄아트홀,1,50,로얄아트홀,50,민간(대학로 외),0,서울,서초구,서울특별시 서초구 서초중앙로 56 (서초동),37.4868706,127.0154068
708,로우키커피 [성수],1,30,로우키커피,30,기타(비공연장),2010,서울,성동구,서울특별시 성동구 뚝섬로1나길 5(성수동1가),37.544442,127.0477666
709,로운아뜨리움(로운아트홀),3,981,"로운아트홀
아뜨리움홀
로운갤러리","619
200
162",민간(대학로 외),0,서울,양천구,서울특별시 양천구 목동서로 225 (목동),37.5270892,126.8706189
710,로즈아트홀,1,76,로즈아트홀,76,민간(대학로 외),2013,서울,노원구,서울특별시 노원구 석계로7길 12-8 (월계동),37.6164002,127.0632743
712,롤링홀,1,200,롤링홀,200,민간(대학로 외),1995,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층,37.548485,126.9201334
719,롯데백화점 [영등포],1,374,문화홀,374,민간(대학로 외),0,서울,중구,서울특별시 영등포구 경인로 846 (영등포동 618-496),37.5159228,126.9073727
721,롯데백화점 [청량리],1,600,8층 롯데문화센터,600,민간(대학로 외),0,서울,동대문구,서울특별시 동대문구 왕산로 214 (전농동),37.5797474,127.0557043
722,롯데백화점 문화홀 [김포공항],1,0,롯데백화점 문화홀 [김포공항],0,민간(대학로 외),0,서울,강서구,서울특별시 강서구 하늘길 지하77(방화동),37.5557019,126.8045874
728,롯데월드,1,0,민속박물관,0,기타(비공연장),0,서울,송파구,서울특별시 송파구 올림픽로 240 (잠실동),37.5079304,127.0861782
729,롯데콘서트홀,1,2036,롯데콘서트홀,2036,민간(대학로 외),2016,서울,송파구,서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단,37.5137161,127.1051931
732,룸씨어터,1,0,룸씨어터,0,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로10길 12(동숭동),37.5833494,127.0043501
733,룸어씨어터,1,0,룸어씨어터,0,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로8가길 30 (동숭동),37.5822932,127.0025237
734,리엠아트센터 LEEAM ART CENTER,2,260,"A HALL
B HALL","150
110",민간(대학로 외),0,서울,강남구,서울특별시 강남구 학동로2길 56 (논현동),37.5079654,127.0236097
736,리코디아 아트홀,1,120,리코디아 아트홀,120,민간(대학로 외),2013,서울,서초구,"서울특별시 서초구 신반포로42길 14 (반포동, 벨라헤이븐)",37.5095815,127.018622
737,링크아트센터,2,900,"페이코홀
벅스홀","500
400",민간(대학로),2022,서울,종로구,서울특별시 종로구 대학로14길 29(혜화동),37.5846112,127.002336
738,마루아트홀,1,118,마루아트홀,118,민간(대학로),2018,서울,종로구,서울특별시 종로구 대학로8가길 30 (동숭동),37.5822932,127.0025237
740,마리아칼라스홀,1,51,마리아칼라스홀,51,민간(대학로 외),2008,서울,강남구,서울특별시 강남구 영동대로 315 (대치동),37.4991887,127.0633458
742,마이라이브홀,1,102,마이라이브홀,102,민간(대학로 외),0,서울,강남구,서울특별시 강남구 논현로 816 (신사동),37.5212749,127.0284551
744,마포구청,1,0,2층 대강당,0,공공(기타),0,서울,마포구,서울특별시 마포구 월드컵로 212 (성산동),37.5617416,126.9071175
745,마포아트센터,3,1054,"아트홀맥
플레이맥
스튜디오3","733
201
120",공공(문예회관),2002,서울,마포구,서울특별시 마포구 대흥로20길 28 (대흥동),37.5513857,126.9447087
746,마포음악창작소,1,50,라이브홀,50,민간(대학로 외),0,서울,마포구,서울특별시 마포구 마포대로 지하238(아현동),37.5544849,126.9562273
747,마포중앙도서관,1,396,마중홀,396,공공(기타),2017,서울,마포구,서울특별시 마포구 성산로 128 (성산동),37.5637867,126.9084724
749,만리동예술인주택,1,50,1층 큰 공간,50,기타(비공연장),2013,서울,중구,서울특별시 중구 만리재로27길 69 (만리동2가),37.5546933,126.9618791
751,맛있는 극장,1,90,맛있는 극장,90,민간(대학로),2010,서울,종로구,서울특별시 종로구 혜화로 4 (혜화동),37.5862367,127.0007573
753,매지클,1,18,매지클,18,민간(대학로 외),2004,서울,강남구,서울특별시 강남구 삼성로61길 30 (대치동),37.4989179,127.0580286
755,맥거핀 서교,1,0,맥거핀 서교,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 양화로7길 28(서교동),37.5519772,126.9146435
757,메이필드호텔,1,300,카라홀,300,기타(비공연장),2003,서울,강서구,서울특별시 강서구 방화대로 94 (외발산동),37.5471123,126.8181901
758,메인이더넷,1,0,와콘TV 공연장,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 봉은사로26길 7(역삼동),37.5064965,127.0332235
760,명동난타극장,1,386,명동난타극장,386,민간(대학로 외),2009,서울,중구,서울특별시 중구 명동길 26 (명동2가),37.5634537,126.9837623
761,명동대성당,3,650,"꼬스트홀
파밀리아 채플
대성전","450
200
0",기타(비공연장),2017,서울,중구,서울특별시 중구 명동길 74 (명동2가) 명동성당,37.563177,126.9873604
762,명보아트홀,5,1468,"하람홀
다온홀
가온홀
라온홀
와일드와일드 전용관","189
318
333
334
294",민간(대학로 외),2008,서울,중구,서울특별시 중구 마른내로 47 (초동),37.563508,126.9927314
764,명작극장 (구 아츠플레이씨어터),2,376,"명작극장 (구 아츠플레이씨어터)
명작극장(구. 명작극장 2관)","173
203",민간(대학로),2017,서울,종로구,서울특별시 종로구 대학로8가길 30 (동숭동),37.5822932,127.0025237
767,모차르트홀,1,201,모차르트홀,201,민간(대학로 외),2004,서울,서초구,서울특별시 서초구 명달로 104 (서초동),37.4864197,127.0045483
768,목동 아이스링크,1,5000,목동 아이스링크,5000,공공(기타),1989,서울,양천구,서울특별시 양천구 안양천 939 (목1동),37.5270981,126.8738365
769,목동청소년수련관,1,334,청소년극장,334,공공(기타),1988,서울,양천구,서울특별시 양천구 목동서로 143 (목동),37.5307355,126.8754829
770,목인박물관,1,0,목인박물관,0,기타(비공연장),0,서울,종로구,서울특별시 종로구 창의문로5길 46-1(부암동),37.5890069,126.9632586
776,몽향라이브홀,1,100,몽향라이브홀,100,기타(비공연장),0,서울,서대문구,서울특별시 서대문구 연세로5다길 10 (창천동),37.5565264,126.9350216
778,무계원,1,35,사랑채,35,기타(비공연장),2014,서울,종로구,서울특별시 종로구 창의문로5가길 2,37.5919416,126.9634808
780,무신사 개러지(구. 왓챠홀),1,230,무신사 개러지(구. 왓챠홀),230,민간(대학로 외),0,서울,마포구,서울특별시 마포구 잔다리로 32(서교동),37.5516113,126.9198371
784,문래예술공장,2,180,"박스씨어터
갤러리M30","100
80",공공(기타),2010,서울,영등포구,서울특별시 영등포구 경인로88길 5-4 (문래동1가) 문래예술공장,37.5131769,126.900143
785,문래재즈IN,1,60,문래재즈IN,60,민간(대학로 외),2012,서울,영등포구,서울특별시 영등포구 도림로 475 (문래동4가),37.5144561,126.889867
786,문릿아워,1,0,문릿아워,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 와우산로11길 9-8 (상수동),37.5485704,126.9222782
788,문엔트리,1,0,문엔트리,0,기타(비공연장),0,서울,서초구,서울특별시 서초구 방배천로18길 10(방배동),37.4825912,126.9832251
793,문화공간 아이원,1,80,운당,80,민간(대학로 외),2013,서울,금천구,서울특별시 금천구 시흥대로 167 (시흥동),37.4487807,126.9023593
794,문화공간 엘림홀,1,230,문화공간 엘림홀,230,민간(대학로),2007,서울,종로구,서울특별시 종로구 이화장길 94 (동숭동),37.579389,127.004791
797,문화비축기지,6,11180,"문화마당
T1 1번 탱크 파빌리온
2번 탱크 실내공연장
T2 야외무대
4번 탱크
원형회의실","10,000
200
300
400
250
30",공공(기타),0,서울,마포구,서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
798,문화역 서울 284,1,100,RTO,100,국립,2011,서울,중구,서울특별시 중구 통일로 1 (봉래동2가),37.5593242,126.9703738
801,문화일보홀,1,260,문화일보홀 (청춘극장),260,민간(대학로 외),1995,서울,중구,서울특별시 중구 새문안로 22 (충정로1가),37.5665004,126.9682574
802,문화정원 아트홀,1,200,문화정원 아트홀,200,민간(대학로 외),2015,서울,금천구,서울특별시 금천구 가산로 61 (독산동),37.4718517,126.8959292
804,뭇(moot),1,0,뭇(moot) 3층,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 강남대로162길 41-15 (신사동),37.5217063,127.0210362
805,뭐든지 소극장,1,30,뭐든지 소극장,30,민간(대학로 외),2021,서울,종로구,서울특별시 종로구 창신길 119 (창신동),37.5766917,127.0100169
811,뮤직앤아트스튜디오,1,20,뮤직앤아트스튜디오,20,민간(대학로 외),0,서울,동작구,"서울특별시 동작구 사당로 300 (사당동, 이수자이)",37.4843975,126.9804278
812,뮤직클락홀,1,0,뮤직클락홀,0,민간(대학로 외),0,서울,서초구,서울특별시 서초구 사평대로 365 (반포동),37.5043052,127.022901
817,미마지아트센터,3,282,"물빛극장
풀빛극장(오아시스극장)
눈빛극장","0
0
282",민간(대학로),2008,서울,종로구,서울특별시 종로구 혜화로 17 (명륜1가),37.5871032,126.9997925
819,미아리고개예술극장(구 미아리예술극장),1,90,미아리고개예술극장(구 미아리예술극장),90,공공(기타),2009,서울,성북구,서울특별시 성북구 동소문로 177 (돈암동),37.5977955,127.0182829
824,민속극장풍류,1,164,민속극장풍류,164,공공(기타),1997,서울,강남구,서울특별시 강남구 봉은사로 406 (삼성동),37.5102289,127.0446484
825,민송아트홀 (구. 브로드웨이아트홀),2,466,"1관
2관","272
194",민간(대학로),2017,서울,종로구,서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 6층,37.5839645,127.002167
831,바탕골소극장,1,192,바탕골소극장,192,민간(대학로),1986,서울,종로구,서울특별시 종로구 대학로10길 5 (동숭동),37.5836252,127.0048729
836,반쥴,1,70,반쥴,70,기타(비공연장),0,서울,종로구,서울특별시 종로구 삼일대로17길 23 (관철동),37.5692075,126.9883913
837,반포심산아트홀,1,405,반포심산아트홀,405,공공(기타),2011,서울,서초구,서울특별시 서초구 사평대로 55 (반포동),37.4988349,126.9912435
841,백남아트홀,1,208,백남아트홀,208,민간(대학로 외),2009,서울,성동구,서울특별시 성동구 살곶이길 200 (사근동) 한양여자대학 백남아트홀,37.5586668,127.0498872
844,백석예술대학교,1,376,백석아트홀,376,민간(대학로 외),0,서울,서초구,서울특별시 서초구 효령로 114 (방배동),37.4807628,126.9966612
845,백암아트홀,1,417,백암아트홀,417,민간(대학로 외),2004,서울,강남구,서울특별시 강남구 테헤란로113길 7 (삼성동),37.5105376,127.0659125
846,백지장 [신도림 지하철],1,40,백지장 [신도림 지하철],40,민간(대학로 외),0,서울,영등포구,서울특별시 영등포구 경인로72길 4 (문래동2가),37.5129548,126.8958894
849,버금아트센터,1,90,버금아트센터,90,민간(대학로 외),0,서울,광진구,서울특별시 광진구 능동로 259(군자동),37.5518371,127.0751318
851,번동 금강빌라,1,0,203호,0,기타(비공연장),0,서울,강북구,서울특별시 강북구 오현로25나길 34 (번동),37.6270119,127.0359191
854,베아오페라음악예술원,1,0,베어홀,0,민간(대학로 외),0,서울,서초구,서울특별시 서초구 강남대로 263 (서초동),37.4869088,127.0323646
856,베이스먼트원(VASSMENTONE),1,0,베이스먼트원(VASSMENTONE),0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 선릉로 837(신사동),37.5233874,127.0291182
857,베짱이홀,1,200,베짱이홀,200,민간(대학로 외),2013,서울,마포구,서울특별시 마포구 독막로15길 3-12 (상수동),37.5485415,126.9216217
859,벨로주 [망원],1,65,벨로주 [망원],65,민간(대학로 외),2018,서울,마포구,서울특별시 마포구 포은로 117 (망원동),37.5574183,126.9042672
860,벨로주 [홍대] (구. 왓에버),1,123,벨로주 [홍대] (구. 왓에버),123,민간(대학로 외),2008,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동),37.5524282,126.9188166
861,벨지움 재즈카페,1,0,벨지움 재즈카페,0,기타(비공연장),0,서울,강남구,서울특별시 강남구 테헤란로83길 20(삼성동),37.5087784,127.0576509
865,별빛소극장,1,110,별빛소극장,110,민간(대학로 외),0,서울,마포구,서울특별시 마포구 와우산로 117 (서교동),37.5536267,126.9263948
878,복합공간 에무,2,150,"팡타 개라지
야외 뒷뜰(은하수 공연장)","100
50",민간(대학로 외),2010,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가),37.5720797,126.9690221
879,복합공간 우리누리아트홀,1,0,복합공간 우리누리아트홀,0,민간(대학로 외),0,서울,관악구,서울특별시 관악구 관악로 105 (봉천동),37.4746071,126.9526133
881,복합문화공간 미인도,1,50,복합문화공간 미인도,50,민간(대학로 외),2015,서울,성북구,서울특별시 성북구 동소문로28길 36 (동선동3가),37.5955046,127.0208066
882,복합문화공간 사유,1,0,복합문화공간 사유,0,민간(대학로 외),2017,서울,용산구,서울특별시 용산구 이태원로54길 5 (한남동),37.5380507,127.0019398
883,복합한옥공간 곳,1,0,복합한옥공간 곳,0,기타(비공연장),0,서울,종로구,서울특별시 종로구 계동길 52-11 (계동),37.5797001,126.9873574
884,봄날아트홀(구. 아리랑소극장),2,252,"2관(지하2층)
1관(지하1층)","129
123",민간(대학로),1996,서울,종로구,서울특별시 종로구 동숭길 39 (동숭동),37.5799967,127.0042474
891,부띠크 모나코 뮤지엄,1,0,부띠크 모나코 뮤지엄,0,기타(비공연장),0,서울,서초구,서울특별시 서초구 서초대로 397(서초동),37.4974995,127.0245281
906,부암아트홀,1,120,부암아트홀,120,민간(대학로 외),1995,서울,종로구,서울특별시 종로구 자하문로 242 (부암동),37.5930795,126.9652657
914,북극곰소극장(구.아뮤스소극장),1,37,북극곰소극장(구.아뮤스소극장),37,민간(대학로),2019,서울,종로구,서울특별시 종로구 이화장1길 24 (이화동),37.5773844,127.0057301
916,북쌔즈 복합문화공간,1,100,북쌔즈 복합문화공간,100,민간(대학로 외),2018,서울,강남구,서울특별시 강남구 테헤란로 311 (역삼동),37.5038296,127.044828
917,북아현아트홀,1,206,북아현아트홀,206,공공(기타),2021,서울,서대문구,서울특별시 서대문구 북아현로 51(북아현동),37.5618573,126.9554332
918,북촌나래홀,1,160,북촌나래홀,160,민간(대학로 외),2010,서울,종로구,서울특별시 종로구 창덕궁길 29 - 38,37.5788491,126.9884476
919,북촌아트홀,1,140,북촌아트홀,140,민간(대학로 외),2010,서울,종로구,서울특별시 종로구 창덕궁길 29-4 (원서동),37.5789636,126.9889818
920,북촌창우극장,1,100,북촌창우극장,100,민간(대학로 외),1993,서울,종로구,서울특별시 종로구 창덕궁길 29-6 (원서동),37.5789052,126.9888613
926,불과얼음 뮤지컬 워크숍극장,1,80,불과얼음 뮤지컬 워크숍극장,80,민간(대학로 외),2012,서울,마포구,서울특별시 마포구 포은로 14 (합정동) 수성빌딩 B102호,37.5494824,126.9093061
927,브람스앤리스트,1,0,B&L홀,0,민간(대학로 외),0,서울,서초구,서울특별시 서초구 반포대로 10 (서초동),37.4816551,127.0129882
928,브러쉬씨어터(롯데서울숲IT캐슬),1,120,브러쉬씨어터(롯데서울숲IT캐슬),120,민간(대학로 외),2018,서울,성동구,서울특별시 성동구 광나루로 130 (성수동1가),37.5509988,127.0447778
930,브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),1,202,브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),202,민간(대학로),2007,서울,종로구,서울특별시 종로구 대학로8길 25 (동숭동),37.5828177,127.0039219
931,블라인드아트홀,1,70,블라인드아트홀,70,민간(대학로 외),2019,서울,광진구,서울특별시 광진구 아차산로 331-1 (자양동),37.531692,127.074516
932,블루라이트 라이브 홀,1,100,블루라이트 라이브 홀,100,민간(대학로 외),2011,서울,마포구,서울특별시 마포구 어울마당로 94-8 (서교동),37.5531143,126.9221592
933,블루스퀘어,4,3405,"신한카드홀(구. 인터파크홀)
Mastercard Hall(구.아이마켓홀)
카오스홀
NEMO","1,766
1,373
266
0",민간(대학로 외),2011,서울,용산구,서울특별시 용산구 이태원로 294 (한남동),37.5407031,127.0026478
945,사다리움직임연구소,1,0,스튜디오,0,민간(대학로),1998,서울,성북구,서울특별시 성북구 창경궁로35다길 90 (성북동),37.5917075,127.0018514
946,사당역,1,0,사당역,0,기타(비공연장),0,서울,동작구,서울특별시 동작구 남부순환로 지하2089(사당동),37.485622,126.9723172
948,사랑의교회,1,0,사랑의교회,0,기타(비공연장),0,서울,서초구,서울특별시 서초구 반포대로 121(서초동),37.4913242,127.0073386
949,사랑하니까 이야기다,1,25,사랑하니까 이야기다,25,민간(대학로 외),2016,서울,마포구,서울특별시 마포구 동교로 240 (연남동)서울특별시 마포구 연남동  260-28 계림빌딩,37.5612973,126.9244542
954,산성교회,1,400,산성교회,400,기타(비공연장),1971,서울,마포구,서울특별시 마포구 마포대로 197-3 (아현동),37.5550693,126.9523719
955,산울림소극장,1,100,산울림소극장,100,민간(대학로 외),1985,서울,마포구,서울특별시 마포구 와우산로 157 (서교동),37.5550758,126.930102
957,살레시오교육영성센터,1,0,마리아홀,0,민간(대학로 외),0,서울,영등포구,서울특별시 영등포구 신길로 93(신길동),37.5015884,126.9090208
962,삼모아트센터,1,94,라비니아홀,94,민간(대학로 외),2012,서울,관악구,서울특별시 관악구 신원로 35 (신림동),37.4822382,126.9289185
963,삼일로창고극장,1,50,삼일로창고극장,50,민간(대학로 외),1975,서울,중구,서울특별시 중구 삼일대로9길 12 (저동1가),37.5650378,126.9882055
965,삼청각,1,150,일화당,150,기타(비공연장),1972,서울,성북구,서울특별시 성북구 대사관로 3,37.5971439,126.9843219
966,삼청로 146,1,50,삼청로 146,50,민간(대학로 외),2015,서울,종로구,서울특별시 종로구 삼청로 146 (삼청동),37.5882179,126.9819617
967,삼형제극장(환상극장),1,130,삼형제극장(환상극장),130,민간(대학로),2009,서울,종로구,서울특별시 종로구 이화장길 72 (동숭동),37.5785059,127.0046483
969,상명아트센터,2,1781,"계당홀
대신홀","1,464
317",민간(대학로 외),2009,서울,종로구,서울특별시 종로구 홍지문2길 20 (홍지동),37.602823,126.9550432
970,상명아트홀,2,270,"1관
2관","176
94",민간(대학로),2001,서울,종로구,서울특별시 종로구 동숭길 133 (동숭동),37.5833504,127.0027297
971,상상나라극장,1,212,상상나라극장,212,민간(대학로 외),0,서울,광진구,서울특별시 광진구 능동로 216 (능동),37.5495886,127.081578
974,상설무대 우리소리소극장,1,100,상설무대 우리소리소극장,100,민간(대학로 외),1993,서울,마포구,서울특별시 마포구 월드컵북로5가길 8-7 (서교동),37.556765,126.9182533
975,상암월드컵공원,1,200,수변무대,200,공공(기타),2002,서울,마포구,서울특별시 마포구 하늘공원로 108-1 (상암동),37.570908,126.8784506
978,샤론홀,1,150,샤론홀,150,민간(대학로 외),0,서울,서초구,서울특별시 서초구 서초대로40길 49(서초동),37.4894637,127.0082
979,샤롯데씨어터,1,1230,샤롯데씨어터,1230,민간(대학로 외),2006,서울,송파구,서울특별시 송파구 올림픽로 240 (잠실동),37.5079304,127.0861782
980,서강대 메리홀,2,528,"대극장
소극장","428
100",민간(대학로 외),1970,서울,마포구,서울특별시 마포구 백범로 35 서강대학교,37.5512304,126.9392743
981,서경대학교 공연예술센터,2,616,"스콘2관
스콘1관","264
352",민간(대학로),2018,서울,종로구,서울특별시 종로구 동숭길 148 (혜화동),37.5835156,127.0021666
982,서경대학교 문예관,1,439,문예홀,439,민간(대학로 외),1947,서울,성북구,서울특별시 성북구 서경로 124 (정릉동),37.6151112,127.0124279
986,서대문문화체육회관,2,739,"대극장
소극장","589
150",공공(문예회관),1993,서울,서대문구,서울특별시 서대문구 백련사길 39 (홍은동),37.5832608,126.9303605
988,서리풀 아트홀,1,100,서리풀 아트홀,100,민간(대학로 외),0,서울,서초구,서울특별시 서초구 반포대로9길 30(서초동),37.4831376,127.0099718
992,서서울예술교육센터,4,0,"미디어랩
스튜디오 A
스튜디오 B
스튜디오 C","0
0
0
0",민간(대학로 외),2016,서울,양천구,서울특별시 양천구 남부순환로64길 2(신월동),37.528504,126.8322143
993,서연아트홀(구. 인아소극장),1,154,서연아트홀(구. 인아소극장),154,민간(대학로),2013,서울,종로구,서울특별시 종로구 창경궁로 258 - 9,37.5839058,127.0005886
994,서완소극장(구. 씨어터고리),1,107,서완소극장(구. 씨어터고리),107,민간(대학로),2009,서울,종로구,서울특별시 종로구 창경궁로34길 18-12,37.5842084,127.0004516
995,서울고속버스터미널,1,0,FB씨어터,0,민간(대학로 외),0,서울,서초구,서울특별시 서초구 신반포로 194(반포동),37.5055182,127.0070626
996,서울교육대학교,1,454,종합문화관,454,공공(기타),2003,서울,서초구,서울특별시 서초구 서초중앙로 96 (서초동),37.4901737,127.0162346
997,서울글로벌문화체험센터,1,180,해치홀,180,공공(기타),2009,서울,중구,서울특별시 중구 명동8길 27 (명동2가),37.5624994,126.9851619
998,서울대학교,2,0,"대운동장
특설무대","0
0",국립,0,서울,관악구,서울특별시 관악구 관악로 1 (신림동),37.480967,126.953148
999,서울돈화문국악당,1,140,서울돈화문국악당,140,공공(기타),2016,서울,종로구,서울특별시 종로구 율곡로 102 - 0,37.5772505,126.9907318
1001,서울마포음악창작소(구.뮤지스땅스),1,50,라이브홀,50,민간(대학로 외),2014,서울,마포구,서울특별시 마포구 마포대로 238 (아현동) 지하,37.5552092,126.9577309
1002,서울문화재단 대학로극장 쿼드(예술청),2,422,"서울문화재단 대학로극장 쿼드(예술청)
프로젝트룸(5층)","372
50",공공(문예회관),2022,서울,종로구,서울특별시 종로구 동숭길 122(동숭동),37.5836681,127.0036988
1003,서울생활문화센터 서교,1,162,서교스퀘어,162,민간(대학로 외),2020,서울,마포구,서울특별시 마포구 양화로 72(서교동),37.5507977,126.9167221
1004,서울생활문화센터 신도림 지하 소극장,1,0,서울생활문화센터 신도림 지하 소극장,0,민간(대학로 외),0,서울,구로구,서울특별시 구로구 새말로 지하117-21(신도림동),37.5088099,126.8912061
1005,서울숲 스튜디오301,1,0,서울숲 스튜디오301,0,민간(대학로 외),2021,서울,성동구,서울특별시 성동구 서울숲길 36(성수동1가),37.5477087,127.0409978
1006,서울시립광진청소년수련관,2,370,"대극장
소극장","300
70",공공(기타),2008,서울,광진구,서울특별시 광진구 구천면로 2 (광장동) 광진청소년수련관,37.5463451,127.106152
1007,서울시립대학교,1,300,음악관,300,공공(기타),1987,서울,동대문구,서울특별시 동대문구 서울시립대로 163 (전농동),37.5834233,127.0600271
1008,서울시민청,1,100,바스락홀,100,공공(기타),0,서울,중구,서울특별시 중구 세종대로 110 (태평로1가),37.5677018,126.9772803
1009,서울시산악문화체험센터,2,80,"기획전시실
시청각실","0
80",기타(비공연장),0,서울,마포구,서울특별시 마포구 하늘공원로 112(상암동),37.5692914,126.8798324
1010,서울아트센터,1,1083,도암홀,1083,민간(대학로 외),2023,서울,종로구,서울특별시 종로구 평창문화로 70 (평창동),37.6055589,126.9693877
1011,서울애니메이션센터,1,179,애니시네마 상영관,179,공공(기타),2005,서울,중구,서울특별시 중구 소공로 48 서울애니메이션센터,37.5597724,126.9830438
1012,서울여자대학교,1,0,인문사회관 인사랑당,0,민간(대학로 외),0,서울,노원구,서울특별시 노원구 화랑로 621(공릉동),37.6277725,127.0904878
1014,서울월드컵경기장,1,0,서울월드컵경기장,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 월드컵로 240(성산동),37.5592762,126.9138751
1016,서울호서예술실용전문학교,1,0,HAC 아트홀,0,민간(대학로 외),0,서울,강서구,서울특별시 강서구 강서로 505(가양동),37.5705787,126.8414148
1019,서초구청,1,0,특설무대,0,국립,0,서울,서초구,서울특별시 서초구 남부순환로 2584(서초동),37.4837426,127.0325868
1020,서초문화예술회관(구. 서초구민회관),1,690,아트홀(대강당),690,공공(문예회관),1989,서울,서초구,서울특별시 서초구 강남대로 201 (양재동) 서초구민회관,37.4701663,127.0326379
1021,서초아트센터,1,70,서초아트홀,70,민간(대학로 외),0,서울,서초구,서울특별시 서초구 효령로 349-5(서초동),37.4870198,127.0219546
1025,선돌극장,1,130,선돌극장,130,민간(대학로),2007,서울,종로구,서울특별시 종로구 혜화로5길 5 (명륜1가),37.5868263,126.9997671
1026,선릉문화공간 제이드409,1,80,선릉문화공간 제이드409,80,민간(대학로 외),2022,서울,강남구,서울특별시 강남구 테헤란로 409(삼성동),37.5054927,127.0504299
1027,선릉아트홀(구. 아트홀 가얏고을),1,77,선릉아트홀(구. 아트홀 가얏고을),77,민간(대학로 외),2017,서울,강남구,서울특별시 강남구 테헤란로 337 (역삼동),37.5047883,127.0484604
1028,선릉유아트홀,1,0,선릉유아트홀,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 선릉로 533(역삼동),37.5068696,127.0467575
1031,설렘아트홀,1,50,설렘아트홀,50,민간(대학로 외),0,서울,광진구,서울특별시 광진구 능동로19길 23(화양동),37.5469527,127.0672289
1032,설치극장 정미소 (폐관),1,168,설치극장 정미소 (폐관),168,민간(대학로),2002,서울,종로구,서울특별시 종로구 이화장길 66 (동숭동),37.5782395,127.0047332
