공연시설명,세부공연시설명,좌석수,공연건수,개막편수,상연횟수,총 티켓판매수,시설특성,주소,Latitude,Longitude
한예극장,합계,200,9,9,49,2034,민간(대학로),서울특별시 종로구 이화장길 66(동숭동),37.5782395,127.0047332
SAC 아트홀,합계,295,5,5,9,1945,민간(대학로 외),서울특별시 강남구 삼성로 534 (삼성동),37.513975,127.0561274
송파어린이문화회관,합계,154,4,4,101,1704,공공(기타),서울특별시 송파구 중대로 235(오금동),37.5027491,127.128403
2001 아울렛키즈홀 [구로],합계,100,2,1,24,1592,민간(대학로 외),서울특별시 구로구 중앙로1길 36 (고척동),37.4981005,126.8626639
일지아트홀,합계,240,10,10,11,1580,민간(대학로 외),서울특별시 강남구 선릉로 806 (청담동) 킹콩빌딩 지하2층,37.5238585,127.039623
강북문화예술회관 강북진달래홀,합계,171,7,7,16,1562,공공(기타),서울특별시 강북구 삼각산로 85(수유동),37.6407905,127.0134278
공감센터,합계,1024,2,2,2,1461,민간(대학로 외),서울특별시 중구 퇴계로88길 38 (신당동),37.5640589,127.0202613
창조소극장 (구. 민아트홀),합계,100,13,13,131,1455,민간(대학로),서울특별시 종로구 창경궁로 259 (명륜2가),37.5846997,126.9990412
삼청각,합계,150,11,11,38,1432,기타(비공연장),서울특별시 성북구 대사관로 3,37.5971439,126.9843219
스튜디오76(구 이랑씨어터),합계,210,14,13,113,1402,민간(대학로),서울특별시 종로구 이화장길 99 (동숭동),37.5796956,127.0042901
엠스테이지(구.인사아트홀),합계,176,5,5,289,1400,민간(대학로 외),서울특별시 종로구 인사동길 34-1 (관훈동),37.5741575,126.984682
경향아트힐,1관,292,1,1,207,1366,민간(대학로 외),서울특별시 중구 정동길 3 (정동),37.5681697,126.9699923
경향아트힐,합계,1652,1,1,207,1366,민간(대학로 외),서울특별시 중구 정동길 3 (정동),37.5681697,126.9699923
연극실험실 혜화동1번지,합계,70,14,14,84,1260,민간(대학로),서울특별시 종로구 창경궁로35길 7 (혜화동),37.589711,127.0003309
스위스그랜드호텔,컨벤션홀,800,1,1,2,1241,기타(비공연장),서울특별시 서대문구 연희로 353 (홍은동),37.5891802,126.935254
스위스그랜드호텔,합계,1500,1,1,2,1241,기타(비공연장),서울특별시 서대문구 연희로 353 (홍은동),37.5891802,126.935254
극장 동국,합계,84,15,15,173,1210,민간(대학로),서울특별시 종로구 창경궁로 259,37.5845541,127.000041
신촌문화발전소,합계,80,13,13,54,1192,공공(기타),서울특별시 서대문구 연세로2나길 57 (창천동),37.5579585,126.9397595
대학로 마로니에소극장(플레이더씨어터),합계,130,5,4,137,1168,민간(대학로),서울특별시 종로구 동숭길 50 (동숭동),37.5805863,127.0045827
성북구민회관,합계,750,3,3,11,1141,공공(기타),서울특별시 성북구 성북로4길 177 - 0 성북구민회관,37.5951707,127.008438
동덕여자대학교 백주년기념관,합계,650,1,1,2,1088,민간(대학로 외),서울특별시 성북구 화랑로13길 60 (하월곡동),37.6045357,127.0376377
대한성공회 서울주교좌성당,합계,200,5,5,5,1074,민간(대학로 외),서울특별시 중구 세종대로21길 15 (정동),37.5680679,126.971572
아름다운극장,합계,100,11,10,91,1020,민간(대학로),서울특별시 종로구 성균관로4길 48 (명륜2가),37.5856618,126.9985383
예술가의 집,합계,100,17,17,21,977,국립,서울특별시 종로구 동숭길 3 (동숭동),37.5800891,127.0029816
서초문화예술회관(구. 서초구민회관),합계,690,2,2,2,931,공공(문예회관),서울특별시 서초구 강남대로 201 (양재동) 서초구민회관,37.4701663,127.0326379
명동대성당,파밀리아 채플,200,5,5,5,560,기타(비공연장),서울특별시 중구 명동길 74 (명동2가) 명동성당,37.563177,126.9873604
명동대성당,합계,650,6,6,6,910,기타(비공연장),서울특별시 중구 명동길 74 (명동2가) 명동성당,37.563177,126.9873604
삼일로창고극장,합계,50,9,9,52,841,민간(대학로 외),서울특별시 중구 삼일대로9길 12 (저동1가),37.5650378,126.9882055
문화정원 아트홀,합계,200,7,7,7,814,민간(대학로 외),서울특별시 금천구 가산로 61 (독산동),37.4718517,126.8959292
피카소소극장,합계,109,12,12,100,784,민간(대학로),서울특별시 종로구 대학로11길 38-11 (명륜4가),37.5827129,127.0008
서울아트센터,합계,1083,4,4,4,766,민간(대학로 외),서울특별시 종로구 평창문화로 70 (평창동),37.6055589,126.9693877
졸탄극장,합계,179,2,2,48,760,민간(대학로),서울특별시 종로구 이화장길 58 (이화동),37.5778949,127.0046297
매지클,합계,18,2,0,109,742,민간(대학로 외),서울특별시 강남구 삼성로61길 30 (대치동),37.4989179,127.0580286
민속극장풍류,합계,164,9,9,11,730,공공(기타),서울특별시 강남구 봉은사로 406 (삼성동),37.5102289,127.0446484
예술나무씨어터(구. 상상나눔씨어터),합계,232,4,4,52,726,민간(대학로 외),"서울특별시 구로구 구로중앙로 134 (구로동, 신구로자이나인스에비뉴)",37.5000786,126.8840596
복합공간 에무,팡타 개라지,100,19,19,19,413,민간(대학로 외),서울특별시 종로구 경희궁1가길 7 (신문로2가),37.5720797,126.9690221
복합공간 에무,야외 뒷뜰(은하수 공연장),50,13,13,13,241,민간(대학로 외),서울특별시 종로구 경희궁1가길 7 (신문로2가),37.5720797,126.9690221
극장 봄 (봄소극장),합계,55,11,10,69,631,민간(대학로),서울특별시 성북구 삼선교로 14 (삼선동1가),37.5875782,127.0073115
놀터예술공방,합계,50,13,13,66,618,민간(대학로),서울특별시 성북구 성북로2길 21 - 0 태고종선부암,37.5895127,127.0070338
스튜디오SK,합계,80,8,8,57,614,민간(대학로),서울특별시 종로구 성균관로 15-10 (명륜3가),37.5839069,126.997126
미아리고개예술극장(구 미아리예술극장),합계,90,5,5,28,613,공공(기타),서울특별시 성북구 동소문로 177 (돈암동),37.5977955,127.0182829
CTS아트홀,합계,404,5,5,5,612,민간(대학로 외),서울특별시 동작구 노량진로 100 (노량진동),37.5129482,126.9370009
설렘아트홀,합계,50,5,5,22,612,민간(대학로 외),서울특별시 광진구 능동로19길 23(화양동),37.5469527,127.0672289
얼라이브홀(구. 크랙홀),합계,130,11,11,12,588,민간(대학로 외),서울특별시 마포구 독막로7길 20 (서교동) 지하1층,37.5487062,126.9191557
"SCC홀(구. DS홀, 서울바로크챔버홀)",합계,200,9,9,9,585,민간(대학로 외),서울특별시 서초구 남부순환로325길 9,37.4817433,127.0144813
공상온도,합계,80,9,9,13,574,기타(비공연장),서울특별시 마포구 동교로23길 40 (동교동),37.5576565,126.9198014
뜻밖의 극장(구. 해우소소극장),합계,65,14,14,78,571,민간(대학로 외),서울특별시 성북구 동소문로20나길 27 (동선동1가),37.5925057,127.0181445
섬유센터,합계,600,2,2,4,571,민간(대학로 외),서울특별시 강남구 테헤란로 518 (대치동),37.5074573,127.0606353
플랫폼-엘 컨템포러리 아트센터,합계,172,6,6,14,568,민간(대학로 외),서울특별시 강남구 언주로133길 11 (논현동),37.5113471,127.0288101
성북정보도서관,합계,80,5,5,27,565,공공(기타),서울특별시 성북구 화랑로18자길 13 (상월곡동),37.6050025,127.0507423
플랫폼 창동 61,합계,150,2,2,3,546,공공(기타),서울특별시 도봉구 마들로11길 74 (창동),37.6542381,127.0485317
서울생활문화센터 서교,합계,162,3,3,6,529,민간(대학로 외),서울특별시 마포구 양화로 72(서교동),37.5507977,126.9167221
강남구민회관,합계,516,2,2,3,520,공공(기타),서울특별시 강남구 삼성로 154 (대치동),37.4938496,127.06415
성균소극장,성균소극장,100,12,11,57,520,민간(대학로),서울특별시 종로구 성균관로 12-3 (명륜2가),37.5846997,126.9990412
성균소극장,합계,180,12,11,57,520,민간(대학로),서울특별시 종로구 성균관로 12-3 (명륜2가),37.5846997,126.9990412
창작플랫폼 경험과 상상,합계,50,7,7,35,518,민간(대학로 외),서울특별시 영등포구 선유동2로 46 (당산동5가),37.533081,126.8983856
남대문교회,합계,400,1,1,1,500,민간(대학로 외),서울특별시 중구 퇴계로 6 (남대문로5가),37.5582275,126.9731367
윤당아트홀,1관,260,3,3,5,492,민간(대학로 외),서울특별시 강남구 언주로 844 (신사동),37.5256443,127.0338682
윤당아트홀,합계,410,3,3,5,492,민간(대학로 외),서울특별시 강남구 언주로 844 (신사동),37.5256443,127.0338682
SILICA GEL VINYL POP-UP,합계,100,1,1,2,490,민간(대학로 외),서울특별시 마포구 와우산로33길 27 (서교동),37.555558,126.928879
서완소극장(구. 씨어터고리),합계,107,4,4,27,483,민간(대학로),서울특별시 종로구 창경궁로34길 18-12,37.5842084,127.0004516
G스페이스홀(지스페이스홀),합계,55,8,8,11,432,민간(대학로 외),서울특별시 마포구 포은로 14 (합정동),37.5494824,126.9093061
헤르만아트홀,합계,120,11,11,31,423,민간(대학로 외),"서울특별시 성동구 상원6나길 24(성수동1가, 청호 서울숲 뜨레피움 오피스텔)",37.5478774,127.0500656
국제아트홀,합계,170,3,3,3,410,민간(대학로 외),서울특별시 강남구 압구정로 162 (신사동),37.5262974,127.0274473
중앙대학교 아트센터,대극장(중앙아트홀),491,1,1,1,409,민간(대학로 외),서울특별시 동작구 흑석로 84 (흑석동),37.5045563,126.9569379
중앙대학교 아트센터,합계,595,1,1,1,409,민간(대학로 외),서울특별시 동작구 흑석로 84 (흑석동),37.5045563,126.9569379
청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장),합계,114,2,1,36,385,민간(대학로),서울특별시 종로구 동숭길 47 (동숭동),37.5803593,127.0042622
벨로주 [망원],합계,65,7,7,8,380,민간(대학로 외),서울특별시 마포구 포은로 117 (망원동),37.5574183,126.9042672
피움스튜디오,합계,40,6,6,26,354,민간(대학로 외),서울특별시 영등포구 영등포로34길 3 (영등포동4가),37.5199483,126.9024612
문화비축기지,2번 탱크 실내공연장,300,1,1,3,208,공공(기타),서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
문화비축기지,4번 탱크,250,1,0,3,64,공공(기타),서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
문화비축기지,T1 1번 탱크 파빌리온,200,2,2,3,36,공공(기타),서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
문화비축기지,T2 야외무대,400,1,1,1,15,공공(기타),서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
문화비축기지,합계,11180,5,4,10,323,공공(기타),서울특별시 마포구 증산로 87 (성산동),37.5713027,126.8939106
엠팟홀 (구. 삼익아트홀),엠팟홀 (구. 삼익아트홀),150,4,4,5,201,민간(대학로 외),서울특별시 강남구 학동로 171 (논현동) 삼익악기빌딩 3층,37.5141299,127.0291812
엠팟홀 (구. 삼익아트홀),합계,150,6,6,7,322,민간(대학로 외),서울특별시 강남구 학동로 171 (논현동) 삼익악기빌딩 3층,37.5141299,127.0291812
을지공간,합계,45,4,4,29,322,민간(대학로 외),서울특별시 중구 창경궁로5길 5 (을지로4가),37.5671023,126.9976871
김희수아트센터,합계,198,5,5,6,308,민간(대학로 외),서울특별시 동대문구 홍릉로 118 (청량리동),37.5905181,127.042821
동자아트홀,합계,157,2,2,2,298,민간(대학로 외),"서울특별시 용산구 한강대로 372 (동자동, 센트레빌아스테리움서울)",37.5520713,126.9724315
씨어터 송,합계,100,5,5,25,285,민간(대학로 외),서울특별시 서초구 법원로3길 22 (서초동),37.4932388,127.0082602
문래예술공장,박스씨어터,100,4,4,24,276,공공(기타),서울특별시 영등포구 경인로88길 5-4 (문래동1가) 문래예술공장,37.5131769,126.900143
문래예술공장,합계,180,4,4,24,276,공공(기타),서울특별시 영등포구 경인로88길 5-4 (문래동1가) 문래예술공장,37.5131769,126.900143
베짱이홀,합계,200,10,10,10,275,민간(대학로 외),서울특별시 마포구 독막로15길 3-12 (상수동),37.5485415,126.9216217
블라인드아트홀,합계,70,1,1,5,266,민간(대학로 외),서울특별시 광진구 아차산로 331-1 (자양동),37.531692,127.074516
가온스테이지,합계,60,9,9,10,255,민간(대학로 외),서울특별시 마포구 잔다리로 59(서교동),37.5530877,126.9174838
옵신 스페이스(구. 서촌공간 서로),합계,70,2,2,15,231,민간(대학로 외),서울특별시 종로구 필운대로7길 12 (옥인동),37.5815867,126.9678759
모차르트홀,합계,201,6,6,6,222,민간(대학로 외),서울특별시 서초구 명달로 104 (서초동),37.4864197,127.0045483
스카이아트홀,합계,980,3,3,5,214,민간(대학로 외),서울특별시 강서구 화곡로63길 65(등촌동),37.5579756,126.8492306
성북마을극장,합계,80,2,2,11,212,민간(대학로),서울특별시 성북구 동소문로20다길 10 (동선동1가),37.5916466,127.017342
소셜베뉴 라움,체임버홀,384,3,2,15,103,민간(대학로 외),서울특별시 강남구 언주로 564 (역삼동) 라움아트센터,37.5081914,127.0395701
소셜베뉴 라움,마제스틱볼룸,828,5,5,5,102,민간(대학로 외),서울특별시 강남구 언주로 564 (역삼동) 라움아트센터,37.5081914,127.0395701
소셜베뉴 라움,합계,1562,8,7,20,205,민간(대학로 외),서울특별시 강남구 언주로 564 (역삼동) 라움아트센터,37.5081914,127.0395701
M극장,합계,150,1,1,4,201,민간(대학로 외),서울특별시 강남구 논현로4길 36 (개포동),37.4736878,127.0529479
아이러브아트홀,합계,80,4,4,4,192,민간(대학로 외),서울특별시 강남구 압구정로32길 30 (신사동),37.5258146,127.0297725
대교타워 아이레벨홀,합계,274,1,1,2,181,민간(대학로 외),서울특별시 관악구 보라매로3길 23 (봉천동),37.4911264,126.925594
공간 222,합계,33,5,4,29,168,민간(대학로 외),서울특별시 성북구 동소문로 24 (동소문동2가),37.5883577,127.0065274
후케즈,합계,140,8,8,8,166,민간(대학로 외),서울특별시 영등포구 경인로 715(문래동2가),37.5127723,126.8930828
윤보선 고택,합계,150,2,2,2,149,기타(비공연장),서울특별시 종로구 윤보선길 62 (안국동),37.5789459,126.9836997
게토얼라이브,합계,75,5,5,6,136,민간(대학로 외),서울특별시 성동구 왕십리로 104 (성수동1가) 정일빌딩,37.5393223,127.0468566
경동교회,합계,450,3,3,3,134,기타(비공연장),서울특별시 중구 장충단로 204 (장충동1가),37.5609763,127.0075809
호원아트홀,합계,462,2,2,2,131,민간(대학로 외),서울특별시 강동구 성안로 30 (성내동),37.5262936,127.1303276
용산전자랜드,합계,100,1,1,1,130,민간(대학로 외),서울특별시 용산구 청파로 74(한강로3가),37.5276547,126.9622041
아트홀제이,합계,23,13,13,21,124,민간(대학로 외),서울특별시 송파구 위례성대로 18 (방이동),37.5165349,127.1142546
오페라하우스 [신도림],합계,73,2,2,6,122,공공(기타),서울특별시 구로구 새말로 107-32 (구로동),37.5079891,126.8909268
리엠아트센터 LEEAM ART CENTER,A HALL,150,1,1,1,118,민간(대학로 외),서울특별시 강남구 학동로2길 56 (논현동),37.5079654,127.0236097
리엠아트센터 LEEAM ART CENTER,합계,260,1,1,1,118,민간(대학로 외),서울특별시 강남구 학동로2길 56 (논현동),37.5079654,127.0236097
창동극장,합계,100,2,2,8,118,민간(대학로 외),서울특별시 도봉구 노해로 391 (창동),37.6528407,127.0516203
다리 소극장,합계,200,4,4,12,115,민간(대학로 외),서울특별시 마포구 월드컵북로2길 49(동교동),37.5572275,126.9230503
대학로 이음센터,이음홀,80,2,2,6,112,공공(기타),서울특별시 종로구 대학로 112 (동숭동),37.581408,127.0048867
대학로 이음센터,합계,120,2,2,6,112,공공(기타),서울특별시 종로구 대학로 112 (동숭동),37.581408,127.0048867
코리아블루스씨어터,합계,50,2,2,6,112,민간(대학로 외),서울특별시 용산구 청파로45길 5 (청파동3가),37.5441514,126.9701872
탈영역우정국,합계,80,2,2,6,112,기타(비공연장),서울특별시 마포구 독막로20길 42 (창전동),37.548976,126.9282763
용산전쟁기념관,합계,176,1,1,2,103,국립,서울특별시 용산구 이태원로 29 (용산동1가),37.5400116,126.9770276
서울시산악문화체험센터,합계,80,1,1,6,101,기타(비공연장),서울특별시 마포구 하늘공원로 112(상암동),37.5692914,126.8798324
오디오가이스튜디오,합계,100,3,3,3,96,민간(대학로 외),서울특별시 종로구 효자로23 (통의동),37.5787247,126.9723833
이화여자대학교 김영의홀,합계,380,2,2,2,92,민간(대학로 외),서울특별시 서대문구 이화여대길 52 (대현동),37.5625607,126.9474535
스튜디오 바이탈 바이브,합계,25,4,4,4,89,민간(대학로 외),서울특별시 강남구 밤고개로34길 14 (세곡동),37.463769,127.1067137
로즈아트홀,합계,76,1,0,24,88,민간(대학로 외),서울특별시 노원구 석계로7길 12-8 (월계동),37.6164002,127.0632743
대학로단막극장,합계,66,4,4,14,83,민간(대학로),서울특별시 종로구 동숭4길 16-3 (동숭동),37.5833103,127.004577
동서울아트홀,합계,234,3,3,7,79,민간(대학로 외),서울특별시 광진구 구의강변로 38 (구의동),37.5341664,127.0918876
파랑새극장(구. 샘터파랑새극장),합계,180,1,1,1,78,민간(대학로),서울특별시 종로구 대학로 116 (동숭동),37.581408,127.0048867
스튜디오 QDA(구. 춤공장),합계,20,2,1,5,73,민간(대학로 외),서울특별시 영등포구 도림로126길 1 (문래동3가),37.5153554,126.9023964
재즈클럽 그루브,합계,70,16,16,16,71,민간(대학로 외),서울특별시 서초구 신반포로47길 52 (잠원동),37.5126845,127.0184524
명보아트홀,라온홀,334,1,1,14,40,민간(대학로 외),서울특별시 중구 마른내로 47 (초동),37.563508,126.9927314
명보아트홀,가온홀,333,1,1,2,27,민간(대학로 외),서울특별시 중구 마른내로 47 (초동),37.563508,126.9927314
명보아트홀,합계,1468,2,2,16,67,민간(대학로 외),서울특별시 중구 마른내로 47 (초동),37.563508,126.9927314
SCC 선 아트홀,합계,75,3,3,3,62,민간(대학로 외),서울특별시 서초구 동산로 44(양재동),37.4711131,127.0438378
서울마포음악창작소(구.뮤지스땅스),합계,50,2,2,2,55,민간(대학로 외),서울특별시 마포구 마포대로 238 (아현동) 지하,37.5552092,126.9577309
세종대학교 충무관,합계,100,1,1,3,54,민간(대학로 외),서울특별시 광진구 능동로 209 (군자동),37.5507345,127.0741314
긱라이브하우스,합계,60,2,2,3,52,민간(대학로 외),서울특별시 마포구 신촌로10길 7(동교동),37.5563896,126.9320578
로우키커피 [성수],합계,30,1,1,1,49,기타(비공연장),서울특별시 성동구 뚝섬로1나길 5(성수동1가),37.544442,127.0477666
뮤직앤아트스튜디오,합계,20,9,9,9,49,민간(대학로 외),"서울특별시 동작구 사당로 300 (사당동, 이수자이)",37.4843975,126.9804278
포스트극장,합계,200,2,2,2,48,민간(대학로 외),서울특별시 마포구 와우산로 148 (창전동),37.5462849,126.9314574
그랜드 워커힐 서울(비스타 워커힐 서울),비스타홀,700,1,1,1,47,민간(대학로 외),서울특별시 광진구 워커힐로 177 (광장동),37.5551679,127.1114168
그랜드 워커힐 서울(비스타 워커힐 서울),합계,1420,1,1,1,47,민간(대학로 외),서울특별시 광진구 워커힐로 177 (광장동),37.5551679,127.1114168
버금아트센터,합계,90,1,1,1,46,민간(대학로 외),서울특별시 광진구 능동로 259(군자동),37.5518371,127.0751318
극장 칸테움,합계,140,1,1,1,44,민간(대학로 외),서울특별시 구로구 디지털로 32가길 25 (구로동),37.4821697,126.8988986
스튜디오 리움,합계,76,2,2,2,43,민간(대학로 외),서울특별시 서대문구 성산로 533(대신동),37.5642199,126.9443096
상명아트홀,2관,94,2,2,7,42,민간(대학로),서울특별시 종로구 동숭길 133 (동숭동),37.5833504,127.0027297
상명아트홀,합계,270,2,2,7,42,민간(대학로),서울특별시 종로구 동숭길 133 (동숭동),37.5833504,127.0027297
세실아트홀,합계,100,8,8,8,38,민간(대학로 외),서울특별시 강남구 언주로173길 20 (신사동),37.5281531,127.0318461
음악플러스 아트홀,합계,50,2,1,2,38,민간(대학로 외),서울특별시 서초구 남부순환로317길 82-4(서초동),37.4832003,127.0107245
두리춤터,FOYER,160,1,1,1,36,민간(대학로 외),서울특별시 서초구 동광로19길 15 (방배동),37.4930985,126.9891351
두리춤터,합계,310,1,1,1,36,민간(대학로 외),서울특별시 서초구 동광로19길 15 (방배동),37.4930985,126.9891351
영산양재홀,합계,195,2,2,2,36,민간(대학로 외),서울특별시 서초구 바우뫼로37길 45 (양재동),37.4804761,127.0384054
자양스테이션(파리뮤직포럼),합계,50,6,6,7,36,기타(비공연장),서울특별시 광진구 자양로11길 18 (자양동),37.5346172,127.0830323
샤론홀,합계,150,3,3,5,33,민간(대학로 외),서울특별시 서초구 서초대로40길 49(서초동),37.4894637,127.0082
서울시민청,합계,100,1,1,1,32,공공(기타),서울특별시 중구 세종대로 110 (태평로1가),37.5677018,126.9772803
래리치,합계,25,1,1,1,28,민간(대학로 외),서울특별시 용산구 소월로 138 (후암동),37.5482225,126.9758552
금천뮤지컬센터,합계,197,1,0,2,27,공공(기타),서울특별시 금천구 시흥대로115길 48(독산동),37.4684617,126.894432
클럽 샤프,합계,100,1,1,1,27,민간(대학로 외),서울특별시 마포구 동교로 63 (망원동),37.5536255,126.9092443
성미산마을극장 향,합계,97,1,1,6,24,민간(대학로 외),서울특별시 마포구 월드컵로26길 39 (성산동),37.5605182,126.9142807
정효아트센터,합계,100,1,1,1,18,민간(대학로 외),서울특별시 서초구 사임당로18길 52-2 (서초동),37.4875412,127.0196197
반쥴,합계,70,1,1,1,17,기타(비공연장),서울특별시 종로구 삼일대로17길 23 (관철동),37.5692075,126.9883913
후암스튜디오(후암아트홀),합계,170,1,1,7,17,민간(대학로),서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
스콘뮤직홀,합계,200,1,1,1,16,민간(대학로),서울특별시 종로구 동숭길 148 (혜화동),37.5835156,127.0021666
선릉문화공간 제이드409,합계,80,1,1,1,14,민간(대학로 외),서울특별시 강남구 테헤란로 409(삼성동),37.5054927,127.0504299
홍대난타극장(구. 뮤직쇼웨딩 전용관),합계,323,1,1,2,14,민간(대학로 외),서울특별시 마포구 양화로16길 29 (서교동),37.5531355,126.9211429
강서아트리움,합계,215,1,1,3,11,공공(문예회관),서울특별시 강서구 가로공원로 195 (화곡동),37.5375136,126.837574
경기대학교 [서울],합계,100,2,2,4,10,민간(대학로 외),서울특별시 서대문구 경기대로9길 24 (충정로2가),37.5657002,126.9653007
"대학로 극장가게 (구. 문씨어터, 지구인씨어터)",합계,204,1,0,4,9,민간(대학로),서울특별시 종로구 대학로10길 12 (동숭동),37.5833494,127.0043501
장로회신학대학교 세계교회협력센터,합계,352,1,1,1,7,민간(대학로 외),서울특별시 광진구 광장로5길 25-1(광장동),37.5501984,127.1037288
1M SPACE,합계,55,1,1,4,6,민간(대학로 외),서울특별시 서대문구 연세로4길 27 (창천동),37.5576159,126.9382061
더 리버사이드 호텔,합계,450,2,2,2,4,민간(대학로 외),서울특별시 서초구 강남대로107길 6(잠원동),37.5186187,127.0184667
세빛섬,합계,1000,2,2,2,3,국립,서울특별시 서초구 올림픽대로 2085-14(반포동),37.5119827,126.9934223
신촌아트레온,합계,220,1,1,1,2,민간(대학로 외),서울특별시 서대문구 신촌로 129 (창천동),37.5602336,126.930881
크리에이터스 홀,합계,100,1,1,1,2,민간(대학로 외),서울특별시 동대문구 안암로 86-1(제기동),37.5834826,127.0305777
KOCCA콘텐츠문화광장,합계,193,1,1,2,0,공공(기타),서울특별시 동대문구 회기로 66 (청량리동),37.5905801,127.044711
대학로 두레홀 3관,합계,220,1,0,2,0,민간(대학로),서울특별시 종로구 대학로8가길 80 (동숭동),37.5824905,127.0032799
원패스아트홀,합계,200,1,1,1,0,민간(대학로),서울특별시 종로구 대학로12길 15 (동숭동),37.5830537,127.0044298
코스모스아트홀,합계,220,1,1,3,0,민간(대학로 외),서울특별시 서초구 반포대로 27(서초동),37.4828485,127.0115268
타이니앨리스,합계,144,1,1,2,0,민간(대학로),서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
