,공연시설명,세부공연시설명,좌석수,공연건수,개막편수,상연횟수,총 티켓판매수,시설특성,주소
0,올림픽공원,KSPO DOME(체조경기장),15000,34,34,79,586963,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
1,올림픽공원,올림픽홀,2432,30,30,110,173794,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
2,올림픽공원,SK핸드볼경기장(펜싱경기장),5003,23,23,50,161942,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
3,올림픽공원,우리금융아트홀(역도경기장),1184,10,9,321,118105,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
4,올림픽공원,야외(88잔디마당),10000,8,8,18,79307,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
5,올림픽공원,일대,0,3,3,10,70516,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
6,올림픽공원,뮤즈라이브,237,5,5,227,30026,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
7,올림픽공원,K-아트홀,500,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
8,올림픽공원,벨로드롬(경륜경기장),6000,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
9,올림픽공원,야외(수변무대),1000,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
10,올림픽공원,평화광장,0,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
11,올림픽공원,합계,41356,113,112,815,1220653,공공(기타),서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
12,예술의전당,콘서트홀,2527,243,243,262,427908,국립,서울특별시 서초구 남부순환로 2406 (서초동)
13,예술의전당,오페라극장,2283,20,19,219,332811,국립,서울특별시 서초구 남부순환로 2406 (서초동)
14,예술의전당,CJ 토월극장,1004,15,15,254,137462,국립,서울특별시 서초구 남부순환로 2406 (서초동)
15,예술의전당,IBK챔버홀,600,300,300,300,133908,국립,서울특별시 서초구 남부순환로 2406 (서초동)
16,예술의전당,리사이틀홀,354,338,338,340,95548,국립,서울특별시 서초구 남부순환로 2406 (서초동)
17,예술의전당,자유소극장,241,20,19,273,47815,국립,서울특별시 서초구 남부순환로 2406 (서초동)
18,예술의전당,인춘아트홀,130,223,223,223,19440,국립,서울특별시 서초구 남부순환로 2406 (서초동)
19,예술의전당,1101어린이라운지,0,4,4,14,120,국립,서울특별시 서초구 남부순환로 2406 (서초동)
20,예술의전당,N스튜디오(국립예술단체공연연습장) 공용1,20,0,0,0,0,국립,서울특별시 서초구 남부순환로 2406 (서초동)
21,예술의전당,서예박물관 ,0,0,0,0,0,국립,서울특별시 서초구 남부순환로 2406 (서초동)
22,예술의전당,신세계스퀘어 야외무대,1000,0,0,0,0,국립,서울특별시 서초구 남부순환로 2406 (서초동)
23,예술의전당,합계,8159,1163,1161,1885,1195012,국립,서울특별시 서초구 남부순환로 2406 (서초동)
24,잠실종합운동장,주경기장,65599,8,8,15,444586,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
25,잠실종합운동장,빅탑,2400,1,1,95,167943,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
26,잠실종합운동장,실내체육관,11032,13,13,32,141314,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
27,잠실종합운동장,FB빅탑시어터,500,1,1,141,48504,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
28,잠실종합운동장,보조경기장,1782,1,1,3,5403,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
29,잠실종합운동장,로열씨어터,500,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
30,잠실종합운동장,서문주차장,0,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
31,잠실종합운동장,특설링,0,0,0,0,0,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
32,잠실종합운동장,합계,81813,24,24,286,807750,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
33,세종문화회관,세종대극장,3022,54,53,302,456965,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
34,세종문화회관,세종M씨어터,609,26,25,353,102453,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
35,세종문화회관,세종체임버홀,443,283,283,307,101202,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
36,세종문화회관,세종S씨어터,300,45,45,341,53917,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
37,세종문화회관,세종예술아카데미(스퀘어홀),94,1,1,8,61,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
38,세종문화회관,뜨락(야외공간)(폐관),0,0,0,0,0,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
39,세종문화회관,세종예술아카데미(서클홀),50,0,0,0,0,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
40,세종문화회관,세종예술아카데미(오픈스테이지),100,0,0,0,0,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
41,세종문화회관,합계,4618,409,407,1311,714598,공공(문예회관),서울특별시 종로구 세종대로 175 (세종로)
42,블루스퀘어,신한카드홀(구. 인터파크홀),1766,5,4,374,458621,민간(대학로 외),서울특별시 용산구 이태원로 294 (한남동)
43,블루스퀘어,Mastercard Hall(구.아이마켓홀),1373,49,49,96,110338,민간(대학로 외),서울특별시 용산구 이태원로 294 (한남동)
44,블루스퀘어,카오스홀,266,1,1,87,3603,민간(대학로 외),서울특별시 용산구 이태원로 294 (한남동)
45,블루스퀘어,NEMO,0,1,0,3,119,민간(대학로 외),서울특별시 용산구 이태원로 294 (한남동)
46,블루스퀘어,합계,3405,56,54,560,572681,민간(대학로 외),서울특별시 용산구 이태원로 294 (한남동)
47,충무아트센터,대공연장,1255,6,5,349,295803,공공(문예회관),서울특별시 중구 퇴계로 387 (흥인동)
48,충무아트센터,중극장 블랙,325,6,5,353,57118,공공(문예회관),서울특별시 중구 퇴계로 387 (흥인동)
49,충무아트센터,컨벤션센터,200,11,11,25,2479,공공(문예회관),서울특별시 중구 퇴계로 387 (흥인동)
50,충무아트센터,소극장 블루,218,1,1,2,415,공공(문예회관),서울특별시 중구 퇴계로 387 (흥인동)
51,충무아트센터,합계,1998,24,22,729,355815,공공(문예회관),서울특별시 중구 퇴계로 387 (흥인동)
52,샤롯데씨어터,합계,1230,5,4,347,321828,민간(대학로 외),서울특별시 송파구 올림픽로 240 (잠실동)
53,봄날아트홀(구. 아리랑소극장),2관(지하2층),129,4,2,660,295808,민간(대학로),서울특별시 종로구 동숭길 39 (동숭동)
54,봄날아트홀(구. 아리랑소극장),1관(지하1층),123,2,1,393,17464,민간(대학로),서울특별시 종로구 동숭길 39 (동숭동)
55,봄날아트홀(구. 아리랑소극장),합계,252,6,3,1053,313272,민간(대학로),서울특별시 종로구 동숭길 39 (동숭동)
61,대학로 드림아트센터,1관,352,5,4,441,108478,민간(대학로),서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터
62,대학로 드림아트센터,2관 더블케이씨어터,210,7,6,404,58086,민간(대학로),서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터
63,대학로 드림아트센터,3관 나몰라홀,210,7,6,367,47480,민간(대학로),서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터
64,대학로 드림아트센터,4관,208,6,5,337,34703,민간(대학로),서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터
65,대학로 드림아트센터,합계,980,25,21,1549,248747,민간(대학로),서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터
66,롯데콘서트홀,합계,2036,360,358,419,245316,민간(대학로 외),서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단
67,LG아트센터 서울,LG SIGNATURE 홀,1335,29,29,196,200678,민간(대학로 외),서울특별시 강서구 마곡중앙로 136(마곡동)
68,LG아트센터 서울,U+ 스테이지,365,16,16,645,37086,민간(대학로 외),서울특별시 강서구 마곡중앙로 136(마곡동)
69,LG아트센터 서울,합계,1700,45,45,841,237764,민간(대학로 외),서울특별시 강서구 마곡중앙로 136(마곡동)
70,예스24 스테이지(구. DCF대명문화공장),1관,406,9,7,447,104544,민간(대학로),서울특별시 종로구 대학로12길 21 (동숭동)
71,예스24 스테이지(구. DCF대명문화공장),2관,301,6,5,535,79449,민간(대학로),서울특별시 종로구 대학로12길 21 (동숭동)
72,예스24 스테이지(구. DCF대명문화공장),3관(구. 수현재씨어터),255,5,4,385,43858,민간(대학로),서울특별시 종로구 대학로12길 21 (동숭동)
73,예스24 스테이지(구. DCF대명문화공장),합계,962,20,16,1367,227851,민간(대학로),서울특별시 종로구 대학로12길 21 (동숭동)
74,유니플렉스,1관(대극장),600,7,7,382,125808,민간(대학로),서울특별시 종로구 대학로12길 64 (동숭동)
75,유니플렉스,2관(중극장),300,1,0,368,91316,민간(대학로),서울특별시 종로구 대학로12길 64 (동숭동)
76,유니플렉스,3관(소극장),200,3,2,269,10130,민간(대학로),서울특별시 종로구 대학로12길 64 (동숭동)
77,유니플렉스,합계,1100,11,9,1019,227254,민간(대학로),서울특별시 종로구 대학로12길 64 (동숭동)
86,광림아트센터,BBCH홀,1026,6,5,376,200141,민간(대학로 외),서울특별시 강남구 논현로163길 33 (신사동)
87,광림아트센터,장천홀,613,48,48,52,4294,민간(대학로 외),서울특별시 강남구 논현로163길 33 (신사동)
88,광림아트센터,합계,1639,54,53,428,204435,민간(대학로 외),서울특별시 강남구 논현로163길 33 (신사동)
89,디큐브아트센터,디큐브씨어터,1242,5,4,275,198413,민간(대학로 외),"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)"
90,디큐브아트센터,스페이스 신도림(폐관),500,0,0,0,0,민간(대학로 외),"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)"
91,디큐브아트센터,합계,1742,5,4,275,198413,민간(대학로 외),"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)"
93,대학로아트원씨어터,1관,365,5,4,427,102748,민간(대학로),서울특별시 종로구 대학로12길 83 (동숭동)
94,대학로아트원씨어터,2관,250,5,4,428,69465,민간(대학로),서울특별시 종로구 대학로12길 83 (동숭동)
95,대학로아트원씨어터,3관,158,11,10,221,14941,민간(대학로),서울특별시 종로구 대학로12길 83 (동숭동)
96,대학로아트원씨어터,합계,773,21,18,1076,187154,민간(대학로),서울특별시 종로구 대학로12길 83 (동숭동)
97,국립극장,해오름극장,1221,65,64,142,99557,국립,서울특별시 중구 장충단로 59 (장충동2가)
98,국립극장,달오름극장,512,38,38,176,52607,국립,서울특별시 중구 장충단로 59 (장충동2가)
99,국립극장,하늘극장,627,57,57,101,28953,국립,서울특별시 중구 장충단로 59 (장충동2가)
100,국립극장,연습실,0,2,2,2,72,국립,서울특별시 중구 장충단로 59 (장충동2가)
101,국립극장,별오름극장,100,0,0,0,0,국립,서울특별시 중구 장충단로 59 (장충동2가)
102,국립극장,합계,2460,162,161,421,181189,국립,서울특별시 중구 장충단로 59 (장충동2가)
103,코엑스,신한카드 아티움,1004,15,14,276,116139,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
104,코엑스,D홀,7000,3,3,6,28595,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
105,코엑스,오디토리움,1080,7,7,73,27368,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
106,코엑스,컨퍼런스룸(남),450,8,8,52,6636,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
107,코엑스,Hall C,0,0,0,0,0,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
108,코엑스,K팝 광장(동문),0,0,0,0,0,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
109,코엑스,그랜드볼룸,1800,0,0,0,0,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
110,코엑스,아트홀,200,0,0,0,0,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
111,코엑스,합계,11534,33,32,407,178738,민간(대학로 외),서울특별시 강남구 영동대로 513 (삼성동)
112,더 서울라이티움 (갤러리아포레),G층 전용관,800,9,6,1372,175618,민간(대학로 외),서울특별시 성동구 서울숲2길 32-14 (성수동1가)
113,더 서울라이티움 (갤러리아포레),더페이지 갤러리,0,0,0,0,0,민간(대학로 외),서울특별시 성동구 서울숲2길 32-14 (성수동1가)
114,더 서울라이티움 (갤러리아포레),합계,800,9,6,1372,175618,민간(대학로 외),서울특별시 성동구 서울숲2길 32-14 (성수동1가)
120,틴틴홀,합계,228,1,0,1158,172919,민간(대학로),서울특별시 종로구 대학로10길 24 (동숭동)
121,라온아트홀,합계,206,1,0,1300,169820,민간(대학로),서울특별시 종로구 대학로10길 11 (동숭동)
122,티오엠씨어터(구. 문화공간필링),1관,335,5,4,449,114460,민간(대학로),서울특별시 종로구 대학로8가길 85 (동숭동)
123,티오엠씨어터(구. 문화공간필링),2관,249,6,5,344,49976,민간(대학로),서울특별시 종로구 대학로8가길 85 (동숭동)
124,티오엠씨어터(구. 문화공간필링),연습실A,0,0,0,0,0,민간(대학로),서울특별시 종로구 대학로8가길 85 (동숭동)
125,티오엠씨어터(구. 문화공간필링),합계,584,11,9,793,164436,민간(대학로),서울특별시 종로구 대학로8가길 85 (동숭동)
133,서연아트홀(구. 인아소극장),합계,154,3,1,552,152785,민간(대학로),서울특별시 종로구 창경궁로 258 - 9
134,홍익대 대학로 아트센터,대극장,702,5,4,382,144476,민간(대학로),서울특별시 종로구 대학로 57 (연건동)
135,홍익대 대학로 아트센터,소극장,150,11,10,144,7204,민간(대학로),서울특별시 종로구 대학로 57 (연건동)
136,홍익대 대학로 아트센터,합계,852,16,14,526,151680,민간(대학로),서울특별시 종로구 대학로 57 (연건동)
143,도토리씨어터,너목들 2관,106,1,1,267,88128,민간(대학로),서울특별시 종로구 대학로12길 63(동숭동)
144,도토리씨어터,핫식스 1관,126,1,1,240,56684,민간(대학로),서울특별시 종로구 대학로12길 63(동숭동)
145,도토리씨어터,합계,232,2,2,507,144812,민간(대학로),서울특별시 종로구 대학로12길 63(동숭동)
149,국립중앙박물관 극장 용,합계,805,11,10,390,139746,국립,서울특별시 용산구 서빙고로 137 (용산동6가)
155,신한pLay 스퀘어 (구. 신한카드 판스퀘어),라이브홀,424,29,28,345,87042,민간(대학로 외),서울특별시 마포구 양화로11길 60 (서교동)
156,신한pLay 스퀘어 (구. 신한카드 판스퀘어),드림홀,299,1,0,642,40518,민간(대학로 외),서울특별시 마포구 양화로11길 60 (서교동)
157,신한pLay 스퀘어 (구. 신한카드 판스퀘어),합계,723,30,28,987,127560,민간(대학로 외),서울특별시 마포구 양화로11길 60 (서교동)
168,호은아트홀(구 키득키득아트홀),합계,200,1,0,480,117333,민간(대학로),서울특별시 종로구 동숭길 41 (동숭동)
173,콘텐츠박스(구. 르메이에르 씨어터),합계,197,1,0,879,107017,민간(대학로),서울특별시 종로구 동숭길 55 (동숭동)
174,링크아트센터,페이코홀,500,10,10,214,59111,민간(대학로),서울특별시 종로구 대학로14길 29(혜화동)
175,링크아트센터,벅스홀,400,14,14,211,46979,민간(대학로),서울특별시 종로구 대학로14길 29(혜화동)
176,링크아트센터,합계,900,24,24,425,106090,민간(대학로),서울특별시 종로구 대학로14길 29(혜화동)
182,서경대학교 공연예술센터,스콘1관,352,6,6,279,59234,민간(대학로),서울특별시 종로구 동숭길 148 (혜화동)
183,서경대학교 공연예술센터,스콘2관,264,10,9,352,45542,민간(대학로),서울특별시 종로구 동숭길 148 (혜화동)
184,서경대학교 공연예술센터,합계,616,16,15,631,104776,민간(대학로),서울특별시 종로구 동숭길 148 (혜화동)
190,예스24 라이브홀 (구. 악스코리아),합계,2500,62,62,90,94499,민간(대학로 외),서울특별시 광진구 구천면로 20 (광장동)
191,국립국악원,예악당,706,54,54,85,46408,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
192,국립국악원,우면당,231,72,70,126,25699,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
193,국립국악원,풍류사랑방,130,91,90,172,21458,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
194,국립국악원,연희마당,700,1,1,1,664,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
195,국립국악원,진악당(폐관),600,0,0,0,0,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
196,국립국악원,합계,2367,218,215,384,94229,국립,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원
200,유니버설아트센터,합계,1084,15,14,294,93491,민간(대학로 외),서울특별시 광진구 천호대로 664 (능동)
205,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),합계,359,4,3,394,85347,민간(대학로),서울특별시 종로구 대학로12길 73 (동숭동)
214,두산아트센터,연강홀,622,6,5,305,71422,민간(대학로 외),서울특별시 종로구 종로33길 15 (연지동)
215,두산아트센터,Space111,0,20,20,151,11928,민간(대학로 외),서울특별시 종로구 종로33길 15 (연지동)
216,두산아트센터,로비,0,0,0,0,0,민간(대학로 외),서울특별시 종로구 종로33길 15 (연지동)
217,두산아트센터,합계,622,26,25,456,83350,민간(대학로 외),서울특별시 종로구 종로33길 15 (연지동)
218,해피씨어터,합계,250,1,0,1293,78604,민간(대학로),서울특별시 종로구 대학로10길 5 (동숭동)
219,오마이갓 전용관,합계,78,1,1,177,78198,민간(대학로),서울특별시 종로구 동숭길 68 (동숭동)
220,장충체육관,합계,4507,16,16,31,78082,공공(기타),서울특별시 중구 동호로 241 (장충동2가) 
221,한전아트센터,합계,999,6,6,221,77492,공공(기타),서울특별시 서초구 효령로72길 60 (서초동)
232,난지한강공원,난지한강공원,0,8,8,16,69608,공공(기타),서울특별시 마포구 한강난지로 162 (상암동)
233,난지한강공원,젊음의 광장,0,2,2,7,3730,공공(기타),서울특별시 마포구 한강난지로 162 (상암동)
234,난지한강공원,합계,0,10,10,23,73338,공공(기타),서울특별시 마포구 한강난지로 162 (상암동)
253,KT&G 상상마당 대치아트홀,합계,422,14,13,383,62578,민간(대학로 외),서울특별시 강남구 영동대로 416 (대치동)
255,마포아트센터,아트홀맥,733,79,79,146,58090,공공(문예회관),서울특별시 마포구 대흥로20길 28 (대흥동)
256,마포아트센터,플레이맥,201,17,17,18,2446,공공(문예회관),서울특별시 마포구 대흥로20길 28 (대흥동)
257,마포아트센터,스튜디오3,120,0,0,0,0,공공(문예회관),서울특별시 마포구 대흥로20길 28 (대흥동)
258,마포아트센터,합계,1054,96,96,164,60536,공공(문예회관),서울특별시 마포구 대흥로20길 28 (대흥동)
259,아트포레스트 아트홀,1관,212,1,0,484,46921,민간(대학로),서울특별시 종로구 대학로12길 22 (동숭동)
260,아트포레스트 아트홀,2관,155,2,1,559,12610,민간(대학로),서울특별시 종로구 대학로12길 22 (동숭동)
261,아트포레스트 아트홀,합계,367,3,1,1043,59531,민간(대학로),서울특별시 종로구 대학로12길 22 (동숭동)
262,브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),합계,202,3,3,952,59221,민간(대학로),서울특별시 종로구 대학로8길 25 (동숭동)
270,이화여자대학교 삼성홀,합계,708,11,10,240,56992,민간(대학로 외),서울특별시 서대문구 이화여대길 52 (대현동)
283,KBS스포츠월드(아레나),합계,2222,22,22,30,56333,공공(기타),서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드
292,꿈의숲아트센터,콘서트홀,301,182,182,189,37031,공공(기타),서울특별시 강북구 월계로 173 (번동)
293,꿈의숲아트센터,퍼포먼스홀,283,36,36,108,17708,공공(기타),서울특별시 강북구 월계로 173 (번동)
294,꿈의숲아트센터,야외 볼프라자,0,0,0,0,0,공공(기타),서울특별시 강북구 월계로 173 (번동)
295,꿈의숲아트센터,합계,584,218,218,297,54739,공공(기타),서울특별시 강북구 월계로 173 (번동)
324,대학로 자유극장 (자유문화발전소),합계,233,9,8,415,47885,민간(대학로),서울특별시 종로구 대학로12길 31 (동숭동)
325,"정극장 (구. M시어터, 구.하모니아트홀)",합계,120,1,0,1080,47605,민간(대학로),서울특별시 종로구 대학로12길 69 (동숭동)
333,국립정동극장,국립정동극장,326,23,22,281,46640,국립,서울특별시 중구 정동길 43 (정동)
334,국립정동극장,정동마루,60,1,1,1,50,국립,서울특별시 중구 정동길 43 (정동)
335,국립정동극장,합계,386,24,23,282,46690,국립,서울특별시 중구 정동길 43 (정동)
336,경희대학교 평화의전당,합계,4500,10,10,38,46589,민간(대학로 외),서울특별시 동대문구 경희대로6길 7-13 (회기동)
337,나루아트센터,대공연장,601,34,33,255,44211,공공(문예회관),서울특별시 광진구 능동로 76 (자양동)
338,나루아트센터,소공연장,167,5,5,32,2244,공공(문예회관),서울특별시 광진구 능동로 76 (자양동)
339,나루아트센터,갤러리(전시실),0,0,0,0,0,공공(문예회관),서울특별시 광진구 능동로 76 (자양동)
340,나루아트센터,합계,768,39,38,287,46455,공공(문예회관),서울특별시 광진구 능동로 76 (자양동)
341,강동아트센터,대극장 한강,862,39,39,81,37446,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
342,강동아트센터,소극장 드림,254,30,30,73,8076,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
343,강동아트센터,스튜디오#1,100,0,0,0,0,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
344,강동아트센터,스튜디오#3(폐관),40,0,0,0,0,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
345,강동아트센터,잔디마당(바람꽃마당)(폐관),2000,0,0,0,0,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
346,강동아트센터,합계,3256,69,69,154,45522,공공(문예회관),서울특별시 강동구 동남로 870 (상일동)
351,큐씨어터(구. 수상한흥신소전용관),합계,250,2,0,608,43908,민간(대학로),서울특별시 종로구 대학로8가길 79 (동숭동)
376,백암아트홀,합계,417,17,16,385,40395,민간(대학로 외),서울특별시 강남구 테헤란로113길 7 (삼성동)
377,성균관대학교 새천년홀,합계,754,4,4,107,38568,민간(대학로 외),서울특별시 종로구 성균관로 25 - 2
391,국립극단 [명동],합계,558,9,9,123,36947,국립,서울특별시 중구 명동길 35 (명동1가)
398,JTN 아트홀(구. 대학로예술마당),1관,230,4,3,406,14166,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
399,JTN 아트홀(구. 대학로예술마당),4관,208,2,0,342,12265,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
400,JTN 아트홀(구. 대학로예술마당),2관,210,1,0,329,7390,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
401,JTN 아트홀(구. 대학로예술마당),3관,208,2,0,181,2962,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
402,JTN 아트홀(구. 대학로예술마당),합계,856,9,3,1258,36783,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
403,컬쳐씨어터(구. 휴먼시어터),합계,120,1,0,910,36544,민간(대학로),서울특별시 종로구 대학로8가길 80 (동숭동)
404,연세대학교 백주년기념관,합계,829,38,38,75,35852,민간(대학로 외),서울특별시 서대문구 연세로 50 (신촌동)
412,JS아트홀 (구. 고스트씨어터 구.다소니씨어터),합계,194,1,0,840,34753,민간(대학로),서울특별시 종로구 동숭길 94 (동숭동)
415,세우아트센터,1관,168,2,1,816,31767,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
416,세우아트센터,2관,102,6,5,119,2502,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
417,세우아트센터,합계,270,8,6,935,34269,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
418,대학로예술극장,대극장,504,35,34,123,17824,국립,서울특별시 종로구 대학로10길 17 (동숭동)
419,대학로예술극장,소극장,132,31,30,202,16092,국립,서울특별시 종로구 대학로10길 17 (동숭동)
420,대학로예술극장,3관 [폐관],163,0,0,0,0,국립,서울특별시 종로구 대학로10길 17 (동숭동)
421,대학로예술극장,합계,799,66,64,325,33916,국립,서울특별시 종로구 대학로10길 17 (동숭동)
423,노들섬,라이브하우스,750,50,50,83,26099,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
424,노들섬,잔디마당,616,2,2,4,4608,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
425,노들섬,다목적 홀: 숲,0,4,4,7,2219,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
426,노들섬,3층 테라스,0,1,1,3,457,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
427,노들섬,뮤직라운지: 류,0,0,0,0,0,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
428,노들섬,합계,1366,57,57,97,33383,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
436,예그린씨어터,합계,202,7,6,391,32231,민간(대학로),서울특별시 종로구 동숭길 130-5 (동숭동)
445,댕로홀,합계,83,2,0,1203,31400,민간(대학로),서울특별시 종로구 대학로12길 50 (동숭동)
457,아스가르드 씨어터(구. 낙산씨어터),합계,100,1,0,916,29854,민간(대학로),서울특별시 종로구 동숭길 140(혜화동)
462,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",합계,163,1,0,549,29238,민간(대학로),서울특별시 종로구 대학로8가길 36 (동숭동)
492,소월아트홀(성동문화회관),합계,520,27,26,130,25776,공공(문예회관),서울특별시 성동구 왕십리로 281
496,올래홀,합계,175,1,0,872,24906,민간(대학로),서울특별시 종로구 대학로10길 24 (동숭동)
501,바탕골소극장,합계,192,1,0,788,23953,민간(대학로),서울특별시 종로구 대학로10길 5 (동숭동)
506,무신사 개러지(구. 왓챠홀),합계,230,49,49,68,23553,민간(대학로 외),서울특별시 마포구 잔다리로 32(서교동)
524,종로아이들극장,합계,281,34,33,210,22148,공공(기타),서울특별시 종로구 성균관로 91 - 0 국민생활관
529,용산아트홀,대극장 미르,787,14,13,109,20402,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
530,용산아트홀,소극장 가람,304,3,3,11,1471,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
531,용산아트홀,합계,1091,17,16,120,21873,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
532,남산골한옥마을,서울남산국악당 크라운해태홀,302,37,36,117,21128,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
533,남산골한옥마을,서울남산국악당 야외마당,0,2,2,30,343,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
534,남산골한옥마을,민씨가옥,50,2,2,6,198,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
535,남산골한옥마을,체험실,0,2,2,8,94,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
536,남산골한옥마을,일대,0,0,0,0,0,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
537,남산골한옥마을,천우각무대,100,0,0,0,0,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
538,남산골한옥마을,합계,452,43,42,161,21763,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
547,연극플레이스 혜화,합계,0,1,1,821,21419,민간(대학로),서울특별시 종로구 대학로8가길 111(동숭동)
549,상상나라극장,합계,212,12,11,234,21200,민간(대학로 외),서울특별시 광진구 능동로 216 (능동)
550,롤링홀,합계,200,125,125,136,21128,민간(대학로 외),서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
569,동덕여대공연예술센터,합계,430,6,5,161,20874,민간(대학로),서울특별시 종로구 동숭길 126 (동숭동)
570,명동난타극장,합계,386,1,0,507,20841,민간(대학로 외),서울특별시 중구 명동길 26 (명동2가)
572,동국대학교,합계,302,7,6,146,20257,민간(대학로 외),서울특별시 중구 필동로1길 30 (필동3가)
575,아르코예술극장,소극장,110,35,35,192,10818,국립,서울특별시 종로구 대학로8길 7 (동숭동)
