,공연시설명,세부공연시설명,좌석수,공연건수,개막편수,상연횟수,총 티켓판매수,시설특성,주소
1842,서울시산악문화체험센터,기획전시실,0,1,1,6,101,기타(비공연장),서울특별시 마포구 하늘공원로 112(상암동)
1843,서울시산악문화체험센터,시청각실,80,0,0,0,0,기타(비공연장),서울특별시 마포구 하늘공원로 112(상암동)
1844,서울시산악문화체험센터,합계,80,1,1,6,101,기타(비공연장),서울특별시 마포구 하늘공원로 112(상암동)
1845,콜드슬립(koldsleep),합계,0,2,2,151,101,민간(대학로 외),서울특별시 강북구 인수봉로 301(수유동)
1850,라이브클럽 빵,합계,0,2,2,2,96,민간(대학로 외),서울특별시 마포구 와우산로29길 12(서교동)
1852,오디오가이스튜디오,합계,100,3,3,3,96,민간(대학로 외),서울특별시 종로구 효자로23 (통의동)
1862,펀타스틱씨어터,합계,0,1,1,4,93,민간(대학로 외),서울특별시 용산구 한강대로48길 17-6(한강로2가)
1863,이화여자대학교 김영의홀,합계,380,2,2,2,92,민간(대학로 외),서울특별시 서대문구 이화여대길 52 (대현동)
1865,스튜디오 바이탈 바이브,합계,25,4,4,4,89,민간(대학로 외),서울특별시 강남구 밤고개로34길 14 (세곡동)
1866,로즈아트홀,합계,76,1,0,24,88,민간(대학로 외),서울특별시 노원구 석계로7길 12-8 (월계동) 
1871,목인박물관,합계,0,8,8,10,87,기타(비공연장),서울특별시 종로구 창의문로5길 46-1(부암동)
1872,야기스튜디오,합계,0,1,1,4,84,민간(대학로 외),서울특별시 강남구 헌릉로569길 37(세곡동)
1874,대학로단막극장,합계,66,4,4,14,83,민간(대학로),서울특별시 종로구 동숭4길 16-3 (동숭동)
1876,해봄연습실,합계,0,1,1,5,81,민간(대학로 외),서울특별시 관악구 관천로 58(신림동)
1878,동서울아트홀,합계,234,3,3,7,79,민간(대학로 외),서울특별시 광진구 구의강변로 38 (구의동)
1879,트레이프조이드,합계,0,1,1,2,79,민간(대학로 외),서울특별시 마포구 동교로 137(서교동)
1880,파랑새극장(구. 샘터파랑새극장),합계,180,1,1,1,78,민간(대학로),서울특별시 종로구 대학로 116 (동숭동)
1881,스튜디오 일상,합계,0,1,1,5,77,민간(대학로 외),서울특별시 성북구 삼선교로10길 3(삼선동2가)
1886,스튜디오 QDA(구. 춤공장),합계,20,2,1,5,73,민간(대학로 외),서울특별시 영등포구 도림로126길 1 (문래동3가)
1894,수상한창고,합계,0,6,6,15,72,민간(대학로 외),서울특별시 금천구 금하로24길 7(시흥동)
1896,동작아트갤러리,합계,0,3,3,3,71,기타(비공연장),서울특별시 동작구 보라매로5길 28-1(신대방동)
1897,살레시오교육영성센터,합계,0,4,4,4,71,민간(대학로 외),서울특별시 영등포구 신길로 93(신길동)
1898,재즈클럽 그루브,합계,70,16,16,16,71,민간(대학로 외),서울특별시 서초구 신반포로47길 52 (잠원동)
1900,스와뉴 스튜디오,합계,0,1,1,5,68,민간(대학로 외),서울특별시 마포구 월드컵로25길 69(망원동)
1902,명보아트홀,라온홀,334,1,1,14,40,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1903,명보아트홀,가온홀,333,1,1,2,27,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1904,명보아트홀,다온홀,318,0,0,0,0,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1905,명보아트홀,와일드와일드 전용관,294,0,0,0,0,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1906,명보아트홀,하람홀,189,0,0,0,0,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1907,명보아트홀,합계,1468,2,2,16,67,민간(대학로 외),서울특별시 중구 마른내로 47 (초동)
1908,복합문화공간 사유,합계,0,2,2,6,67,민간(대학로 외),서울특별시 용산구 이태원로54길 5 (한남동)
1909,서울숲 스튜디오301,합계,0,6,6,8,67,민간(대학로 외),서울특별시 성동구 서울숲길 36(성수동1가)
1910,오온,합계,0,1,1,5,67,기타(비공연장),서울특별시 송파구 백제고분로7길 16-16(잠실동)
1915,뭇(moot),합계,0,1,1,10,64,민간(대학로 외),서울특별시 강남구 강남대로162길 41-15 (신사동)
1916,앤트러사이트 [서교],합계,0,1,1,2,64,민간(대학로 외),서울특별시 마포구 월드컵로12길 11 (서교동)
1917,공간 하제,합계,0,4,4,4,63,민간(대학로 외),서울특별시 중구 필동로1길 10-6(필동3가)
1918,아우라 라이브카페,합계,0,1,1,1,63,민간(대학로 외),서울특별시 강서구 마곡중앙로 161-11(마곡동)
1919,SCC 선 아트홀,합계,75,3,3,3,62,민간(대학로 외),서울특별시 서초구 동산로 44(양재동)
1932,서울마포음악창작소(구.뮤지스땅스),합계,50,2,2,2,55,민간(대학로 외),서울특별시 마포구 마포대로 238 (아현동) 지하
1934,세종대학교 충무관,합계,100,1,1,3,54,민간(대학로 외),서울특별시 광진구 능동로 209 (군자동)
1935,NVM,합계,0,1,1,2,52,기타(비공연장),서울특별시 마포구 동교로22길 14(서교동)
1936,긱라이브하우스,합계,60,2,2,3,52,민간(대학로 외),서울특별시 마포구 신촌로10길 7(동교동)
1941,청년예술청 SAPY,합계,0,1,1,5,51,민간(대학로 외),"서울특별시 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)"
1945,혜화아트센터,합계,0,1,1,2,50,민간(대학로),서울특별시 종로구 대학로 156(혜화동)
1946,MODE 127,합계,0,1,1,1,49,민간(대학로 외),서울특별시 용산구 이태원로 190(이태원동)
1947,공간 아진,합계,0,1,1,4,49,민간(대학로 외),서울특별시 동작구 사당로30길 163(사당동)
1948,로우키커피 [성수],합계,30,1,1,1,49,기타(비공연장),서울특별시 성동구 뚝섬로1나길 5(성수동1가)
1949,뮤직앤아트스튜디오,합계,20,9,9,9,49,민간(대학로 외),"서울특별시 동작구 사당로 300 (사당동, 이수자이)"
1952,포스트극장,합계,200,2,2,2,48,민간(대학로 외),서울특별시 마포구 와우산로 148 (창전동)
1953,그랜드 워커힐 서울(비스타 워커힐 서울),비스타홀,700,1,1,1,47,민간(대학로 외),서울특별시 광진구 워커힐로 177 (광장동)
1954,그랜드 워커힐 서울(비스타 워커힐 서울),워커힐 시어터,720,0,0,0,0,민간(대학로 외),서울특별시 광진구 워커힐로 177 (광장동)
1955,그랜드 워커힐 서울(비스타 워커힐 서울),합계,1420,1,1,1,47,민간(대학로 외),서울특별시 광진구 워커힐로 177 (광장동)
1956,클럽 마스 CLUB MARS,합계,0,1,1,1,47,민간(대학로 외),서울특별시 마포구 와우산로 76-1 (서교동)
1957,버금아트센터,합계,90,1,1,1,46,민간(대학로 외),서울특별시 광진구 능동로 259(군자동)
1960,극장 칸테움,합계,140,1,1,1,44,민간(대학로 외),서울특별시 구로구 디지털로 32가길 25 (구로동)
1963,스튜디오 리움,합계,76,2,2,2,43,민간(대학로 외),서울특별시 서대문구 성산로 533(대신동)
1969,상명아트홀,2관,94,2,2,7,42,민간(대학로),서울특별시 종로구 동숭길 133 (동숭동)
1970,상명아트홀,1관,176,0,0,0,0,민간(대학로),서울특별시 종로구 동숭길 133 (동숭동)
1971,상명아트홀,합계,270,2,2,7,42,민간(대학로),서울특별시 종로구 동숭길 133 (동숭동)
1973,청담 프리데카,합계,0,1,1,1,42,기타(비공연장),서울특별시 강남구 도산대로57길 8(청담동)
1975,헬덴뮤직,합계,0,1,1,4,41,민간(대학로 외),서울특별시 서초구 반포대로14길 29(서초동)
1976,스튜디오 낙원,합계,0,1,1,4,40,민간(대학로 외),서울특별시 종로구 삼일대로 428(낙원동)
1977,M50클럽,합계,0,1,1,4,39,민간(대학로),서울특별시 마포구 월드컵북로6길 60 (동교동)
1978,MILDEYES,합계,0,1,1,1,39,기타(비공연장),서울특별시 용산구 녹사평대로 210-7(이태원동)
1979,동네극장,합계,0,1,1,1,39,민간(대학로 외),서울특별시 동대문구 안암로6길 19(용두동)
1980,에피소드 성수 101,합계,0,2,2,2,39,기타(비공연장),서울특별시 성동구 뚝섬로 341 (성수동1가)
1982,세실아트홀,합계,100,8,8,8,38,민간(대학로 외),서울특별시 강남구 언주로173길 20 (신사동)
1983,음악플러스 아트홀,합계,50,2,1,2,38,민간(대학로 외),서울특별시 서초구 남부순환로317길 82-4(서초동)
1988,두리춤터,FOYER,160,1,1,1,36,민간(대학로 외),서울특별시 서초구 동광로19길 15 (방배동)
1989,두리춤터,Black Box,150,0,0,0,0,민간(대학로 외),서울특별시 서초구 동광로19길 15 (방배동)
1990,두리춤터,합계,310,1,1,1,36,민간(대학로 외),서울특별시 서초구 동광로19길 15 (방배동)
1993,영산양재홀,합계,195,2,2,2,36,민간(대학로 외),서울특별시 서초구 바우뫼로37길 45 (양재동)
1994,자양스테이션(파리뮤직포럼),합계,50,6,6,7,36,기타(비공연장),서울특별시 광진구 자양로11길 18 (자양동)
1998,샤론홀,합계,150,3,3,5,33,민간(대학로 외),서울특별시 서초구 서초대로40길 49(서초동)
2002,서울시민청,합계,100,1,1,1,32,공공(기타),서울특별시 중구 세종대로 110 (태평로1가)
2009,스페이스 홍,합계,0,1,1,1,31,기타(비공연장),서울특별시 마포구 동교로 144 (서교동)
2010,서울여자대학교,합계,0,1,1,2,30,민간(대학로 외),서울특별시 노원구 화랑로 621(공릉동)
2012,종로여가,합계,0,1,1,1,30,기타(비공연장),서울특별시 종로구 창신길 55(창신동)
2015,더 그레잇 컬렉션,합계,0,3,3,5,29,민간(대학로 외),서울특별시 서초구 나루터로 65(잠원동)
2017,스페이스한강,합계,0,1,1,1,29,민간(대학로 외),서울특별시 마포구 와우산로 128(창전동)
2019,래리치,합계,25,1,1,1,28,민간(대학로 외),서울특별시 용산구 소월로 138 (후암동)
2020,썸컴퍼니앤 광태소극장,합계,0,1,1,3,28,민간(대학로 외),서울특별시 관악구 호암로22길 51(신림동)
2023,금천뮤지컬센터,합계,197,1,0,2,27,공공(기타),서울특별시 금천구 시흥대로115길 48(독산동)
2025,엔터 스튜디오,합계,0,1,1,1,27,민간(대학로 외),서울특별시 마포구 독막로8길 30(합정동)
2026,클럽 샤프,합계,100,1,1,1,27,민간(대학로 외),서울특별시 마포구 동교로 63 (망원동)
2027,서서울예술교육센터,미디어랩,0,1,1,4,26,민간(대학로 외),서울특별시 양천구 남부순환로64길 2(신월동)
2028,서서울예술교육센터,스튜디오 A,0,0,0,0,0,민간(대학로 외),서울특별시 양천구 남부순환로64길 2(신월동)
2029,서서울예술교육센터,스튜디오 B,0,0,0,0,0,민간(대학로 외),서울특별시 양천구 남부순환로64길 2(신월동)
2030,서서울예술교육센터,스튜디오 C,0,0,0,0,0,민간(대학로 외),서울특별시 양천구 남부순환로64길 2(신월동)
2031,서서울예술교육센터,합계,0,1,1,4,26,민간(대학로 외),서울특별시 양천구 남부순환로64길 2(신월동)
2034,더스크블루,합계,0,1,1,1,25,기타(비공연장),서울특별시 영등포구 당산로38길 10(당산동4가)
2035,슈필렌하우스 & 슈필렌아트홀,합계,0,1,1,1,25,민간(대학로 외),서울특별시 서초구 반포대로 304 (잠원동)
2038,메인이더넷,합계,0,1,1,1,24,민간(대학로 외),서울특별시 강남구 봉은사로26길 7(역삼동)
2040,성미산마을극장 향,합계,97,1,1,6,24,민간(대학로 외),서울특별시 마포구 월드컵로26길 39 (성산동)
2044,횃불선교회관,합계,0,1,1,1,23,기타(비공연장),서울특별시 서초구 바우뫼로31길 70(양재동)
2051,카페 야카모즈,합계,0,1,1,1,21,민간(대학로 외),서울특별시 마포구 월드컵북로 88 (성산동)
2052,복합공간 우리누리아트홀,합계,0,1,1,1,20,민간(대학로 외),서울특별시 관악구 관악로 105 (봉천동)
2057,텐더리커피앤디저트,합계,0,1,1,1,20,기타(비공연장),서울특별시 마포구 성미산로29길 35(연남동)
2058,홍대파티룸벨라뷰,합계,0,1,1,2,20,기타(비공연장),서울특별시 서대문구 연희로26길 20 (연희동)
2060,LP Sound Studio,합계,0,1,1,2,19,민간(대학로 외),서울특별시 서초구 바우뫼로41길 16(양재동)
2071,정효아트센터,합계,100,1,1,1,18,민간(대학로 외),서울특별시 서초구 사임당로18길 52-2 (서초동) 
2076,홍해성 소극장,합계,0,1,1,5,18,민간(대학로),서울특별시 종로구 동숭길 64 (동숭동)
2077,반쥴,합계,70,1,1,1,17,기타(비공연장),서울특별시 종로구 삼일대로17길 23 (관철동) 
2078,에일리하우스,합계,0,1,1,1,17,기타(비공연장),서울특별시 강남구 압구정로11길 37-53 (압구정동)
2081,후암스튜디오(후암아트홀),합계,170,1,1,7,17,민간(대학로),서울특별시 종로구 대학로11길 23 (명륜4가)
2084,스콘뮤직홀,합계,200,1,1,1,16,민간(대학로),서울특별시 종로구 동숭길 148 (혜화동) 
2094,글루호텔 블루레인라운지,합계,0,2,2,3,14,민간(대학로),서울특별시 종로구 율곡로 228(이화동)
2096,선릉문화공간 제이드409,합계,80,1,1,1,14,민간(대학로 외),서울특별시 강남구 테헤란로 409(삼성동)
2101,울림과 퍼짐,합계,0,1,1,1,14,민간(대학로 외),서울특별시 종로구 자하문로24길 12(효자동)
2104,홍대난타극장(구. 뮤직쇼웨딩 전용관),합계,323,1,1,2,14,민간(대학로 외),서울특별시 마포구 양화로16길 29 (서교동)
2108,극단 제이와이,합계,0,1,1,2,12,민간(대학로 외),서울특별시 서대문구 신촌로 173-2 (대현동)
2112,강서아트리움,합계,215,1,1,3,11,공공(문예회관),서울특별시 강서구 가로공원로 195 (화곡동)
2116,경기대학교 [서울],합계,100,2,2,4,10,민간(대학로 외),서울특별시 서대문구 경기대로9길 24 (충정로2가) 
2125,"대학로 극장가게 (구. 문씨어터, 지구인씨어터)",합계,204,1,0,4,9,민간(대학로),서울특별시 종로구 대학로10길 12 (동숭동)
2131,부띠크 모나코 뮤지엄,합계,0,1,1,1,8,기타(비공연장),서울특별시 서초구 서초대로 397(서초동)
2134,연세대학교 음악대학 체임버홀,합계,0,1,1,1,8,민간(대학로 외),서울특별시 서대문구 연세로 50(신촌동)
2137,장로회신학대학교 세계교회협력센터,합계,352,1,1,1,7,민간(대학로 외),서울특별시 광진구 광장로5길 25-1(광장동)
2139,1M SPACE,합계,55,1,1,4,6,민간(대학로 외),서울특별시 서대문구 연세로4길 27 (창천동)
2140,IPAC홀(인터내셔널퍼포밍아트센터),합계,0,2,2,2,6,민간(대학로 외),서울특별시 서초구 효령로52길 16 (서초동)
2141,더 서울 라운지,합계,0,1,1,1,6,민간(대학로 외),서울특별시 용산구 이태원로19길 6-4(이태원동)
2149,언플러그드 [신촌],합계,0,1,1,1,5,민간(대학로 외),서울특별시 서대문구 연세로 13(창천동)
2150,청담 예인아트홀,합계,0,1,1,3,5,민간(대학로 외),서울특별시 강남구 도산대로81길 45(청담동)
2159,더 리버사이드 호텔,합계,450,2,2,2,4,민간(대학로 외),서울특별시 서초구 강남대로107길 6(잠원동)
2162,IMCL MUSIC STUDIO,합계,0,1,1,1,3,민간(대학로 외),서울특별시 강서구 공항대로42길 23-3(내발산동)
2163,KOMCA홀,합계,0,1,1,1,3,민간(대학로 외),서울특별시 강서구 공항대로 332(내발산동)
2164,더스튜디오HBC (The Studio HBC),합계,0,1,1,1,3,민간(대학로 외),서울특별시 용산구 신흥로7길 1 (용산동2가)
2168,세빛섬,합계,1000,2,2,2,3,국립,서울특별시 서초구 올림픽대로 2085-14(반포동)
2173,베아오페라음악예술원,합계,0,1,1,1,2,민간(대학로 외),서울특별시 서초구 강남대로 263 (서초동)
2175,신촌아트레온,합계,220,1,1,1,2,민간(대학로 외),서울특별시 서대문구 신촌로 129 (창천동)
2176,신한뮤직,합계,0,1,1,1,2,민간(대학로 외),서울특별시 강남구 언주로 716 (논현동)
2178,크리에이터스 홀,합계,100,1,1,1,2,민간(대학로 외),서울특별시 동대문구 안암로 86-1(제기동)
2180,하다아트홀,합계,0,1,1,1,2,민간(대학로 외),서울특별시 강남구 선릉로108길 7(삼성동)
2181,히브루스홀,합계,0,1,1,1,2,민간(대학로 외),서울특별시 마포구 서강로 144(노고산동)
2184,선릉유아트홀,합계,0,1,1,1,1,민간(대학로 외),서울특별시 강남구 선릉로 533(역삼동)
2193,KOCCA콘텐츠문화광장,합계,193,1,1,2,0,공공(기타),서울특별시 동대문구 회기로 66 (청량리동)
2195,골드레이블 매직,합계,0,1,0,2,0,민간(대학로 외),서울특별시 강남구 도산대로12길 6(논현동)
2198,대학로 두레홀 3관,합계,220,1,0,2,0,민간(대학로),서울특별시 종로구 대학로8가길 80 (동숭동)
2199,더쇼 씨어터(THE SHOW THEATER),합계,0,1,1,2,0,민간(대학로 외),서울특별시 강동구 성내로10길 12(성내동)
2201,아프리카 콜로세움,합계,0,1,1,1,0,민간(대학로 외),서울특별시 마포구 매봉산로 31(상암동)
2202,원패스아트홀,합계,200,1,1,1,0,민간(대학로),서울특별시 종로구 대학로12길 15 (동숭동)
2203,중앙성결교회,합계,0,1,1,1,0,기타(비공연장),서울특별시 종로구 충신길 22 (종로6가)
2205,코스모스아트홀,합계,220,1,1,3,0,민간(대학로 외),서울특별시 서초구 반포대로 27(서초동)
2206,타이니앨리스,합계,144,1,1,2,0,민간(대학로),서울특별시 종로구 대학로11길 23 (명륜4가)
