분류명,공간명(한글),공간명(영어),개관년도,지역,우편번호,주소,Latitude,Longitude
공연장,대학로 뮤지컬센터 공간 피꼴로,DaehangnoMusicalCenter  Piccolo,2012,종로구  ,       ,서울시 종로구 동숭길 100 대학로뮤지컬센터 공간삐꼴로 4F,37.5828747,127.0044105
공연장,대학로 소리아트홀 1관,SORIARTHALL,2010,종로구  ,       ,서울시 종로구 혜화동 90-18 뉴시티빌딩4층 소리아트홀,37.5842275,127.0019389
공연장,대학로 소리아트홀 2관,SORIARTHALL,2010,종로구  ,       ,서울시 종로구 혜화동 90-18 뉴시티빌딩4층 소리아트홀,37.5842275,127.0019389
공연장,대학로 소리아트홀 3관,SORIARTHALL,2010,종로구  ,       ,서울시 종로구 혜화동 90-18 뉴시티빌딩4층 소리아트홀,37.5842275,127.0019389
공연장,대학로 스타시티 6층,Starcity 6F,2012,종로구  ,       ,서울시 종로구 명륜4가 113-1 스타시티 빌딩,37.582024,127.000347
공연장,대학로 아트원씨어터 1관,,2009,종로구  ,       ,서울시 종로구 동숭동 1-181번지 대학로 아트원씨어터,37.5802316,127.0040004
공연장,대학로 아트원씨어터 2관,,2009,종로구  ,       ,서울시 종로구 동숭동 1-181번지 대학로 아트원씨어터,37.5802316,127.0040004
공연장,대학로 아트원씨어터 3관,,2009,종로구  ,       ,서울시 종로구 동숭동 1-181번지 대학로 아트원씨어터,37.5802316,127.0040004
공연장,대학로 우리네극장(구 미라클씨어터 2관),deahakro woorine theatre,2012,종로구  ,       ,서울시 종로구 동숭동 1-145,37.58077,127.0041608
공연연습실(대학로),대학로갈갈이홀,,    ,종로구  ,110-809,서울시 종로구 대학로8가길 111,37.5809974,127.0035224
공연장,대학로극장,Daehangno Theater,1987,종로구  ,       ,서울시 종로구 연건동 178-1 동마루빌딩 지하1층,37.576534,127.0025224
공연연습실(대학로),대학로극장,,    ,종로구  ,110-460,서울시 종로구 대학로 60,37.576522,127.0025859
공연장,대학로뮤지컬센터,,    ,종로구  ,       ,서울시 종로구 동숭동 25-5번지,37.5828747,127.0044105
공연장,대학로비너스극장,,2011,종로구  ,       ,서울시 종로구 동숭동 1-93 지하1층,37.5809944,127.0037129
공연연습실(대학로),대학로스타시티 SM스테이지,,    ,종로구  ,110-524,서울시 종로구 대학로11길 23,37.5820784,127.0004809
공연장,대학로연습실1,,2004,종로구  ,       ,서울시 종로구 동숭동 1-43,37.5831612,127.0034728
공연장,대학로연습실2,,2009,종로구  ,       ,서울시 종로구 동숭동 1-75 2층,37.584512,127.0053884
공연연습실(대학로),대학로예술극장 3관,,    ,종로구  ,110-810,서울시 종로구 이화장길 100,37.5798019,127.0046643
공연장,"대학로예술극장 3관(구,상상나눔씨어터)",,2009,종로구  ,       ,서울시 종로구 동숭동 187-8 B1 대학로예술극장 3관 110-810,37.5798019,127.0046643
공연장,대학로예술극장 대극장,Daehangno Arts Theater,2009,종로구  ,       ,서울시 종로구 동숭동 1-67,37.5820858,127.0031805
공연장,대학로예술극장 소극장,Daehangno Arts Theater Small Theater,2009,종로구  ,       ,서울시 종로구 동숭동 1-67,37.5820858,127.0031805
공연연습실(대학로),대학로예술마당2관,,    ,종로구  ,110-500,서울시 종로구 이화장길 26,37.5766289,127.0039406
공연장,대학로우리극장,Theater Woori,2005,종로구  ,       ,서울시 종로구 동숭동 1-58 대학성 빌딩 지하,37.5822555,127.0025222
공연장,대학로자유극장(구. PMC대학로자유극장),PMC Daehangno Ja-U Theater,2005,종로구  ,       ,서울시 종로구 동숭동 1-45 자유빌딩,37.5827608,127.0036164
공연장,댕로홀(구 두레홀1관),Daeng no hall,2005,종로구  ,       ,서울시 종로구 동숭동 1-78번지 마로니빌딩 지하1층,37.5818839,127.0037254
공연장,더 스테이지,The Stage,2009,서대문구 ,       ,서울시 서대문구 창천동 18-29 버티고빌딩 B2층,37.5563107,126.9372084
전시시설,더갤러리,,    ,마포구  ,121-893,서울시 마포구 잔다리로,37.5540291,126.9176486
공연장,더굿씨어터,The Good Theater,2004,종로구  ,       ,서울시 종로구 혜화동 185번지 중원빌딩 지하 2층,37.5839645,127.002167
공연연습실(대학로),더굿씨어터,,    ,종로구  ,110-530,서울시 종로구 대학로 144,37.5839645,127.002167
전시시설,더컬럼스갤러리,,    ,용산구  ,140-863,서울시 용산구 이태원로 27길 31-2,37.535503,126.9939498
미술관,덕수궁미술관 국립현대미술관,,    ,중구   ,100-120,서울시 중구 세종대로 99,37.565936,126.9750354
도서관,도봉1동 어린이도서관,,    ,도봉구  ,132-816,서울시 도봉구 도봉로 175길 10,37.6829989,127.0428766
공연연습실(대학로),도봉구 시설관리공단 도봉구민회관,,    ,도봉구  ,132-908,서울시 도봉구 창동역길 23,37.65276,127.047945
공연장,도봉구민회관 대공연장,,1993,     ,       ,,,
도서관,도봉도서관,,    ,도봉구  ,132-885,서울시 도봉구 삼양로 556,37.652678,127.0129669
지방문화원,도봉문화원,,    ,도봉구  ,132-717,서울시 도봉구 도봉로 552,37.6541023,127.0386268
도서관,도봉문화정보센터,,    ,도봉구  ,132-040,서울시 도봉구 덕릉로 315,37.6446168,127.0439784
복지관,도봉서원종합사회복지관,,    ,도봉구  ,132-822,서울시 도봉구 마들로 668,37.6697793,127.0465504
도서관,도봉어린이문화정보센터,,    ,도봉구  ,132-040,서울시 도봉구 노해로69길 151,37.6590524,127.0495093
도서관,독립서점 쿨디가,Bookstore KULDIGA,2021,서초구  ,6654,"서울시 서초구 효령로55길 22 (서초동, 그린빌오피스텔)",37.4857649,127.0146862
공연연습실(대학로),돔예술 사랑채,dom art,2020,강북구  ,1157,"서울시 강북구 도봉로 182 (미아동, 진경빌딩)",37.6249734,127.027011
공연장,동국대학교 이해랑 예술극장,,2008,중구   ,       ,서울시 중구 필동 3가 26번지,37.5595979,126.9982159
공연연습실(대학로),동국대학교90주년기념문화관(예술극장),,    ,중구   ,100-715,서울시 중구 필동3가 26,37.5595979,126.9982159
문예회관,동대문구 구민회관,,    ,동대문구 ,130-841,서울시 동대문구 장한로18길 82-9,37.5672369,127.0733404
도서관,동대문구 정보화도서관,,    ,동대문구 ,130-868,서울시 동대문구 회기로 10길 60,37.5897088,127.0470536
공연장,동대문구문화회관,Dongdaemun-Gu Culture Center,1997,동대문구 ,       ,서울시 동대문구 답십리길 210 - 2 (답십리동 산2-121,37.5717451,127.0637182
도서관,동대문도서관,,    ,동대문구 ,130-813,서울시 동대문구 천호대로 4길 22,37.5734462,127.02443
지방문화원,동대문문화원,,    ,동대문구 ,130-800,서울시 동대문구 답십리길210-2,37.5709801,127.0579338
복지관,동대문종합사회복지관,,    ,동대문구 ,130-861,서울시 동대문구 약령시로 5길 22,37.5840139,127.0341872
청소년수련관,동대문청소년수련관,,    ,동대문구 ,130-866,서울시 동대문구 제기로 33길 25,37.5872471,127.0500016
공연연습실(대학로),동덕여대공연예술센터,,    ,종로구  ,110-809,서울시 종로구 동숭길 126,37.5837306,127.0033198
공연연습실(대학로),동랑예술센터 대극장 ,,    ,중구   ,100-250,서울시 중구 소파로 138,37.5589628,126.9883506
공연연습실(대학로),동방예술극장,,    ,마포구  ,121-806,서울시 마포구 신촌로20길 19,37.5544773,126.9385007
전시시설,동산방화랑,,    ,종로구  ,110-170,서울시 종로구 인사동9길 35,37.5729272,126.9833785
복지관,유락종합사회복지관,,    ,중구   ,100-820,서울시 중구 퇴계로 460,37.5650915,127.0227986
공연장,동서울아트홀,Dongseoul Art Hall,2011,광진구  ,       ,서울시 광진구 구의동 595 번지,37.5341664,127.0918876
공연장,동서울아트홀,DONGSEOULARTHALL,2012,광진구  ,       ,서울시 광진구 구의동 595 지하2층,37.5341664,127.0918876
공연연습실(대학로),동서울아트홀,,    ,광진구  ,143-831,서울시 광진구 구의강변로 385,37.5354096,127.0926055
전시시설,동숭갤러리,,    ,종로구  ,110-522,서울시 종로구 창경궁로 34길 18-5,37.5840907,127.0007048
공연장,동숭무대소극장,Dong-Soong Small Theater,2002,종로구  ,3068,"서울시 종로구 혜화로 35 (명륜1가, 경주이씨중앙화수회관)",37.5886406,126.9991565
공연장,동숭아트센터 꼭두랑놀자,,2009,종로구  ,       ,서울시 종로구 동숭동 1-5번지 동숭아트센터,37.583653,127.0036978
공연장,동양아트홀,Dongyang Art Hall&nbsp;,2006,강남구  ,       ,서울시 강남구 논현동 1-3번지 렉스타워 B1,37.5162574,127.0206194
도서관,동작 상도 국주도서관,,    ,동작구  ,156-830,서울시 동작구 매봉로 37,37.5087964,126.9510463
도서관,동작도서관,,    ,동작구  ,156-806,서울시 동작구 장승배기로 94,37.5059274,126.9401698
지방문화원,동작문화원,,    ,동작구  ,156-832,서울시 동작구 문화원길 10,37.5044862,126.9409749
도서관,동작어린이도서관,,    ,동작구  ,156-052,서울시 동작구 장승배기로 16길 98,37.509114,126.9435624
복지관,동작이수사회복지관,,    ,동작구  ,156-814,서울시 동작구 동작대로 35차 7길,37.4796138,126.9809382
복지관,동작종합사회복지관,,    ,동작구  ,156-807,서울시 동작구 등용로 47,37.5057188,126.933391
전시시설,동호갤러리,,    ,종로구  ,110-718,서울시 종로구 인사동7길 12,37.5730861,126.9852119
공연장,두레홀 3관,Doore Hall 3,2006,종로구  ,       ,서울시 종로구 동숭동 1-78번지 마로니 빌딩 지하,37.5818839,127.0037254
공연연습실(대학로),두레홀 4관,,    ,종로구  ,110-809,서울시 종로구 대학로12길 15,37.5827724,127.0028475
공연장,"두레홀 4관(구,아룽구지)",Doore Hall 4,2007,종로구  ,       ,서울시 종로구 동숭동 1-54,37.5827724,127.0028475
공연연습실(대학로),두레홀1관,,    ,종로구  ,110-809,서울시 종로구 대학로12길 50,37.5818839,127.0037254
전시시설,두루아트스페이스,,    ,종로구  ,110-817,서울시 종로구 창의문로 151,37.5932719,126.9635513
공연연습실(대학로),두산아트센터,,    ,종로구  ,110-739,서울시 종로구 종로33길 15,37.5718981,127.001222
공연장,두산아트센터 스페이스111,DooSan Art Center Space 111&nbsp;,    ,종로구  ,       ,서울시 종로구 연지동 270,37.5718981,127.001222
공연장,두산아트센터 연강홀,Doosan Art Center Yonkang Hall,    ,종로구  ,       ,서울시 종로구 연지동 270,37.5718981,127.001222
공연연습실(대학로),두산아트센터 연강홀,,    ,종로구  ,110-739,서울시 종로구 종로33길 15,37.5718981,127.001222
공연장,드림시어터,DREAM Theater,2012,종로구  ,       ,서울시 종로구 동숭동 1-48 빌리지빌딩 3층 [110-809],37.5829499,127.0026333
복지관,등촌1 종합사회복지관,,    ,강서구  ,157-761,서울시 강서구 강서로68길 36,37.564973,126.8424306
복지관,등촌4 종합사회복지관,,    ,강서구  ,157-764,서울시 강서구 공항대로 39길 59,37.5615689,126.8433209
복지관,등촌7 종합사회복지관,,    ,강서구  ,157-767,서울시 강서구 공항대로 43길 104,37.5608036,126.8516881
복지관,등촌9 종합사회복지관,,    ,강서구  ,157-769,서울시 강서구 화곡로63가길 92,37.5616417,126.8496298
공연장,디마떼오홀,Dimatteo,1998,종로구  ,       ,서울시 종로구 동숭동 1-141,37.5800339,127.0039507
공연연습실(대학로),디마떼오홀,,    ,종로구  ,110-809,서울시 종로구 동숭길 29,37.5800339,127.0039507
공연장,디큐브아트센터,,    ,     ,       ,,,
공연장,떼아뜨르추,,    ,마포구  ,       ,서울시 마포구 동교동 358-116,37.5531143,126.9221592
공연연습실(대학로),라이브극장,,    ,종로구  ,110-809,서울시 종로구 대학로12길 64,37.5812002,127.0037165
공연장,라이프씨어터,Life Theater,2008,종로구  ,       ,서울시 종로구 명륜2가 24-1,37.5839008,127.0010554
공연연습실(대학로),라이프씨어터,,    ,종로구  ,110-522,서울시 종로구 창경궁로34길 26,37.5839008,127.0010554
공연장,라트어린이극장,LATT Children`s Theatre,2002,강남구  ,       ,서울시 강남구 도곡동 514-1,37.4842685,127.0421734
공연연습실(대학로),라트어린이극장,,    ,강남구  ,135-854,서울시 강남구 논현로 164,37.4842964,127.0424336
공연장,레몬아트홀,Arts Play Theater 2,2007,종로구  ,       ,서울시 종로구 동숭동 1-58,37.5822932,127.0025237
공연연습실(대학로),롤링홀,,    ,마포구  ,121-895,서울시 마포구 어울마당로 35,37.548485,126.9201334
공연장,롯데월드 예술극장,Lotteworld Art Theater,1994,송파구  ,       ,서울시 송파구 잠실동 40-1번지,37.5112862,127.0979392
공연연습실(대학로),롯데월드예술극장,,    ,송파구  ,138-721,서울시 송파구 올림픽로 240,37.5112862,127.0979392
공연장,롯데카드 아트센터,LOTTE CARD ART CENTER,2012,마포구  ,       ,서울시 마포구 서교동 490번지 메세나 폴리스 2층 롯데카드 아트센터,37.5509344,126.9137824
공연장,르메이에르소극장,Lemeilleur Theater,2006,종로구  ,       ,서울시 종로구 동숭동 1-145 대학빌딩 지하 1층,37.58077,127.0041608
공연연습실(대학로),르메이에르소극장,,    ,종로구  ,110-809,서울시 종로구 동숭길 55,37.58077,127.0041608
전시시설,리더스 갤러리수,,    ,종로구  ,110-300,서울시 종로구 인사동5길 21,37.5724697,126.9852399
전시시설,리씨갤러리,,    ,종로구  ,110-220,서울시 종로구 팔판길 1-8,37.5825848,126.9805781
공연장,마당세실극장,Madang Sesil Theater,1997,종로구  ,       ,서울시 종로구 동숭동 192-18 지하,37.5786935,127.0046492
공연연습실(대학로),마당세실극장,,    ,종로구  ,110-810,서울시 종로구 이화장길 78,37.5786935,127.0046492
복지관,마들사회복지관,,    ,노원구  ,139-865,서울시 노원구 동일로 210길 22,37.6472537,127.0651959
공연장,마로니에 극장,marronnier theater,2010,종로구  ,       ,서울시 종로구 동숭동 130-47,37.5805863,127.0045827
공연연습실(대학로),마로니에극장,,    ,종로구  ,110-809,서울시 종로구 동숭길 50,37.5805863,127.0045827
공연장,마루채,maruchae,2003,종로구  ,       ,서울시 종로구 명륜4가 62번지 공간 마루채,37.5825888,126.9997447
공연장,마을극장 흰고무신,Village Theater White Rubber Shoes,2018,도봉구  ,1315,"서울시 도봉구 시루봉로15마길 13 (방학동, 방학2동 마을극장)",37.6681901,127.0350444
전시시설,마이클슐츠갤러리,,    ,강남구  ,135-955,서울시 강남구 압구정로 461,37.5252829,127.0472385
복지관,마천종합사회복지관,,    ,송파구  ,138-821,서울시 송파구 마천로 65길 4,37.4917741,127.1556303
청소년수련관,마천청소년수련관,,    ,송파구  ,138-821,서울시 송파구 성내천로 319,37.4923374,127.1566455
도서관,마포구립 서강도서관,,    ,마포구  ,121-881,서울시 마포구 독막로 165,37.5477111,126.9320121
공연연습실(대학로),마포문화센터,,    ,마포구  ,121-809,서울시 마포구 대흥로 20길 28,37.5499841,126.9455597
지방문화원,마포문화원,,    ,마포구  ,121-853,서울시 마포구 백범로 227,37.542243,126.9554097
공연장,마포아트센터,Mapo Arts Center,2008,마포구  ,       ,서울시 마포구 대흥동 30-3,37.5499841,126.9455597
공연연습실(대학로),마포아트센터,,    ,마포구  ,121-809,서울시 마포구 대흥로 20길 28,37.5499841,126.9455597
청소년수련관,마포청소년문화의집,,    ,마포구  ,121-904,서울시  마포구 상암산로1길 67,37.5803526,126.8838894
청소년수련관,마포청소년수련관,,    ,마포구  ,121-711,서울시 마포구 월드컵로 212,37.566242,126.9019425
도서관,마포평생학습관,,    ,마포구  ,121-837,서울시 마포구 홍익로2길 16,37.5542731,126.9242413
도서관,마포평생학습관 아현분관,,    ,마포구  ,121-861,서울시 마포구 마포대로 224,37.5538717,126.95725
공연장,맛있는 극장,,2010,종로구  ,       ,서울시 종로구 혜화동 109-4  지층,37.5862367,127.0007573
청소년수련관,망우청소년수련관,,    ,중랑구  ,131-800,서울시 중랑구 송림길 156,37.606169,127.108855
공연장,메모리아트홀,Memory ArtHall,2009,종로구  ,       ,서울시 종로구 동숭동 50-24 지하1층,37.5817566,127.0042887
공연장,메사고릴라크루전용관(메사팝콘홀),,    ,중구   ,       ,서울시 중구 회현동 1가 204번지 10~12층,37.5603767,126.9796171
복지관,면목종합사회복지관,,    ,중랑구  ,131-753,서울시 중랑구 용마산로 228,37.5736945,127.0878178
전시시설,명갤러리,,    ,종로구  ,110-300,서울시 종로구 인사동길 28-1,37.5732953,126.9861357
공연장,명동 해치홀,HAECHIHALL,2008,중구   ,       ,서울시 중구 명동2가 31-1 M플라자 빌딩 5층,37.5624994,126.9851619
공연장,명동난타극장(구.명동아트센터),Myeong Dong Art Center,    ,중구   ,       ,서울시 중구 명동2가 50-14,37.5634537,126.9837623
공연연습실(대학로),명동성당 꼬스트홀,,    ,중구   ,100-809,서울시 중구 명동길 74,37.5630786,126.9869944
공연장,명동예술극장,MYEONGDONG THEATER,2009,종로구  ,       ,서울시 종로구 명동 1가 54,37.5639764,126.984217
공연연습실(대학로),명동예술극장,,    ,중구   ,101-021,서울시 중구 명동길35,37.5639764,126.984217
전시시설,모인화랑,,    ,종로구  ,110-300,서울시 종로구 인사동10길 13,37.5743466,126.9857216
공연연습실(대학로),모차르트홀,,    ,서초구  ,137-871,서울시 서초구 명달로 104,37.4864197,127.0045483
전시시설,목금토갤러리,,    ,종로구  ,110-809,서울시 종로구 마로니에길 33,37.5805009,127.0028245
공연장,목동 브로드홀,Broad Hall,    ,양천구  ,       ,서울시 양천구 목동 923-5,37.5269584,126.8715054
복지관,목동종합사회복지관,,    ,양천구  ,158-810,서울시 양천구 목동중앙북로 8길 104,37.5445593,126.8663507
공연연습실(대학로),목동청소년수련관,,    ,양천구  ,158-050,서울시 양천구 목동서로 143,37.5307355,126.8754829
도서관,목마작은도서관,,    ,양천구  ,158-879,서울시 양천구 목동동로 407-2,37.5242141,126.8713288
도서관,문래정보문화도서관,,    ,영등포구 ,150-093,서울시 영등포구 문래로20길 49,37.516569,126.8913666
청소년수련관,문래청소년수련관,,    ,영등포구 ,150-835,서울시 영등포구 문래로 110,37.5189081,126.8940305
공연장,문화공간 가치,cultural space value,2020,도봉구  ,1448,서울시 도봉구 도봉로109길 11 (쌍문동),37.6608835,127.0362193
공연장,문화공간 아리,,2009,종로구  ,       ,서울시 종로구 혜화동 10-18 지하1층,37.5895698,126.9994495
공연연습실(대학로),문화공간 아리,,    ,종로구  ,110-530,서울시 종로구 혜화로 46,37.5895698,126.9994495
공연장,문화공간엘림홀,Culture Space Ellim Hall,2007,종로구  ,       ,서울시 종로구 동숭동 195- 6(110-810),37.579389,127.004791
공연장,문화일보갤러리,MUNHWAILBO GALLERY,1995,중구   ,       ,서울시 중구 충정로 1가 68,37.5671084,126.9686899
공연장,문화일보홀,Munhwailbo Hall&nbsp;,1995,중구   ,       ,서울시 중구 충정로1가 68 문화일보 홀,37.567088,126.96859
공연연습실(대학로),문화일보홀,,    ,중구   ,100-723,서울시 중구 새문안로 22,37.5671084,126.9686899
공연장,문화정원아트홀,MUN HWA JEONG WON Aat Hall,2015,금천구  ,8523,서울시 금천구 가산로 61 (독산동),37.4718517,126.8959292
전시시설,물파스페이스,,    ,종로구  ,110-170,서울시 종로구 인사동9길 27,37.572967,126.9838458
공연장,뮤디스홀,MUDIZ HALL,2006,종로구  ,       ,서울시 종로구 동숭동 1-57,37.5825008,127.0024538
공연장,미라클씨어터 1관,Miracle Theater 1,2005,종로구  ,       ,서울시 종로구 동숭동 1-145 대학빌딩,37.58077,127.0041608
공연장,미라클씨어터 2관,Miracle Theater 2,2006,종로구  ,       ,서울시 종로구 동숭동 1-145 대학빌딩,37.58077,127.0041608
공연연습실(대학로),미라클씨어터1관,,    ,종로구  ,110-809,서울시 종로구 동숭길 55,37.58077,127.0041608
공연장,미마지아트센터 눈빛극장,,2009,종로구  ,       ,서울시 종로구 명륜1가 36-13,37.5871032,126.9997925
공연장,미마지아트센터 물빛극장,,2003,종로구  ,       ,서울시 종로구 동숭동 1-133,37.5803213,127.0035149
공연연습실(대학로),미마지아트센터 물빛극장,,    ,종로구  ,110-809,서울시 종로구 대학로8가길 129,37.5803213,127.0035149
공연장,미마지아트센터 풀빛극장,,2009,종로구  ,       ,서울시 종로구 동숭동 1-133,37.5803213,127.0035149
공연연습실(대학로),민속극장풍류,,    ,강남구  ,135-874,서울시 강남구 봉은사로 406,37.5102289,127.0446484
미술관,밀알미술관,,    ,강남구  ,135-230,서울시 강남구 일원로 90,37.4857714,127.0823193
공연연습실(대학로),밀알학교세라믹팔레스홀,,    ,강남구  ,135-230,서울시 강남구 일원로 90,37.4857714,127.0823193
공연장,바다씨어터,Bada Theater,2008,종로구  ,       ,서울시 종로구 명륜4가 16-1,37.5831369,127.0009931
공연연습실(대학로),바로크챔버홀 ,,    ,서초구  ,137-867,서울시 서초구 남부순환로325길 9,37.4817433,127.0144813
공연장,바탕골소극장,,    ,종로구  ,       ,서울시 종로구 동숭동 1-60 5층,37.5818912,127.0025727
전시시설,박여숙화랑,,    ,강남구  ,135-955,서울시 강남구 압구정로 461,37.5252829,127.0472385
전시시설,박영덕화랑,,    ,강남구  ,135-954,서울시 강남구 압구정로 72길 12,37.5257106,127.0448889
복지관,반포종합사회복지관,,    ,서초구  ,137-907,서울시 서초구 신반포로 33길 22,37.5099503,127.01099
청소년수련관,방배유스센터,,    ,서초구  ,137-851,서울시 서초구 방배로 5길 11,37.478305,126.9990658
복지관,방아골종합사회복지관,,    ,도봉구  ,132-833,서울시 도봉구 시루봉로 17길 43,37.6692693,127.0327234
복지관,방화11 종합사회복지관,,    ,강서구  ,157-775,서울시 강서구 개화동로 21길 4,37.570159,126.8054428
복지관,방화2 종합사회복지관,,    ,강서구  ,157-782,서울시 강서구 방화대로48길 40,37.5747818,126.8189606
복지관,방화6 종합사회복지관,,    ,강서구  ,157-786,서울시 강서구 금낭화로23길 25,37.5784496,126.8110072
공연장,배고파 씨어터,,    ,종로구  ,       ,서울시 종로구 동숭동 128-16,37.5811167,127.00436
전시시설,백송화랑,,    ,종로구  ,110-300,서울시 종로구 인사동길 31-8,37.5732897,126.985325
공연장,백암아트홀,Baekam Art Hall&nbsp;,2004,강남구  ,       ,서울시 강남구 삼성동 170-5,37.5105376,127.0659125
공연연습실(대학로),백암아트홀,,    ,강남구  ,135-882,서울시 강남구 테헤란로113길 7,37.5105376,127.0659125
복지관,번동2단지 종합사회복지관,,    ,강북구  ,142-762,서울시 강북구 한천로105길 24,37.6265676,127.0453405
복지관,번동3단지 종합사회복지관,,    ,강북구  ,142-763,서울시 강북구 오현길 210,37.6434801,127.0111839
도서관,법원도서관,,    ,서초구  ,137-750,서울시 서초구 서초대로 219,37.4922928,127.0053561
청소년수련관,보라매청소년수련관,,    ,동작구  ,156-849,서울시 동작구 여의대방로 20길 33,37.4926778,126.919139
복지관,본동종합사회복지관,,    ,동작구  ,156-812,서울시 동작구 용봉길 61,36.0116947,128.2711393
전시시설,본화랑,,    ,종로구  ,110-200,서울시 종로구 삼청로2길 37-2,37.5799669,126.9812708
복지관,봉천종합사회복지관,,    ,관악구  ,151-808,서울시 관악구 관악로 254,37.4866744,126.9575151
공연연습실(대학로),부암아트홀,,    ,종로구  ,110-817,서울시 종로구 자하문로 242,37.5957428,126.9640996
복지관,북부종합사회복지관,,    ,노원구  ,139-838,서울시 노원구 동일로 245길 56,37.6796011,127.052403
공연연습실(대학로),북서울꿈의숲 아트센터,,    ,강북구  ,142-861,서울시 강북구 월계로 173,37.6217709,127.0411741
미술관,북촌미술관,,    ,종로구  ,110-260,서울시 종로구 북촌로7길 4,37.5803267,126.9841837
공연장,북촌아트홀,Bukchon Art Hall,2010,종로구  ,       ,서울시 종로구 원서동 157-1번지,37.5789636,126.9889818
공연연습실(대학로),불교전통문화예술공연장,,    ,종로구  ,110-170,서울시 종로구 우정국로 55,37.573909,126.9825588
공연연습실(대학로),브로드웨이아트홀 ,,    ,종로구  ,110-530,서울시 종로구 대학로 144,37.5839645,127.002167
공연장,브로드웨이아트홀 1관,Chang Jo Concert Hall 1,2007,종로구  ,       ,서울시 종로구 혜화동 185번지 중원빌딩 6층,37.5839645,127.002167
공연장,브로드웨이아트홀 2관,Brodway Art Hall 2,2007,종로구  ,       ,서울시 종로구 혜화동 185번지 중원빌딩 6층,37.5839645,127.002167
공연연습실(대학로),블랙박스씨어터,,    ,종로구  ,110-809,서울시 종로구 대학로10길 5,37.5818912,127.0025727
공연장,블러섬랜드,blossomland,2007,마포구  ,       ,서울시 마포구 서교동 403-1 4층,37.5501091,126.9208488
공연장,블루스퀘어 삼성전자홀,BLUE SQUARE,2011,용산구  ,       ,서울시 용산구 한남동 727-56,37.5407031,127.0026478
공연장,블루스퀘어 삼성카드홀,BLUE SQUARE,2011,용산구  ,       ,서울시 용산구 한남동 727-56,37.5407031,127.0026478
공연연습실(대학로),비보이 전용극장,,    ,마포구  ,121-739,서울시 마포구 와우산로 121,37.553552,126.9267194
전시시설,빛갤러리,,    ,종로구  ,110-200,서울시 종로구 북촌로5길 84,37.5801195,126.9804153
공연장,빛과 소리아트홀,,    ,     ,       ,,,
공연장,쁘티첼씨어터 (구. 컬처스페이스 엔유),,2010,종로구  ,       ,서울시 종로구 동숭동 1-144번지,37.5807735,127.003972
공연장,사.춤전용관,Sa-Choom Theater,    ,종로구  ,       ,서울시 종로구 낙원동 284-6 낙원빌딩 5층 502호,37.5725746,126.9878037
복지관,사당종합사회복지관,,    ,동작구  ,156-821,서울시 동작구 사당로 14길 20,37.4832708,126.9713925
복지관,사랑의전화마포종합사회복지관,,    ,마포구  ,121-851,서울시 마포구 만리재로 29,37.5447594,126.9545693
공연연습실(대학로),사랑하면 춤을춰라 전용관 (사춤전용관),,    ,종로구  ,110-707,서울시 종로구 삼일대로 428,37.5722166,126.9876448
도서관,사립명성교회도서관,,    ,강동구  ,134-830,서울시 강동구 상암로 51길 8,37.5469091,127.1462725
미술관,사비나미술관,,    ,종로구  ,110-240,서울시 종로구 율곡로 49-4,37.5765769,126.9845745
공연장,산울림소극장,Sanwoollim Theatre&nbsp;,1985,마포구  ,       ,서울시 마포구 서교동 327-9,37.5550758,126.930102
공연연습실(대학로),산울림소극장,,    ,마포구  ,121-836,서울시 마포구 와우산로 157,37.5550758,126.930102
공연장,삼각산 문화예술회관,Samgaksan Culture & Art Center,2001,강북구  ,       ,서울시 강북구 가오길 82(수유6동 360-10) (우)142-882,37.6441649,127.015797
미술관,삼성미술관Leeum,,    ,용산구  ,140-893,서울시 용산구 이태원로 55길,37.537227,126.9978713
공연연습실(대학로),삼성아트홀 ,,    ,강남구  ,135-847,서울시 강남구 영동대로 407,37.5055754,127.0642484
박물관,삼성출판박물관,,    ,종로구  ,110-804,서울시 종로구 비봉길 2-2,37.6087042,126.9570727
공연장,삼일로창고극장,Changgo Theatre,    ,중구   ,       ,서울시 중구 저동1가 1-20,37.5646634,126.986744
공연연습실(대학로),삼일로창고극장,,    ,중구   ,100-031,서울시 중구 삼일대로9길 12,37.5634575,126.9880094
복지관,삼전종합사회복지관,,    ,송파구  ,138-841,서울시 송파구 백제고분로 32길 35,37.4991276,127.0949477
공연연습실(대학로),삼청각,,    ,성북구  ,136-823,서울시 성북구 대사관로 3,37.5971439,126.9843219
공연장,삼형제극장(대학로),.,2009,종로구  ,       ,서울시 종로구 동숭동 199-33 2F,37.5785059,127.0046483
복지관,상계종합사회복지관,,    ,노원구  ,139-810,서울시 노원구 덕릉로 115나길 25,37.667934,127.0784423
복지관,상도종합사회복지관,,    ,동작구  ,156-830,서울시 동작구 상도로 39가길 7,37.5024836,126.9496074
공연연습실(대학로),상명아트센터,,    ,종로구  ,110-743,서울시 종로구?홍지문2길 20?,37.602823,126.9550432
공연장,상명아트센터 계당홀,sangmyung art center,2009,종로구  ,       ,서울시 종로구 홍지동 7 상명아트센터 U B204,37.6030022,126.9563873
공연장,상명아트센터 콘서트홀,sangmyung art center,2009,종로구  ,       ,서울시 종로구 홍지동 7 상명아트센터 U B204,37.6030022,126.9563873
