"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),총 수급자,총 수급자,총 수급자,일반수급자,일반수급자,조건부 수급자,조건부 수급자,특례수급자,특례수급자,시설수급자,시설수급자
"동별(1)",동별(2),동별(3),가구 (가구),시설 (개소),인원 (명),가구 (가구),인원 (명),가구 (가구),인원 (명),가구 (가구),인원 (명),시설 (개소),인원 (명)
"본청",강북구,삼양동,1251,-,1735,984,1312,223,369,44,54,-,-
"본청",강북구,미아동,1037,-,1280,857,1038,150,205,30,37,-,-
"본청",강북구,송중동,1171,-,1503,977,1224,156,228,38,51,-,-
"본청",강북구,송천동,1480,-,1887,1262,1568,195,288,23,31,-,-
"본청",강북구,삼각산동,1015,-,1319,869,1092,121,199,25,28,-,-
"본청",강북구,우이동,827,-,1220,691,972,120,230,16,18,-,-
"본청",강북구,인수동,1454,-,2118,1187,1653,222,411,45,54,-,-
"본청",강북구,기타,3,34,263,3,2,-,-,-,-,34,261
"본청",도봉구,소계,10867,55,15373,9228,12363,1532,2599,107,128,55,283
"본청",도봉구,쌍문1동,914,-,1275,774,1028,131,234,9,13,-,-
"본청",도봉구,쌍문2동,757,-,1060,627,840,122,211,8,9,-,-
"본청",도봉구,쌍문3동,712,-,939,616,800,88,131,8,8,-,-
"본청",도봉구,쌍문4동,239,-,360,220,323,17,35,2,2,-,-
"본청",도봉구,방학1동,1360,-,1868,1123,1501,226,355,11,12,-,-
"본청",도봉구,방학2동,1636,-,2454,1338,1896,282,538,16,20,-,-
"본청",도봉구,방학3동,268,-,408,252,382,16,26,-,-,-,-
"본청",도봉구,창1동,467,-,613,422,537,43,74,2,2,-,-
"본청",도봉구,창2동,885,-,1291,731,1022,140,247,14,22,-,-
"본청",도봉구,창3동,819,-,1153,685,946,128,201,6,6,-,-
"본청",도봉구,창4동,268,-,351,234,298,32,50,2,3,-,-
"본청",도봉구,창5동,445,-,627,382,524,59,97,4,6,-,-
"본청",도봉구,도봉1동,1214,-,1603,1048,1329,155,262,11,12,-,-
"본청",도봉구,도봉2동,872,-,1079,766,928,93,138,13,13,-,-
"본청",도봉구,기타,11,55,292,10,9,-,-,1,-,55,283
"본청",노원구,소계,22755,35,32553,18720,25042,3852,6619,183,223,35,669
"본청",노원구,월계1동,718,-,892,569,698,142,186,7,8,-,-
"본청",노원구,월계2동,2359,-,3136,2007,2567,332,543,20,26,-,-
"본청",노원구,월계3동,1509,-,2079,1251,1603,251,470,7,6,-,-
"본청",노원구,공릉2동,700,-,965,562,763,134,198,4,4,-,-
"본청",노원구,하계1동,2198,-,2904,1812,2280,368,601,18,23,-,-
"본청",노원구,하계2동,818,-,1241,698,1008,115,225,5,8,-,-
"본청",노원구,중계본동,384,-,616,295,461,87,152,2,3,-,-
"본청",노원구,중계1동,527,-,787,428,603,94,178,5,6,-,-
"본청",노원구,중계4동,1405,-,1832,1204,1506,192,316,9,10,-,-
"본청",노원구,상계1동,1336,-,1908,1086,1507,239,390,11,11,-,-
"본청",노원구,상계2동,770,-,1038,602,805,158,222,10,11,-,-
"본청",노원구,상계5동,1396,-,2059,1030,1451,348,588,18,20,-,-
"본청",노원구,상계8동,207,-,353,188,301,19,52,-,-,-,-
"본청",노원구,상계9동,328,-,528,283,441,42,83,3,4,-,-
"본청",노원구,상계10동,264,-,437,216,346,46,89,2,2,-,-
"본청",노원구,상계3.4동,1951,-,2610,1576,2009,361,584,14,17,-,-
"본청",노원구,상계6.7동,626,-,1077,511,853,105,210,10,14,-,-
"본청",노원구,중계2.3동,3325,-,4920,2735,3763,567,1127,23,30,-,-
"본청",노원구,공릉1동,1879,-,2447,1612,2022,252,405,15,20,-,-
"본청",노원구,기타,55,35,724,55,55,-,-,-,-,35,669
"본청",은평구,소계,16753,39,25438,13963,19192,2490,4259,300,378,39,1609
"본청",은평구,녹번동,1307,-,1749,1098,1431,192,299,17,19,-,-
"본청",은평구,불광1동,1387,-,1849,1137,1461,207,327,43,61,-,-
"본청",은평구,갈현1동,1261,-,1799,991,1356,254,424,16,19,-,-
"본청",은평구,갈현2동,976,-,1456,776,1109,186,329,14,18,-,-
"본청",은평구,구산동,1055,-,1536,926,1289,117,230,12,17,-,-
"본청",은평구,대조동,1172,-,1595,984,1322,175,260,13,13,-,-
"본청",은평구,응암1동,783,-,1155,660,957,111,184,12,14,-,-
"본청",은평구,응암2동,790,-,1081,679,911,90,147,21,23,-,-
"본청",은평구,신사1동,756,-,1099,621,862,117,212,18,25,-,-
"본청",은평구,신사2동,719,-,1119,596,881,109,222,14,16,-,-
"본청",은평구,증산동,458,-,680,377,545,78,129,3,6,-,-
"본청",은평구,수색동,438,-,574,387,487,46,82,5,5,-,-
"본청",은평구,진관동,987,-,1592,853,1331,117,240,17,21,-,-
"본청",은평구,불광2동,1632,-,2234,1356,1784,243,409,33,41,-,-
"본청",은평구,응암3동,1361,-,1914,1129,1531,188,327,44,56,-,-
"본청",은평구,역촌동,1641,-,2368,1364,1907,259,437,18,24,-,-
"본청",은평구,기타,30,39,1638,29,28,1,1,-,-,39,1609
"본청",서대문구,소계,8525,25,11834,7386,9552,1043,1695,96,117,25,470
"본청",서대문구,천연동,646,-,754,566,655,72,90,8,9,-,-
"본청",서대문구,홍제1동,576,-,787,494,653,74,126,8,8,-,-
"본청",서대문구,홍제3동,550,-,752,477,641,62,98,11,13,-,-
"본청",서대문구,홍제2동,448,-,599,398,517,46,78,4,4,-,-
"본청",서대문구,홍은1동,600,-,779,537,684,59,91,4,4,-,-
"본청",서대문구,홍은2동,838,-,1229,698,977,137,246,3,6,-,-
"본청",서대문구,남가좌1동,213,-,287,184,232,26,49,3,6,-,-
"본청",서대문구,남가좌2동,1026,-,1330,882,1112,124,192,20,26,-,-
"본청",서대문구,북가좌1동,352,-,544,315,463,31,73,6,8,-,-
"본청",서대문구,북가좌2동,1081,-,1521,934,1259,136,251,11,11,-,-
"본청",서대문구,충현동,562,-,718,484,617,69,90,9,11,-,-
"본청",서대문구,북아현동,484,-,595,418,504,63,88,3,3,-,-
"본청",서대문구,신촌동,470,-,534,414,462,54,69,2,3,-,-
"본청",서대문구,연희동,672,-,929,578,770,90,154,4,5,-,-
"본청",서대문구,기타,7,25,476,7,6,-,-,-,-,25,470
"본청",마포구,소계,7888,11,10969,6389,8358,1335,2194,164,211,11,206
"본청",마포구,용강동,329,-,431,286,361,40,65,3,5,-,-
"본청",마포구,대흥동,423,-,483,342,388,71,85,10,10,-,-
"본청",마포구,염리동,326,-,405,261,320,58,77,7,8,-,-
"본청",마포구,신수동,305,-,410,230,306,70,95,5,9,-,-
"본청",마포구,서교동,334,-,418,244,301,80,106,10,11,-,-
"본청",마포구,합정동,456,-,566,380,455,70,103,6,8,-,-
"본청",마포구,망원1동,538,-,722,409,510,120,202,9,10,-,-
"본청",마포구,망원2동,380,-,529,323,435,48,84,9,10,-,-
"본청",마포구,연남동,225,-,271,170,204,54,66,1,1,-,-
"본청",마포구,성산1동,425,-,584,332,437,76,125,17,22,-,-
"본청",마포구,성산2동,1479,-,2194,1207,1667,242,477,30,50,-,-
"본청",마포구,상암동,677,-,1219,537,909,131,300,9,10,-,-
"본청",마포구,도화동,407,-,503,356,430,46,66,5,7,-,-
"본청",마포구,서강동,287,-,346,235,274,48,68,4,4,-,-
"본청",마포구,공덕동,908,-,1151,768,945,117,178,23,28,-,-
"본청",마포구,아현동,382,-,524,302,409,64,97,16,18,-,-
"본청",마포구,기타,7,11,213,7,7,-,-,-,-,11,206
"본청",양천구,소계,12368,20,17463,10758,14660,1486,2390,124,155,20,258
"본청",양천구,목1동,257,-,345,243,323,14,22,-,-,-,-
"본청",양천구,목2동,767,-,1119,666,959,95,150,6,10,-,-
"본청",양천구,목3동,734,-,1094,636,934,95,157,3,3,-,-
"본청",양천구,목4동,658,-,997,571,856,82,136,5,5,-,-
"본청",양천구,신월1동,1342,-,1804,1151,1506,178,282,13,16,-,-
"본청",양천구,신월2동,548,-,785,491,669,51,109,6,7,-,-
"본청",양천구,신월3동,1171,-,1516,1034,1320,129,186,8,10,-,-
"본청",양천구,신월4동,298,-,414,265,357,29,52,4,5,-,-
"본청",양천구,신월5동,555,-,767,486,663,66,101,3,3,-,-
"본청",양천구,신월6동,186,-,268,170,238,11,21,5,9,-,-
"본청",양천구,신월7동,776,-,1072,669,892,100,173,7,7,-,-
"본청",양천구,신정1동,192,-,263,167,225,25,38,-,-,-,-
"본청",양천구,신정2동,548,-,711,485,616,58,90,5,5,-,-
"본청",양천구,신정3동,1531,-,2380,1297,1985,216,372,18,23,-,-
"본청",양천구,신정6동,43,-,77,42,73,1,4,-,-,-,-
"본청",양천구,신정7동,1405,-,1781,1240,1540,131,197,34,44,-,-
"본청",양천구,목5동,36,-,49,35,48,-,-,1,1,-,-
"본청",양천구,신정4동,1315,-,1758,1104,1451,205,300,6,7,-,-
"본청",양천구,기타,6,20,263,6,5,-,-,-,-,20,258
"본청",강서구,소계,22315,38,31000,19156,25224,2595,4567,564,727,38,482
"본청",강서구,염창동,179,-,233,163,206,16,27,-,-,-,-
"본청",강서구,등촌1동,237,-,309,205,267,26,36,6,6,-,-
"본청",강서구,등촌2동,304,-,432,256,343,43,84,5,5,-,-
"본청",강서구,등촌3동,4199,-,5507,3577,4471,456,806,166,230,-,-
"본청",강서구,화곡본동,1291,-,1904,1095,1584,175,298,21,22,-,-
"본청",강서구,화곡2동,612,-,935,507,764,102,168,3,3,-,-
"본청",강서구,화곡3동,500,-,677,426,560,63,105,11,12,-,-
"본청",강서구,화곡4동,844,-,1228,703,989,124,217,17,22,-,-
"본청",강서구,화곡6동,761,-,1019,625,820,109,167,27,32,-,-
"본청",강서구,화곡8동,782,-,1145,670,954,101,179,11,12,-,-
"본청",강서구,가양1동,228,-,307,201,262,24,42,3,3,-,-
"본청",강서구,가양2동,2624,-,3330,2376,2867,206,410,42,53,-,-
"본청",강서구,가양3동,1785,-,2312,1558,1935,174,309,53,68,-,-
"본청",강서구,발산1동,928,-,1546,763,1214,145,300,20,32,-,-
"본청",강서구,공항동,1107,-,1771,912,1416,164,312,31,43,-,-
"본청",강서구,방화1동,830,-,1210,724,1024,93,169,13,17,-,-
"본청",강서구,방화2동,1314,-,1698,1148,1416,128,235,38,47,-,-
"본청",강서구,방화3동,1771,-,2276,1526,1891,199,328,46,57,-,-
"본청",강서구,화곡1동,1507,-,1971,1281,1649,185,269,41,53,-,-
"본청",강서구,우장산동,497,-,694,426,578,61,106,10,10,-,-
"본청",강서구,기타,15,38,496,14,14,1,-,-,-,38,482
"본청",구로구,소계,9698,22,13861,8149,10789,1042,1933,507,660,22,479
"본청",구로구,신도림동,147,-,188,128,155,14,27,5,6,-,-
"본청",구로구,구로1동,65,-,100,58,85,5,11,2,4,-,-
"본청",구로구,구로3동,378,-,492,322,418,35,48,21,26,-,-
"본청",구로구,구로4동,769,-,957,619,737,100,160,50,60,-,-
"본청",구로구,구로5동,415,-,496,358,414,41,63,16,19,-,-
"본청",구로구,고척1동,479,-,667,392,523,61,113,26,31,-,-
"본청",구로구,고척2동,854,-,1176,724,957,85,163,45,56,-,-
