id,left,top,right,bottom,유휴공연장,디지털배움터,배리어프리1,배리어프리2,배리어프리3
722,958035.230199999990873,1958987.158199999947101,959035.230199999990873,1957987.158199999947101,0,3,0,0,0
723,958035.230199999990873,1957987.158199999947101,959035.230199999990873,1956987.158199999947101,0,0,0,0,0
724,958035.230199999990873,1956987.158199999947101,959035.230199999990873,1955987.158199999947101,1,0,0,0,0
725,958035.230199999990873,1955987.158199999947101,959035.230199999990873,1954987.158199999947101,0,1,0,0,0
726,958035.230199999990873,1954987.158199999947101,959035.230199999990873,1953987.158199999947101,0,0,0,0,0
727,958035.230199999990873,1953987.158199999947101,959035.230199999990873,1952987.158199999947101,0,0,0,0,0
745,959035.230199999990873,1966987.158199999947101,960035.230199999990873,1965987.158199999947101,0,0,0,0,0
746,959035.230199999990873,1965987.158199999947101,960035.230199999990873,1964987.158199999947101,0,0,0,0,0
747,959035.230199999990873,1964987.158199999947101,960035.230199999990873,1963987.158199999947101,0,4,0,0,0
748,959035.230199999990873,1963987.158199999947101,960035.230199999990873,1962987.158199999947101,0,0,0,0,0
749,959035.230199999990873,1962987.158199999947101,960035.230199999990873,1961987.158199999947101,0,0,0,0,0
750,959035.230199999990873,1961987.158199999947101,960035.230199999990873,1960987.158199999947101,2,0,0,0,0
751,959035.230199999990873,1960987.158199999947101,960035.230199999990873,1959987.158199999947101,0,0,0,0,0
736,958035.230199999990873,1944987.158199999947101,959035.230199999990873,1943987.158199999947101,1,0,0,2,0
737,958035.230199999990873,1943987.158199999947101,959035.230199999990873,1942987.158199999947101,0,0,0,0,0
738,958035.230199999990873,1942987.158199999947101,959035.230199999990873,1941987.158199999947101,0,0,0,0,0
739,958035.230199999990873,1941987.158199999947101,959035.230199999990873,1940987.158199999947101,0,0,0,0,0
740,958035.230199999990873,1940987.158199999947101,959035.230199999990873,1939987.158199999947101,0,0,0,0,0
741,958035.230199999990873,1939987.158199999947101,959035.230199999990873,1938987.158199999947101,0,0,0,0,0
742,958035.230199999990873,1938987.158199999947101,959035.230199999990873,1937987.158199999947101,0,0,0,0,0
743,958035.230199999990873,1937987.158199999947101,959035.230199999990873,1936987.158199999947101,0,0,0,0,0
760,959035.230199999990873,1951987.158199999947101,960035.230199999990873,1950987.158199999947101,0,0,0,0,0
761,959035.230199999990873,1950987.158199999947101,960035.230199999990873,1949987.158199999947101,0,0,0,0,0
762,959035.230199999990873,1949987.158199999947101,960035.230199999990873,1948987.158199999947101,0,0,0,0,0
763,959035.230199999990873,1948987.158199999947101,960035.230199999990873,1947987.158199999947101,0,0,0,0,0
764,959035.230199999990873,1947987.158199999947101,960035.230199999990873,1946987.158199999947101,2,0,0,1,0
765,959035.230199999990873,1946987.158199999947101,960035.230199999990873,1945987.158199999947101,0,0,0,0,0
766,959035.230199999990873,1945987.158199999947101,960035.230199999990873,1944987.158199999947101,4,0,1,1,0
767,959035.230199999990873,1944987.158199999947101,960035.230199999990873,1943987.158199999947101,1,0,0,1,0
752,959035.230199999990873,1959987.158199999947101,960035.230199999990873,1958987.158199999947101,0,0,0,0,0
753,959035.230199999990873,1958987.158199999947101,960035.230199999990873,1957987.158199999947101,0,1,0,0,0
754,959035.230199999990873,1957987.158199999947101,960035.230199999990873,1956987.158199999947101,0,0,0,3,0
755,959035.230199999990873,1956987.158199999947101,960035.230199999990873,1955987.158199999947101,1,2,0,0,0
756,959035.230199999990873,1955987.158199999947101,960035.230199999990873,1954987.158199999947101,0,0,0,0,0
757,959035.230199999990873,1954987.158199999947101,960035.230199999990873,1953987.158199999947101,0,0,0,0,0
758,959035.230199999990873,1953987.158199999947101,960035.230199999990873,1952987.158199999947101,0,0,0,0,0
759,959035.230199999990873,1952987.158199999947101,960035.230199999990873,1951987.158199999947101,0,0,0,0,0
652,956035.230199999990873,1966987.158199999947101,957035.230199999990873,1965987.158199999947101,0,0,0,0,0
653,956035.230199999990873,1965987.158199999947101,957035.230199999990873,1964987.158199999947101,0,0,0,0,0
654,956035.230199999990873,1964987.158199999947101,957035.230199999990873,1963987.158199999947101,0,0,0,0,0
655,956035.230199999990873,1963987.158199999947101,957035.230199999990873,1962987.158199999947101,0,0,0,0,0
640,955035.230199999990873,1947987.158199999947101,956035.230199999990873,1946987.158199999947101,0,0,0,0,0
641,955035.230199999990873,1946987.158199999947101,956035.230199999990873,1945987.158199999947101,0,0,0,0,0
642,955035.230199999990873,1945987.158199999947101,956035.230199999990873,1944987.158199999947101,0,0,0,0,0
643,955035.230199999990873,1944987.158199999947101,956035.230199999990873,1943987.158199999947101,0,0,0,0,0
644,955035.230199999990873,1943987.158199999947101,956035.230199999990873,1942987.158199999947101,0,0,0,0,0
645,955035.230199999990873,1942987.158199999947101,956035.230199999990873,1941987.158199999947101,0,0,0,0,0
646,955035.230199999990873,1941987.158199999947101,956035.230199999990873,1940987.158199999947101,0,0,0,0,0
647,955035.230199999990873,1940987.158199999947101,956035.230199999990873,1939987.158199999947101,0,0,0,0,0
664,956035.230199999990873,1954987.158199999947101,957035.230199999990873,1953987.158199999947101,3,0,0,0,0
665,956035.230199999990873,1953987.158199999947101,957035.230199999990873,1952987.158199999947101,0,0,0,0,0
666,956035.230199999990873,1952987.158199999947101,957035.230199999990873,1951987.158199999947101,0,0,0,0,0
667,956035.230199999990873,1951987.158199999947101,957035.230199999990873,1950987.158199999947101,0,0,0,0,0
668,956035.230199999990873,1950987.158199999947101,957035.230199999990873,1949987.158199999947101,0,0,0,0,0
669,956035.230199999990873,1949987.158199999947101,957035.230199999990873,1948987.158199999947101,0,0,0,0,0
670,956035.230199999990873,1948987.158199999947101,957035.230199999990873,1947987.158199999947101,0,0,0,0,0
671,956035.230199999990873,1947987.158199999947101,957035.230199999990873,1946987.158199999947101,0,0,0,0,0
656,956035.230199999990873,1962987.158199999947101,957035.230199999990873,1961987.158199999947101,0,0,0,0,0
657,956035.230199999990873,1961987.158199999947101,957035.230199999990873,1960987.158199999947101,0,0,0,0,1
658,956035.230199999990873,1960987.158199999947101,957035.230199999990873,1959987.158199999947101,0,0,0,0,0
659,956035.230199999990873,1959987.158199999947101,957035.230199999990873,1958987.158199999947101,0,0,0,0,0
660,956035.230199999990873,1958987.158199999947101,957035.230199999990873,1957987.158199999947101,0,2,0,0,0
661,956035.230199999990873,1957987.158199999947101,957035.230199999990873,1956987.158199999947101,0,0,0,0,0
662,956035.230199999990873,1956987.158199999947101,957035.230199999990873,1955987.158199999947101,0,0,0,0,0
663,956035.230199999990873,1955987.158199999947101,957035.230199999990873,1954987.158199999947101,1,0,0,0,0
683,957035.230199999990873,1966987.158199999947101,958035.230199999990873,1965987.158199999947101,0,0,0,0,0
684,957035.230199999990873,1965987.158199999947101,958035.230199999990873,1964987.158199999947101,0,0,0,0,0
685,957035.230199999990873,1964987.158199999947101,958035.230199999990873,1963987.158199999947101,0,0,0,0,0
686,957035.230199999990873,1963987.158199999947101,958035.230199999990873,1962987.158199999947101,0,0,0,0,0
687,957035.230199999990873,1962987.158199999947101,958035.230199999990873,1961987.158199999947101,0,0,0,0,0
672,956035.230199999990873,1946987.158199999947101,957035.230199999990873,1945987.158199999947101,0,0,0,0,0
673,956035.230199999990873,1945987.158199999947101,957035.230199999990873,1944987.158199999947101,0,0,0,0,0
674,956035.230199999990873,1944987.158199999947101,957035.230199999990873,1943987.158199999947101,0,0,0,0,0
675,956035.230199999990873,1943987.158199999947101,957035.230199999990873,1942987.158199999947101,0,0,0,0,0
676,956035.230199999990873,1942987.158199999947101,957035.230199999990873,1941987.158199999947101,0,0,0,0,0
677,956035.230199999990873,1941987.158199999947101,957035.230199999990873,1940987.158199999947101,0,0,0,0,0
678,956035.230199999990873,1940987.158199999947101,957035.230199999990873,1939987.158199999947101,0,0,0,0,0
679,956035.230199999990873,1939987.158199999947101,957035.230199999990873,1938987.158199999947101,0,0,0,0,0
696,957035.230199999990873,1953987.158199999947101,958035.230199999990873,1952987.158199999947101,0,0,0,0,0
697,957035.230199999990873,1952987.158199999947101,958035.230199999990873,1951987.158199999947101,0,0,0,0,0
698,957035.230199999990873,1951987.158199999947101,958035.230199999990873,1950987.158199999947101,0,0,0,0,0
699,957035.230199999990873,1950987.158199999947101,958035.230199999990873,1949987.158199999947101,0,0,0,0,0
700,957035.230199999990873,1949987.158199999947101,958035.230199999990873,1948987.158199999947101,0,0,0,0,0
701,957035.230199999990873,1948987.158199999947101,958035.230199999990873,1947987.158199999947101,0,0,0,0,0
702,957035.230199999990873,1947987.158199999947101,958035.230199999990873,1946987.158199999947101,0,0,0,0,0
703,957035.230199999990873,1946987.158199999947101,958035.230199999990873,1945987.158199999947101,0,0,0,0,0
688,957035.230199999990873,1961987.158199999947101,958035.230199999990873,1960987.158199999947101,0,0,0,0,0
689,957035.230199999990873,1960987.158199999947101,958035.230199999990873,1959987.158199999947101,2,0,0,1,0
690,957035.230199999990873,1959987.158199999947101,958035.230199999990873,1958987.158199999947101,0,1,0,0,0
691,957035.230199999990873,1958987.158199999947101,958035.230199999990873,1957987.158199999947101,0,1,0,0,0
692,957035.230199999990873,1957987.158199999947101,958035.230199999990873,1956987.158199999947101,0,0,0,0,0
693,957035.230199999990873,1956987.158199999947101,958035.230199999990873,1955987.158199999947101,0,0,0,0,0
694,957035.230199999990873,1955987.158199999947101,958035.230199999990873,1954987.158199999947101,1,0,0,0,0
695,957035.230199999990873,1954987.158199999947101,958035.230199999990873,1953987.158199999947101,2,0,1,0,0
584,953035.230199999990873,1941987.158199999947101,954035.230199999990873,1940987.158199999947101,0,0,0,0,0
585,953035.230199999990873,1940987.158199999947101,954035.230199999990873,1939987.158199999947101,0,0,0,0,0
586,953035.230199999990873,1939987.158199999947101,954035.230199999990873,1938987.158199999947101,0,0,0,0,0
576,953035.230199999990873,1949987.158199999947101,954035.230199999990873,1948987.158199999947101,0,0,0,0,0
577,953035.230199999990873,1948987.158199999947101,954035.230199999990873,1947987.158199999947101,0,0,0,0,0
578,953035.230199999990873,1947987.158199999947101,954035.230199999990873,1946987.158199999947101,0,0,0,0,0
579,953035.230199999990873,1946987.158199999947101,954035.230199999990873,1945987.158199999947101,0,0,0,0,0
580,953035.230199999990873,1945987.158199999947101,954035.230199999990873,1944987.158199999947101,0,0,0,0,0
581,953035.230199999990873,1944987.158199999947101,954035.230199999990873,1943987.158199999947101,0,0,0,0,0
582,953035.230199999990873,1943987.158199999947101,954035.230199999990873,1942987.158199999947101,0,0,0,0,0
583,953035.230199999990873,1942987.158199999947101,954035.230199999990873,1941987.158199999947101,0,0,0,0,0
600,954035.230199999990873,1956987.158199999947101,955035.230199999990873,1955987.158199999947101,0,0,0,0,0
601,954035.230199999990873,1955987.158199999947101,955035.230199999990873,1954987.158199999947101,1,0,0,0,0
602,954035.230199999990873,1954987.158199999947101,955035.230199999990873,1953987.158199999947101,0,0,0,0,0
603,954035.230199999990873,1953987.158199999947101,955035.230199999990873,1952987.158199999947101,0,0,0,0,0
604,954035.230199999990873,1952987.158199999947101,955035.230199999990873,1951987.158199999947101,0,0,0,0,0
605,954035.230199999990873,1951987.158199999947101,955035.230199999990873,1950987.158199999947101,0,0,0,0,0
606,954035.230199999990873,1950987.158199999947101,955035.230199999990873,1949987.158199999947101,0,0,0,0,0
607,954035.230199999990873,1949987.158199999947101,955035.230199999990873,1948987.158199999947101,0,0,0,0,0
594,954035.230199999990873,1962987.158199999947101,955035.230199999990873,1961987.158199999947101,0,0,0,0,0
595,954035.230199999990873,1961987.158199999947101,955035.230199999990873,1960987.158199999947101,0,0,0,0,0
596,954035.230199999990873,1960987.158199999947101,955035.230199999990873,1959987.158199999947101,0,0,0,0,0
597,954035.230199999990873,1959987.158199999947101,955035.230199999990873,1958987.158199999947101,0,0,0,0,0
598,954035.230199999990873,1958987.158199999947101,955035.230199999990873,1957987.158199999947101,0,0,0,0,0
599,954035.230199999990873,1957987.158199999947101,955035.230199999990873,1956987.158199999947101,0,0,0,0,0
616,954035.230199999990873,1940987.158199999947101,955035.230199999990873,1939987.158199999947101,0,0,0,0,0
617,954035.230199999990873,1939987.158199999947101,955035.230199999990873,1938987.158199999947101,0,0,0,0,0
622,955035.230199999990873,1965987.158199999947101,956035.230199999990873,1964987.158199999947101,0,0,0,0,0
623,955035.230199999990873,1964987.158199999947101,956035.230199999990873,1963987.158199999947101,0,0,0,0,0
608,954035.230199999990873,1948987.158199999947101,955035.230199999990873,1947987.158199999947101,0,0,0,0,0
609,954035.230199999990873,1947987.158199999947101,955035.230199999990873,1946987.158199999947101,0,0,0,0,0
610,954035.230199999990873,1946987.158199999947101,955035.230199999990873,1945987.158199999947101,0,0,0,0,0
611,954035.230199999990873,1945987.158199999947101,955035.230199999990873,1944987.158199999947101,0,0,0,0,0
612,954035.230199999990873,1944987.158199999947101,955035.230199999990873,1943987.158199999947101,0,0,0,0,0
613,954035.230199999990873,1943987.158199999947101,955035.230199999990873,1942987.158199999947101,0,0,0,0,0
614,954035.230199999990873,1942987.158199999947101,955035.230199999990873,1941987.158199999947101,0,0,0,0,0
615,954035.230199999990873,1941987.158199999947101,955035.230199999990873,1940987.158199999947101,0,0,0,0,0
632,955035.230199999990873,1955987.158199999947101,956035.230199999990873,1954987.158199999947101,0,0,0,0,0
633,955035.230199999990873,1954987.158199999947101,956035.230199999990873,1953987.158199999947101,0,0,0,0,0
634,955035.230199999990873,1953987.158199999947101,956035.230199999990873,1952987.158199999947101,0,0,0,0,0
635,955035.230199999990873,1952987.158199999947101,956035.230199999990873,1951987.158199999947101,0,0,0,0,0
636,955035.230199999990873,1951987.158199999947101,956035.230199999990873,1950987.158199999947101,0,0,0,0,0
637,955035.230199999990873,1950987.158199999947101,956035.230199999990873,1949987.158199999947101,0,0,0,0,0
638,955035.230199999990873,1949987.158199999947101,956035.230199999990873,1948987.158199999947101,0,0,0,0,0
639,955035.230199999990873,1948987.158199999947101,956035.230199999990873,1947987.158199999947101,0,0,0,0,0
624,955035.230199999990873,1963987.158199999947101,956035.230199999990873,1962987.158199999947101,0,0,0,0,0
625,955035.230199999990873,1962987.158199999947101,956035.230199999990873,1961987.158199999947101,0,0,0,0,0
626,955035.230199999990873,1961987.158199999947101,956035.230199999990873,1960987.158199999947101,0,0,0,0,0
627,955035.230199999990873,1960987.158199999947101,956035.230199999990873,1959987.158199999947101,0,0,0,0,0
628,955035.230199999990873,1959987.158199999947101,956035.230199999990873,1958987.158199999947101,0,0,0,0,0
629,955035.230199999990873,1958987.158199999947101,956035.230199999990873,1957987.158199999947101,0,0,0,0,0
630,955035.230199999990873,1957987.158199999947101,956035.230199999990873,1956987.158199999947101,0,0,0,0,0
631,955035.230199999990873,1956987.158199999947101,956035.230199999990873,1955987.158199999947101,0,0,0,0,0
520,951035.230199999990873,1943987.158199999947101,952035.230199999990873,1942987.158199999947101,0,2,0,0,0
521,951035.230199999990873,1942987.158199999947101,952035.230199999990873,1941987.158199999947101,0,0,0,0,0
522,951035.230199999990873,1941987.158199999947101,952035.230199999990873,1940987.158199999947101,0,0,0,0,0
523,951035.230199999990873,1940987.158199999947101,952035.230199999990873,1939987.158199999947101,0,0,0,0,0
524,951035.230199999990873,1939987.158199999947101,952035.230199999990873,1938987.158199999947101,0,0,0,0,0
525,951035.230199999990873,1938987.158199999947101,952035.230199999990873,1937987.158199999947101,0,0,0,0,0
526,951035.230199999990873,1937987.158199999947101,952035.230199999990873,1936987.158199999947101,0,0,0,0,0
512,951035.230199999990873,1951987.158199999947101,952035.230199999990873,1950987.158199999947101,0,0,0,0,0
513,951035.230199999990873,1950987.158199999947101,952035.230199999990873,1949987.158199999947101,0,0,0,0,0
514,951035.230199999990873,1949987.158199999947101,952035.230199999990873,1948987.158199999947101,0,0,0,0,0
515,951035.230199999990873,1948987.158199999947101,952035.230199999990873,1947987.158199999947101,0,0,0,0,0
516,951035.230199999990873,1947987.158199999947101,952035.230199999990873,1946987.158199999947101,0,0,0,0,0
517,951035.230199999990873,1946987.158199999947101,952035.230199999990873,1945987.158199999947101,0,0,0,0,0
518,951035.230199999990873,1945987.158199999947101,952035.230199999990873,1944987.158199999947101,0,0,0,0,0
519,951035.230199999990873,1944987.158199999947101,952035.230199999990873,1943987.158199999947101,0,0,0,0,0
536,952035.230199999990873,1958987.158199999947101,953035.230199999990873,1957987.158199999947101,0,0,0,0,0
537,952035.230199999990873,1957987.158199999947101,953035.230199999990873,1956987.158199999947101,0,0,0,0,0
538,952035.230199999990873,1956987.158199999947101,953035.230199999990873,1955987.158199999947101,0,0,0,0,0
539,952035.230199999990873,1955987.158199999947101,953035.230199999990873,1954987.158199999947101,0,0,0,0,0
540,952035.230199999990873,1954987.158199999947101,953035.230199999990873,1953987.158199999947101,0,0,0,0,0
541,952035.230199999990873,1953987.158199999947101,953035.230199999990873,1952987.158199999947101,0,0,0,0,0
542,952035.230199999990873,1952987.158199999947101,953035.230199999990873,1951987.158199999947101,0,0,0,0,0
543,952035.230199999990873,1951987.158199999947101,953035.230199999990873,1950987.158199999947101,0,0,0,0,0
533,952035.230199999990873,1961987.158199999947101,953035.230199999990873,1960987.158199999947101,0,0,0,0,0
534,952035.230199999990873,1960987.158199999947101,953035.230199999990873,1959987.158199999947101,0,0,0,0,0
535,952035.230199999990873,1959987.158199999947101,953035.230199999990873,1958987.158199999947101,0,0,0,0,0
552,952035.230199999990873,1942987.158199999947101,953035.230199999990873,1941987.158199999947101,0,1,0,0,0
553,952035.230199999990873,1941987.158199999947101,953035.230199999990873,1940987.158199999947101,0,0,0,0,0
554,952035.230199999990873,1940987.158199999947101,953035.230199999990873,1939987.158199999947101,0,0,0,0,0
555,952035.230199999990873,1939987.158199999947101,953035.230199999990873,1938987.158199999947101,0,0,0,0,0
556,952035.230199999990873,1938987.158199999947101,953035.230199999990873,1937987.158199999947101,0,0,0,0,0
557,952035.230199999990873,1937987.158199999947101,953035.230199999990873,1936987.158199999947101,0,0,0,0,0
544,952035.230199999990873,1950987.158199999947101,953035.230199999990873,1949987.158199999947101,0,0,0,0,0
545,952035.230199999990873,1949987.158199999947101,953035.230199999990873,1948987.158199999947101,0,0,0,0,0
546,952035.230199999990873,1948987.158199999947101,953035.230199999990873,1947987.158199999947101,0,0,0,0,0
547,952035.230199999990873,1947987.158199999947101,953035.230199999990873,1946987.158199999947101,0,0,0,0,0
548,952035.230199999990873,1946987.158199999947101,953035.230199999990873,1945987.158199999947101,0,0,0,0,0
549,952035.230199999990873,1945987.158199999947101,953035.230199999990873,1944987.158199999947101,0,0,0,0,0
550,952035.230199999990873,1944987.158199999947101,953035.230199999990873,1943987.158199999947101,0,0,0,0,0
551,952035.230199999990873,1943987.158199999947101,953035.230199999990873,1942987.158199999947101,0,0,0,0,0
568,953035.230199999990873,1957987.158199999947101,954035.230199999990873,1956987.158199999947101,0,0,0,0,0
569,953035.230199999990873,1956987.158199999947101,954035.230199999990873,1955987.158199999947101,0,0,0,0,0
570,953035.230199999990873,1955987.158199999947101,954035.230199999990873,1954987.158199999947101,0,0,0,0,0
571,953035.230199999990873,1954987.158199999947101,954035.230199999990873,1953987.158199999947101,0,0,0,0,0
572,953035.230199999990873,1953987.158199999947101,954035.230199999990873,1952987.158199999947101,0,0,0,0,0
573,953035.230199999990873,1952987.158199999947101,954035.230199999990873,1951987.158199999947101,0,0,0,0,0
574,953035.230199999990873,1951987.158199999947101,954035.230199999990873,1950987.158199999947101,0,0,0,0,0
575,953035.230199999990873,1950987.158199999947101,954035.230199999990873,1949987.158199999947101,0,0,0,0,0
566,953035.230199999990873,1959987.158199999947101,954035.230199999990873,1958987.158199999947101,0,0,0,0,0
567,953035.230199999990873,1958987.158199999947101,954035.230199999990873,1957987.158199999947101,0,0,0,0,0
456,949035.230199999990873,1945987.158199999947101,950035.230199999990873,1944987.158199999947101,0,0,0,0,0
457,949035.230199999990873,1944987.158199999947101,950035.230199999990873,1943987.158199999947101,0,0,0,0,0
458,949035.230199999990873,1943987.158199999947101,950035.230199999990873,1942987.158199999947101,1,0,0,0,0
459,949035.230199999990873,1942987.158199999947101,950035.230199999990873,1941987.158199999947101,0,0,0,1,0
460,949035.230199999990873,1941987.158199999947101,950035.230199999990873,1940987.158199999947101,0,0,0,0,0
461,949035.230199999990873,1940987.158199999947101,950035.230199999990873,1939987.158199999947101,0,1,0,0,0
462,949035.230199999990873,1939987.158199999947101,950035.230199999990873,1938987.158199999947101,0,0,0,0,0
463,949035.230199999990873,1938987.158199999947101,950035.230199999990873,1937987.158199999947101,0,0,0,0,0
448,949035.230199999990873,1953987.158199999947101,950035.230199999990873,1952987.158199999947101,0,0,0,0,0
449,949035.230199999990873,1952987.158199999947101,950035.230199999990873,1951987.158199999947101,0,0,0,0,0
450,949035.230199999990873,1951987.158199999947101,950035.230199999990873,1950987.158199999947101,0,0,0,0,0
451,949035.230199999990873,1950987.158199999947101,950035.230199999990873,1949987.158199999947101,0,0,0,0,0
452,949035.230199999990873,1949987.158199999947101,950035.230199999990873,1948987.158199999947101,0,0,0,0,0
453,949035.230199999990873,1948987.158199999947101,950035.230199999990873,1947987.158199999947101,0,0,0,0,0
454,949035.230199999990873,1947987.158199999947101,950035.230199999990873,1946987.158199999947101,0,0,0,0,0
455,949035.230199999990873,1946987.158199999947101,950035.230199999990873,1945987.158199999947101,0,0,0,0,0
472,950035.230199999990873,1960987.158199999947101,951035.230199999990873,1959987.158199999947101,0,0,0,0,0
473,950035.230199999990873,1959987.158199999947101,951035.230199999990873,1958987.158199999947101,0,0,0,0,0
474,950035.230199999990873,1958987.158199999947101,951035.230199999990873,1957987.158199999947101,0,0,0,0,0
475,950035.230199999990873,1957987.158199999947101,951035.230199999990873,1956987.158199999947101,0,0,0,0,0
476,950035.230199999990873,1956987.158199999947101,951035.230199999990873,1955987.158199999947101,0,0,0,0,0
477,950035.230199999990873,1955987.158199999947101,951035.230199999990873,1954987.158199999947101,0,0,0,0,0
478,950035.230199999990873,1954987.158199999947101,951035.230199999990873,1953987.158199999947101,0,0,0,0,0
479,950035.230199999990873,1953987.158199999947101,951035.230199999990873,1952987.158199999947101,0,0,0,0,0
470,950035.230199999990873,1962987.158199999947101,951035.230199999990873,1961987.158199999947101,0,0,0,0,0
471,950035.230199999990873,1961987.158199999947101,951035.230199999990873,1960987.158199999947101,0,0,0,0,0
488,950035.230199999990873,1944987.158199999947101,951035.230199999990873,1943987.158199999947101,0,0,0,0,0
489,950035.230199999990873,1943987.158199999947101,951035.230199999990873,1942987.158199999947101,0,0,0,0,0
490,950035.230199999990873,1942987.158199999947101,951035.230199999990873,1941987.158199999947101,0,0,0,0,0
491,950035.230199999990873,1941987.158199999947101,951035.230199999990873,1940987.158199999947101,1,0,0,0,0
492,950035.230199999990873,1940987.158199999947101,951035.230199999990873,1939987.158199999947101,0,0,0,0,0
493,950035.230199999990873,1939987.158199999947101,951035.230199999990873,1938987.158199999947101,0,0,0,0,0
494,950035.230199999990873,1938987.158199999947101,951035.230199999990873,1937987.158199999947101,0,0,0,0,0
495,950035.230199999990873,1937987.158199999947101,951035.230199999990873,1936987.158199999947101,0,0,0,0,0
480,950035.230199999990873,1952987.158199999947101,951035.230199999990873,1951987.158199999947101,0,0,0,0,0
481,950035.230199999990873,1951987.158199999947101,951035.230199999990873,1950987.158199999947101,0,0,0,0,0
482,950035.230199999990873,1950987.158199999947101,951035.230199999990873,1949987.158199999947101,0,0,0,0,0
483,950035.230199999990873,1949987.158199999947101,951035.230199999990873,1948987.158199999947101,0,0,0,0,0
484,950035.230199999990873,1948987.158199999947101,951035.230199999990873,1947987.158199999947101,0,0,0,0,0
485,950035.230199999990873,1947987.158199999947101,951035.230199999990873,1946987.158199999947101,0,0,0,0,0
486,950035.230199999990873,1946987.158199999947101,951035.230199999990873,1945987.158199999947101,0,0,0,0,0
487,950035.230199999990873,1945987.158199999947101,951035.230199999990873,1944987.158199999947101,0,0,0,0,0
504,951035.230199999990873,1959987.158199999947101,952035.230199999990873,1958987.158199999947101,0,0,0,0,0
505,951035.230199999990873,1958987.158199999947101,952035.230199999990873,1957987.158199999947101,0,0,0,0,0
506,951035.230199999990873,1957987.158199999947101,952035.230199999990873,1956987.158199999947101,0,0,0,0,0
507,951035.230199999990873,1956987.158199999947101,952035.230199999990873,1955987.158199999947101,0,0,0,0,0
508,951035.230199999990873,1955987.158199999947101,952035.230199999990873,1954987.158199999947101,0,0,0,0,0
509,951035.230199999990873,1954987.158199999947101,952035.230199999990873,1953987.158199999947101,0,0,0,0,0
510,951035.230199999990873,1953987.158199999947101,952035.230199999990873,1952987.158199999947101,0,0,0,0,0
511,951035.230199999990873,1952987.158199999947101,952035.230199999990873,1951987.158199999947101,0,0,0,0,0
501,951035.230199999990873,1962987.158199999947101,952035.230199999990873,1961987.158199999947101,0,0,0,0,0
502,951035.230199999990873,1961987.158199999947101,952035.230199999990873,1960987.158199999947101,0,0,0,0,0
503,951035.230199999990873,1960987.158199999947101,952035.230199999990873,1959987.158199999947101,0,0,0,0,0
392,947035.230199999990873,1947987.158199999947101,948035.230199999990873,1946987.158199999947101,0,0,0,0,0
393,947035.230199999990873,1946987.158199999947101,948035.230199999990873,1945987.158199999947101,0,0,0,0,0
394,947035.230199999990873,1945987.158199999947101,948035.230199999990873,1944987.158199999947101,0,0,0,0,0
395,947035.230199999990873,1944987.158199999947101,948035.230199999990873,1943987.158199999947101,0,0,0,0,0
396,947035.230199999990873,1943987.158199999947101,948035.230199999990873,1942987.158199999947101,0,0,0,0,0
397,947035.230199999990873,1942987.158199999947101,948035.230199999990873,1941987.158199999947101,0,0,0,0,0
398,947035.230199999990873,1941987.158199999947101,948035.230199999990873,1940987.158199999947101,0,0,0,0,0
399,947035.230199999990873,1940987.158199999947101,948035.230199999990873,1939987.158199999947101,0,1,0,0,0
384,947035.230199999990873,1955987.158199999947101,948035.230199999990873,1954987.158199999947101,0,0,0,0,0
385,947035.230199999990873,1954987.158199999947101,948035.230199999990873,1953987.158199999947101,0,0,0,0,0
386,947035.230199999990873,1953987.158199999947101,948035.230199999990873,1952987.158199999947101,0,0,0,0,0
387,947035.230199999990873,1952987.158199999947101,948035.230199999990873,1951987.158199999947101,0,0,0,0,0
388,947035.230199999990873,1951987.158199999947101,948035.230199999990873,1950987.158199999947101,0,0,0,0,0
389,947035.230199999990873,1950987.158199999947101,948035.230199999990873,1949987.158199999947101,0,0,0,0,0
390,947035.230199999990873,1949987.158199999947101,948035.230199999990873,1948987.158199999947101,0,0,0,0,0
391,947035.230199999990873,1948987.158199999947101,948035.230199999990873,1947987.158199999947101,0,0,0,0,0
410,948035.230199999990873,1960987.158199999947101,949035.230199999990873,1959987.158199999947101,0,0,0,0,0
411,948035.230199999990873,1959987.158199999947101,949035.230199999990873,1958987.158199999947101,0,0,0,0,0
412,948035.230199999990873,1958987.158199999947101,949035.230199999990873,1957987.158199999947101,0,1,0,0,0
413,948035.230199999990873,1957987.158199999947101,949035.230199999990873,1956987.158199999947101,0,0,0,0,0
414,948035.230199999990873,1956987.158199999947101,949035.230199999990873,1955987.158199999947101,0,2,0,0,0
415,948035.230199999990873,1955987.158199999947101,949035.230199999990873,1954987.158199999947101,0,1,0,0,0
400,947035.230199999990873,1939987.158199999947101,948035.230199999990873,1938987.158199999947101,0,1,0,0,0
401,947035.230199999990873,1938987.158199999947101,948035.230199999990873,1937987.158199999947101,0,0,0,0,0
402,947035.230199999990873,1937987.158199999947101,948035.230199999990873,1936987.158199999947101,0,0,0,0,0
424,948035.230199999990873,1946987.158199999947101,949035.230199999990873,1945987.158199999947101,0,0,0,0,0
425,948035.230199999990873,1945987.158199999947101,949035.230199999990873,1944987.158199999947101,0,0,0,0,0
426,948035.230199999990873,1944987.158199999947101,949035.230199999990873,1943987.158199999947101,0,0,0,0,0
427,948035.230199999990873,1943987.158199999947101,949035.230199999990873,1942987.158199999947101,0,0,0,0,0
